representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
1503;GROUPE D'ETUDE DES PROTEINES VEGETALES (G.E.P.V.);W922007687;RNA
1503;UNION NAT GRT DISTILLERIE ALCOOL;784178782;SIREN
1503;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1504;UNIDEN;434856894;SIREN
1504;LENICA;822597118;SIREN
1505;JEUNES AGRICULTEURS PACA;404486078;SIREN
1506;SYND NAT ETS RETRAITE PERSONNES AGEES;440687226;SIREN
1506;COM'PUBLICS;398995142;SIREN
1506;ALTEUS CONSEIL;522833250;SIREN
1507;ASSOCIATION DES AILES POUR L'OUEST;802297390;SIREN
1507;ASSOCIATION POUR L INTERCONNEXION SUD T.G.V. EN ILE DE FRANCE;499406049;SIREN
1507;OUEST LOGISTIQUE;805061546;SIREN
1509;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1509;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
1510;INSTITUT DES AVOCATS CONSEILS FISCAUX;784856924;SIREN
1510;CHAMBRE DE COMMERCE AMERICAINE EN FRANCE - AMERICAN CHAMBER OF COMMERCE IN FRANCE;W751038014;RNA
1510;ASSO DES AVOCATS CONSEILS D'ENTREPRISE;775698202;SIREN
1510;OBSERVATOIRE DE L'IMMATERIEL;508293677;SIREN
1510;CEDANTS & REPRENEURS D'AFFAIRES;344857230;SIREN
1510;MOUVEMENT DES ENTREPRISES DE FRANCE PROVENCE COTE D AZUR;524498896;SIREN
1510;ASSOCIATION DES JURISTES FRANCAIS ET ALLEMANDS - AJFA;W751011225;RNA
1510;ASSOCIATION DES AVOCATS FISCALISTES;W062006396;RNA
1510;FEDERATION FRANCAISE DES FIRMES PLURIDISCIPLINAIRES;H195655169;HATVP
1510;GROUPEMENT FRANCAIS DE L'ASSOCIATION FISCALE INTERNATIONALE;799832076;SIREN
1510;LE CERLCE DE LA COMPLIANCE  - LCDC;W751212460;RNA
1510;RESEAU ENTREPRENDRE AQUITAINE;403872708;SIREN
1510;AMERICAN BAR ASSOCIATION;H927329243;HATVP
1510;INTERNATIONAL FISCAL ASSOCIATION;H898227194;HATVP
1510;AVOCATS D’ENTREPRISE EN DROIT SOCIAL;H948316580;HATVP
1510;UNION PROFESSIONNELLE DES SOCIETE D'AVOCATS;H431037311;HATVP
1512;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1512;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
1512;SYNDICAT NATIONAL DES COMPLEMENTS ALIMENTAIRES;351015557;SIREN
1513;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1515;ORDRE DES AVOCATS A LA COUR DE PARIS;302979075;SIREN
1515;ALINEA AVOCATS ASSOCIES;818695728;SIREN
1516;CONFE FRANC COMME GROS INTER COMME INTER;784669152;SIREN
1517;LE BUREAU DE LA RADIO;512363433;SIREN
1517;SYNDICAT DES RESEAUX RADIOPHONIQUES NATIONAUX SRN;W751137000;RNA
1518;SYNTEC NUMERIQUE;384719001;SIREN
1518;ALLIANCE FRANCAISE DES INDUSTRIES DU NUMERIQUE;438608630;SIREN
1518;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1519;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1519;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
1519;AFIPA;451446553;SIREN
1519;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;502725955;SIREN
1519;GEMME;493174825;SIREN
1519;G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;489472829;SIREN
1522;FEDERATION FRANCAISE DES SPIRITUEUX;438144107;SIREN
1522;Fédération Française des Vins d'Apéritif;418911335;SIREN
1522;CONSEIL NATIONAL VINS AROMATIS;775659865;SIREN
1522;AVEC MODERATION;393501812;SIREN
1522;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1523;ACADEMIE DE L'EAU;415282037;SIREN
1523;ASS SCIENTIFIQUE TECH EAU ENVIRON;784717050;SIREN
1523;CERCLE FRANCAIS DE L EAU;383309044;SIREN
1523;GROUPEMENT PERSONNELS SERVICES GPS;378629927;SIREN
1523;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1523;OFFICE INTERNATIONAL DE L'EAU;314901729;SIREN
1523;UNION NATIO SERVI PUBLI INDUS & COMME;451534234;SIREN
1524;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1525;MOUVEMENT ENTREPRISES FRANCE AUDE;309567618;SIREN
1528;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1528;L'ALLIANCE 7;381436666;SIREN
1528;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1528;FOND FRANCAIS POUR  L ALIMENTATION ET LA SANTE;533486668;SIREN
1528;L ALLIANCE FRANCAISE POUR UNE HUILE DE PALME DURABLE;801053398;SIREN
1528;UDA R FRANCE;343424362;SIREN
1528;PRODIMARQUES;349145094;SIREN
1528;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
1529;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1529;AMORCE;488914458;SIREN
1529;CERCLE NATIONAL DU RECYCLAGE;401476874;SIREN
1529;INSTITUT DE L'ECONOMIE CIRCULAIRE;790867493;SIREN
1529;RUDOLOGIA;441319894;SIREN
1529;COMITE INTERPROFESSIONNEL DU BOIS ENERGIE CIBE;491783551;SIREN
1529;MOUVEMENT DES ENTREPRISES DE LA NOUVELLE ECONOMIE;824590194;SIREN
1529;CONFEDERATION DES METIERS DE L'ENVIRONNEMENT;H255901174;HATVP
1529;CENTRE ETUDE DIRECTEURS ASSOCIAT PROFESS;344299425;SIREN
1529;LA FEDERATION DES ENTREPRISES D'INSERTION;352766463;SIREN
1529;ASS ASSISES NATIONALES DECHETS INDUSTRIE;382112753;SIREN
1530;UNION DES ANNONCEURS;784669533;SIREN
1530;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;SIREN
1530;COMITE CHARTE DEONTOLOGIE ORGAN SOCIALES HUMANITAIRES;404452062;SIREN
1531;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1531;CHAMBRE NATIONALE PROFESSIONS LIBERALES;314655937;SIREN
1533;UNION INDUSTRIES METIERS METALLURGIE;324642933;SIREN
1533;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
1533;ASS PREFIGURATION DE L'INSTITUT D 'EXELLENCE ENERGIES DECARBONNEES FRANCE ENERGIES MARINES;751755463;SIREN
1533;FRANCE ENERGIE EOLIENNE;432446649;SIREN
1533;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1534;FRANCE INVEST;349165779;SIREN
1534;COMITE VALEURS MOYENNES EUROP MIDDLENEXT;344513916;SIREN
1535;CONSEIL NATIONAL DES ETABLISSEMENTS THERMAUX;444282537;SIREN
1538;AFEP;391358363;SIREN
1541;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1541;ASS VAL'HOR;431985183;SIREN
1543;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1543;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
1543;ACADEMIE NATIONALE DE PHARMACIE;130023013;SIREN
1544;FEDER HOSPITALIER ASSIST PRIVE (FEHAP);775666209;SIREN
1545;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1545;FEDERATION REGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES AUVERGNE RHONE-ALPES;824171912;SIREN
1547;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1548;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
1548;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1548;SYND NATIO FABRICANTS DISTRI OPHTALMO;418740114;SIREN
1551;LENICA;822597118;SIREN
1552;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
1554;LENICA;822597118;SIREN
1554;ASSOCIATION CHIMIE DU VEGETAL;508402542;SIREN
1554;ASSOCIATION ALLIANCE CHIMIE RECYCLAGE;752862474;SIREN
1554;SYNDICAT CHIMIE ORGANIQUE DE BASE;784669046;SIREN
1554;UNION DES INDUSTRIES CHIMIQUES LORRAINE;414005223;SIREN
1554;UNION INDUSTRIES CHIMIQUES DE NORMANDIE;404314965;SIREN
1555;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1555;INSTITUT DE LA GESTION DELEGUEE;407693837;SIREN
1555;INSTITUT DE L'ECONOMIE CIRCULAIRE;790867493;SIREN
1555;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1555;ARPP - ASSOCIA RELATION POUVOIRS PUBLICS;437989395;SIREN
1555;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;784717068;SIREN
1555;FEDERAT NAT ACTIVITE DECHET;784360182;SIREN
1555;FEDERATION DES ENTREPRISES DU RECYCLAGE;784358749;SIREN
1555;INSTITUT DE L ENTREPRISE;302655154;SIREN
1555;FEDERATION DES SERVICES ENERGIE ENVIRONNEMENT;384882577;SIREN
1556;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
1556;ALLIANCE POUR L'INDUSTRIE DU FUTUR;813297710;SIREN
1557;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1557;MUTUALITE FONCTION PUBLIQUE LIVRE I;528623549;SIREN
1558;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;481370039;SIREN
1560;UNION PATRONALE DU GERS EN GASCOGNE;776986622;SIREN
1561;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1561;ASSOCIATION DES ASSUREURS MUTUALISTES;822879201;SIREN
1567;MEDEF MAYENNE;530400548;SIREN
1567;UNION DEP PETITES MOYENNES ENTR MAYENNE;438349714;SIREN
1567;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1568;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
1569;EXPERIENCE P2E;822429007;SIREN
1570;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1572;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1572;AMORCE;488914458;SIREN
1572;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1572;ASS PROMOTION RESAUX CHALEUR FROID;443862693;SIREN
1572;FEDERAT NAT ACTIVITE DECHET;784360182;SIREN
1572;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
1573;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1576;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1576;AMCHAM EVENTS;800417891;SIREN
1578;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1579;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1579;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
1579;ASSOCIATION DES MOYENS LABORATOIRES ET INDUSTRIES DE SANTE;815339619;SIREN
1580;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1582;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1582;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1583;FORUM ATOMIQUE INDUSTRIEL FRANCAIS - FAIF -;309020071;SIREN
1585;JEUNES AGRICULTEURS;784853970;SIREN
1586;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1590;JEUNES AGRICULTEURS;784853970;SIREN
1590;CTRE REGIONAL JEUNES AGRICUL AQUITAINE;414598722;SIREN
1591;FEDER SYND SOC ETUDES CONSEILS;784179426;SIREN
1592;ASSOCIATION DES AVOCATS LOBBYISTES;W751210486;RNA
1592;JEANTET AARPI;784657884;SIREN
1592;INSTITUT MONTAIGNE;444920318;SIREN
1592;ORDRE DES AVOCATS A LA COUR DE PARIS;302979075;SIREN
1593;COMI RELA NATIO INTER ASSOC JEUN EDUC PO;784579641;SIREN
1593;CONSEIL NAL DES EMPLOYEURS ASSOCIATIFS;483326518;SIREN
1595;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
1595;FEDERAT ENSEIGNES COMMERCE ASSOCIE FCA;784410292;SIREN
1596;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
1596;INF'OGM VEILLE CITOYENNE SUR LES OGM;423902386;SIREN
1596;ASSOCIATION DE SOUTIEN À ICAN EN FRANCE;W691086431;RNA
1596;ALTERNATIBA;W751223540;RNA
1596;FORUM CITOYEN POUR LA RESPONSABILITÉ SOCIALE DES ENTREPRISES;W751213542;RNA
1597;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1598;FDSEA de Saône-et-Loire 71;778599845;SIREN
1600;JEUNES AGRICULTEURS;784853970;SIREN
1602;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1605;COMMUNICATION & ENTREPRISE;784178766;SIREN
1606;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
1606;PARIS EUROPLACE;393769252;SIREN
1606;AFEP;391358363;SIREN
1606;ASS FRANCAISE ENTREPRISES INVESTISSEMENT;348036278;SIREN
1606;ASS FRANCAISE PROFESSIONNELS DES TITRES;400427910;SIREN
1607;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;410168512;SIREN
1608;FESAC;484376678;SIREN
1608;CONFEDERATION DES PRODUCTEURS AUDIOVISUELS;532784147;SIREN
1609;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1612;ATOUT FRANCE AGENCE FRANCAISE DE DEVELOPPEMENT TOURISTIQUE;340709211;SIREN
1612;SYNDICAT NATIONAL DES AGENTS DE VOYAGES;784717522;SIREN
1616;FEDERATION DES SERVICES ENERGIE ENVIRONNEMENT;384882577;SIREN
1616;SYND PRO ENTR MULTISERV IMMO FACIL MANAG;432067205;SIREN
1616;ASSOCIATION  FRANCAISE DES PROFESSIONNELS DE LA GEOTHERMIE;525271565;SIREN
1616;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
1617;ASSOCIATION DES CHAINES PRIVEES;507862811;SIREN
1618;SYNDICAT NATIONAL DE LA RESTAURATION THEMATIQUE DES CHAINES;422477356;SIREN
1619;CONFED NAT ARTISAN DES METIER ET SERVICE;784409211;SIREN
1621;JEUNES AGRICULTEURS PACA;404486078;SIREN
1623;JEUNES AGRICULTEURS NOUVELLE AQUITAINE;490290400;SIREN
1624;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1625;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
1625;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1626;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;481370039;SIREN
1628;FEDERATION NAT AVIATION MARCHANDE;394382089;SIREN
1628;MEDEF VAL D'OISE GRIVO;775744188;SIREN
1628;MOUVEMENT DES ENTREPRISES DE SEINE-SAINT-DENIS;785475955;SIREN
1629;L'ALLIANCE 7;381436666;SIREN
1629;ASS NATIONALE INTERPROFESSIONNEL CAPRINE;409702545;SIREN
1629;ASS TRANSFORMATION LAITIERE FRANCAISE;393995147;SIREN
1629;FEDER NATIONAL INDUST LAITIERE;784357741;SIREN
1629;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1629;ASSOCIATION FROMAGES D AUVERGNE;489785089;SIREN
1629;ECO EMBALLAGES SA;388380073;SIREN
1629;FEDERATION NAT INDUSTRIES DE CORPS GRAS;784203960;SIREN
1629;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1629;ASS INTERPROFESSIONNELLE DU LAIT ET PRODUITS LAITIERS DE BREBIS DES PA;490642352;SIREN
1629;INTERPROF LAITIERE OVINE CAPRINE C0RSE;433457199;SIREN
1629;INSTITUT PROFESSIONNEL DU LAIT DE CONSOMMATION;430119180;SIREN
1629;SYNDIFRAIS;784856130;SIREN
1629;ASS DE DEFENSE ET DE GESTION DE L'AOC CAMEMBERT DE NORMANDIE;501353247;SIREN
1629;SYND PROF DE DEFENSE DES PROD ET TR;427838602;SIREN
1629;INTERPROFESSION DU SAINT-NECTAIRE;779176510;SIREN
1629;ASS GESTION DES ODG LAITIERS NORMANDS;510180789;SIREN
1629;SYND DEF QUALITE FROMAGE DE NEUFCHATEL;409038056;SIREN
1629;SYNDICAT INTERPROFESSIONNEL DE DEFENSE ET DE CONTROLE DE L'AOC LIVAROT;504729823;SIREN
1629;SYNDICAT INTERPROFESSIONNNEL DE DEFENSE ET DE CONTROLE DE L AOC PONT L EVEQUE;508553625;SIREN
1629;SYND INTERPRO DEFEN BRIE MEAUX;320814692;SIREN
1629;SYND INTERP DEFENSE PROMO APPELL BROCCIU;405326471;SIREN
1629;COMITE INTERPRO FROMAGE CANTAL;331577239;SIREN
1629;CONFED PROD INDUSTR ROQUEFORT;776722795;SIREN
1629;COMITE INTERPR LA FOURME AMBERT MONTBRIS;340649458;SIREN
1629;SYNDIC INTER PRO FROMAGES BLEU D'AUVERGN;400390431;SIREN
1629;SYNDICAT BLEU DES CAUSSES;431929819;SIREN
1629;SYNDICAT DE LA FOURME DE MONTBRISON AOC;401413679;SIREN
1629;SYND DEFENSE FROMAGE AOC OSSAU-IRATY;390046514;SIREN
1630;LENICA;822597118;SIREN
1631;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1631;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
1631;UNION DES ANNONCEURS;784669533;SIREN
1631;ASSOCIATION FRANCAISE DES AFFAIRES REGLEMENTAIRES AFAR;W751092893;RNA
1631;CERCLE DE REFLEXION DE L'INDUSTRIE PHARMACEUTIQUE;521467175;SIREN
1631;ALLIANCE POUR LA RECHERCHE ET L'INNOVATION DES INDUSTRIES DE SANTE;407666544;SIREN
1631;RESEAU COMMUNICATION SANTE (RCS);W751099393;RNA
1631;ASSOCIATION DES LABORATOIRES JAPONAIS PHARMACEUTIQUES EN FRANCE;H953586754;HATVP
1633;APOGEE ASS PROPRIE OBSERV GEST;314925140;SIREN
1633;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1633;CLUB DE L AMELIORATION DE L HABITAT;393520556;SIREN
1633;COLLECTIF EFFINERGIE;492203666;SIREN
1633;PROMOTELEC;304177116;SIREN
1634;JEUNES AGRICULTEURS;784853970;SIREN
1635;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1635;MOUVEMENT DES ENTREPRISES DE FRANCE PROVENCE COTE D AZUR;524498896;SIREN
1636;FRANCE CHIMIE;784358855;SIREN
1636;FEDERATION NAT INDUSTRIES DE CORPS GRAS;784203960;SIREN
1637;F.N.A.R.;537838203;SIREN
1639;ASS INTERPRO BETTERAVE SUCRE - AIBS;452400724;SIREN
1639;INSTITUT TECHNIQUE DE LA BETTERAVE I.T.B.;784855447;SIREN
1639;CENTR ETUD DOCUMENTA DU SUCRE;784668816;SIREN
1639;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1640;ASS NAT ASSIST FRONTIERES ETRANGERS;383136157;SIREN
1640;CENTRE PRIMO LEVI;401121355;SIREN
1640;COALITION FRANC.COUR PENALE INTERNATION;429082357;SIREN
1640;COMITE CHARTE DEONTOLOGIE ORGAN SOCIALES HUMANITAIRES;404452062;SIREN
1640;PLATEFORME ONG FRANCAISES PALESTINE;433238037;SIREN
1640;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;SIREN
1640;COMMISSION NAT CONSULTATIVE DROITS HOMME;110000197;SIREN
1640;L'INTERASSOCIATIVE LESBIENNE GAIE  BI ET TRANS;521317057;SIREN
1640;FORUM CITOYEN POUR LA RESPONSABILITE SOCIALE DES ENTREPRISES;801763400;SIREN
1641;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1642;IRP AUTO;488527847;SIREN
1642;CESA;347479669;SIREN
1642;CONSERVATOIRE NATIONAL ARTS ET METIERS;197534712;SIREN
1642;CGPME COMMUNICATION;438965352;SIREN
1642;PFA CONSEIL;812675270;SIREN
1642;UNION ROUTIERE DE FRANCE;784361701;SIREN
1642;COMITE EXPOS PARIS FOIRE PARIS ET SALONS;784642076;SIREN
1642;CENTRE ETUDE DIRECTEURS ASSOCIAT PROFESS;344299425;SIREN
1642;UNION INDUSTRIES METIERS METALLURGIE;324642933;SIREN
1646;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
1646;COENOVE;802338681;SIREN
1646;ENERGIES ET AVENIR;404429938;SIREN
1646;WORLD LP GAS ASSOCIATION;343136032;SIREN
1646;CENTRE NAT EXPERTISE DES PROFESSIONNELS DE L ENERGIE GAZ;537498255;SIREN
1646;ASS UTILISATEURS TRANSPORTS FRET;393985890;SIREN
1646;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
1646;GROUP ETUDE SECURITE INDUSTRI PETROLIERE;316853514;SIREN
1646;ASS FRANCAISE DES WAGONS DE PARTICULIERS;784178618;SIREN
1646;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1646;ASS A F I A P;428834220;SIREN
1646;EVOLEN;534585419;SIREN
1646;CTRE TECH INDUST AERAULIQUE THERMIQUE;775686967;SIREN
1653;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
1654;UNION FRANCAIS INDUSTRIE HABILLEMENT;784178493;SIREN
1656;CONFED NAT MUTUALITE COOP ET CREDIT AGRI;421344201;SIREN
1656;COOP FR LES ENTREPRISES COOPERATIVES;317165728;SIREN
1657;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1658;FEDERATION DES ENTREPRISES DE PORTAGE SALARIAL;822629382;SIREN
1659;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
1659;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
1659;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
1659;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
1659;UNION DES ANNONCEURS;784669533;SIREN
1659;UNION DES INDUSTRIES CHIMIQUES RHONE ALPES;302698477;SIREN
1660;INSTITUT DE L'ECONOMIE CIRCULAIRE;790867493;SIREN
1660;ASSOCIATION  FRANCAISE DES PROFESSIONNELS DE LA GEOTHERMIE;525271565;SIREN
1660;ASS INGEN CHAUFF VENTIL FR;775676331;SIREN
1660;COCHEBAT;405327990;SIREN
1660;EQUILIBRE DES ENERGIES  - POUR L'EQUILIBRE DES ENERGIES-;532382660;SIREN
1660;ASS FRANCAISE DU FROID;784286288;SIREN
1660;PROMOTELEC;304177116;SIREN
1660;CENTRE INFORMATION DOCUMENTATION BRUIT;313296717;SIREN
1660;CONFEDERAT ARTISANAT PETITE ENT BATIMENT;775682107;SIREN
1660;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1660;SYND NATION ENTREPRISES FROID EQUIP CUIS;784717084;SIREN
1660;ALLIANCE FROID CLIMATISAT ENVIRONNEMENT;444375638;SIREN
1660;SYND NAT MAINTENANCE SERVICE APRES-VENTE;332749548;SIREN
1660;UNICLIMA;512693888;SIREN
1660;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1661;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
1661;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1662;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1663;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1664;FED REG SYND EXPLOIT AGRICOLE BRETAGNE;399989433;SIREN
1664;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1665;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1665;COMMUNICATION & ENTREPRISE;784178766;SIREN
1666;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
1668;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
1669;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1669;ASSOCIATION POUR LE PAVILLON PETROLIER FRANCAIS;820547271;SIREN
1669;COMITE PROFESSIONNEL PETROLE;775671803;SIREN
1669;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1670;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
1670;INSTITUT DES ROUTES DES RUES ET DES INFRASTRUCTURES POUR LA MOBILITE;420200271;SIREN
1670;LA PREVENTION ROUTIERE;775719792;SIREN
1672;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
1672;AVENIE ENERGIE ENVIRONNEMENT AVENIA;498793850;SIREN
1674;FEDERATION NATIONALE PRODUCTEURS FRUITS;392983094;SIREN
1674;LES PRODUCTEURS DE LEGUMES DE FRANCE;304154198;SIREN
1674;FED FRANC COOPER FRUIT LEGUME HORTICOLE;391487493;SIREN
1674;GEFEL GOUVERNANCE ECONOMIQUE DES FRUITS ET LEGUMES;533874079;SIREN
1674;COORDINATION RURALE - UNION NATIONALE;401348552;SIREN
1674;CONFEDERATION PAYSANNE;383316916;SIREN
1674;ASSO NATIO EXPEDIT EXPORT FR L;784409641;SIREN
1674;UNION NAT COMMERCE GROS FRUITS LEGUMES;785688458;SIREN
1674;SAVEURS COMMERCE;308961978;SIREN
1674;FEDERATION ENTREP COMMERCE DISTRIBUTION;784855876;SIREN
1674;RESTAU'CO SERVICES;810428318;SIREN
1674;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
1674;CHAMBRE SYND IMPORTAT FR FRUITS LEGUMES;785688508;SIREN
1674;SYND NATIONAL IMPORTATEURS FRUITS LEGUME;776190183;SIREN
1675;FNO FEDERATION NATIONALE OVINE;308575125;SIREN
1675;FEDERA SYNDICAT EXPLOITANTS AGRICOLES AM;782620439;SIREN
1677;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
1677;FRANCE CHIMIE;784358855;SIREN
1677;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1677;MEDEF HAUTS DE SEINE;308290519;SIREN
1678;JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;379678758;SIREN
1679;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1679;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1680;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1682;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1682;CGPME COMMUNICATION;438965352;SIREN
1682;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1683;CONFED COMMERC DETAIL FRANCE;784450231;SIREN
1684;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1684;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
1685;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
1685;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1685;FEDERATION FR DES INDUSTRIES DE SANTE;481770725;SIREN
1685;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1686;EUROPEAN PUBLIC AFFAIRS CONSULTANCIES' ASSOCIATION (EPACA);H000000017;HATVP
1688;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
