beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
GENZYME;13500;0
ALEXION PHARMA FRANCE;13500;0
MSD VACCINS;13500;0
ABL EUROPE S.A.S.;13500;0
ACTELION PHARMACEUTICALS FRANCE;13500;0
ADARE PHARMACEUTICALS SAS;13500;0
ADDMEDICA;13500;0
ADVICENNE;13500;0
LABORATOIRE AGUETTANT;13500;0
ALEXION EUROPE;13500;0
ALFASIGMA FRANCE;13500;0
SA ALK ABELLO;13500;0
ALLIANCE PHARMA FRANCE SAS;13500;0
ALLOGA FRANCE;13500;0
ALMIRALL SAS;13500;0
LABORATOIRES ALTER;13500;0
ANS BIOTECH - AUVERGNE NEUROSCIENCES;13500;0
ANTABIO;13500;0
LABORATOIRES ARKOPHARMA;13500;0
ASTELLAS PHARMA;13500;0
ASTRAZENECA;13500;0
ASTRAZENECA DUNKERQUE PRODUCTION;13500;0
ASTRAZENECA REIMS;13500;0
B.BRAUN MEDICAL;13500;0
B & O PHARM;13500;0
LABORATOIRES BAILLEUL;13500;0
BAUSCH ET LOMB FRANCE;13500;0
BAXALTA FRANCE S.A.S.;13500;0
BAYER HEALTHCARE SAS;13500;0
BEAUFOUR IPSEN INDUSTRIE;13500;0
BENAC;13500;0
LABORATOIRES BESINS INTERNATIONAL;13500;0
BIO-MODELING SYSTEMS OU BMSYSTEMS;13500;0
BIOCODEX;13500;0
BIODIM;13500;0
BIOGEN FRANCE;13500;0
BIOMARIN EUROPE LIMITED;13500;0
BIOPROJET PHARMA;13500;0
BIOSE;13500;0
BIOSE INDUSTRIE;13500;0
BOEHRINGER INGELHEIM FRANCE;13500;0
BOIRON;13500;0
LABORATOIRES BOUCHARA - RECORDATI;13500;0
LABORATOIRE BRIDE;13500;0
LES LABORATOIRES BROTHIER;13500;0
CARBOGEN AMCIS SAS;13500;0
CELGENE;13500;0
CENEXI;13500;0
LABORATOIRE CHAUVIN;13500;0
LABORATOIRES CHEMINEAU;13500;0
CHIESI SAS;13500;0
CHUGAI PHARMA FRANCE;13500;0
CIS BIO INTERNATIONAL;13500;0
CLEVEXEL PHARMA;13500;0
LABORATOIRES CRINEX;13500;0
CSL BEHRING S.A.;13500;0
LABORATOIRES C.T.R.S.;13500;0
LABORATOIRES CYCLOPHARMA;13500;0
DA VOLTERRA;13500;0
DAIICHI SANKYO FRANCE SAS;13500;0
DBV TECHNOLOGIES;13500;0
DENTSPLY SIRONA FRANCE;13500;0
EDEC;13500;0
EFFIK;13500;0
EISAI SAS;13500;0
ERYTECH PHARMA;13500;0
EXCELVISION;13500;0
FAMAR FRANCE;13500;0
FAMAR L'AIGLE;13500;0
FAMAR LYON;13500;0
FRESENIUS KABI FRANCE;13500;0
FRESENIUS MEDICAL CARE FRANCE;13500;0
GALDERMA INTERNATIONAL;13500;0
LABORATOIRES GALENIQUES VERNIN;13500;0
GE HEALTHCARE SAS;13500;0
GEDEON RICHTER FRANCE;13500;0
GENETHON;13500;0
LABORATOIRES GENEVRIER SAS;13500;0
GENZYME POLYCLONALS SAS;13500;0
SOC GIFRER BARBEZAT;13500;0
LABORATOIRES GILBERT;13500;0
LABORATOIRE GLAXOSMITHKLINE;13500;0
GLAXOSMITHKLINE SANTE GRAND PUBLIC;13500;0
GLAXOSMITHKLINE BIOLOGICALS;13500;0
LABORATOIRES GRIMBERG SA;13500;0
LABORATOIRES GRUNENTHAL;13500;0
LABORATOIRES GUIGOZ;13500;0
HAC PHARMA;13500;0
PHARMACIE DE L'HOMME DE FER;13500;0
HORIZON PHARMA FRANCE SAS;13500;0
HORUS PHARMA;13500;0
HOSPIRA FRANCE;13500;0
LABORATOIRE HRA-PHARMA;13500;0
IDENIX SARL;13500;0
INCYTE BIOSCIENCES FRANCE;13500;0
INDIVIOR FRANCE;13500;0
LABORATOIRE INNOTECH INTERNATIONAL;13500;0
LABORATOIRES INNOTHERA;13500;0
INNOTHERA CHOUZY;13500;0
INNOTHERA INDUSTRIES;13500;0
INNOTHERA NOMEXY;13500;0
INNOTHERA;13500;0
INNOTHERA SERVICES;13500;0
INNOTHERA TOPIC INTERNATIONAL;13500;0
LABORATOIRES IPHYM;13500;0
JANSSEN CILAG;13500;0
JAZZ PHARMACEUTICALS FRANCE;13500;0
LABORATOIRES JOLLY-JATEL;13500;0
LABORATOIRES JUVISE PHARMACEUTICALS;13500;0
KAYSERSBERG PHARMACEUTICALS;13500;0
KREUSSLER ET CO PRODUITS CHIMIQUES;13500;0
KYOWA KIRIN PHARMA;13500;0
LABCATAL SPECIAL PHARMACIE;13500;0
BIOLUZ;13500;0
LABORATOIRES ETHYPHARM;13500;0
LABORATOIRES EXPANSCIENCE;13500;0
LABORATOIRES MAJORELLE;13500;0
LABORATOIRES NEGMA;13500;0
LABORATOIRES LEHNING SA;13500;0
LABORATOIRES LEO;13500;0
LABORATOIRES LEURQUIN MEDIOLANUM;13500;0
LFB BIOMEDICAMENTS;13500;0
LUCANE PHARMA;13500;0
LUNDBECK SAS;13500;0
MALLINCKRODT FRANCE;13500;0
LABORATOIRES MAYOLY SPINDLER;13500;0
ROTTAPHARM;13500;0
MEDA MANUFACTURING;13500;0
MEDA PHARMA;13500;0
MEDAC SAS;13500;0
MELISANA PHARMA;13500;0
MENARINI FRANCE;13500;0
LABORATOIRES MERCK SHARP & DOHME-CHIBRET;13500;0
MERZ PHARMA FRANCE;13500;0
MUNDIPHARMA;13500;0
MYLAN MEDICAL SAS;13500;0
MYRIAD GENETICS SAS;13500;0
NESTLE HEALTH SCIENCE FRANCE;13500;0
NORDIC PHARMA;13500;0
NORGINE SAS;13500;0
LABORATOIRE NOVEX PHARMA;13500;0
NOVO NORDISK;13500;0
OCTAPHARMA FRANCE;13500;0
ONCOMEDICS;13500;0
ORPHAN EUROPE;13500;0
OTSUKA PHARMACEUTICAL FRANCE SAS;13500;0
PANMEDICA;13500;0
ASS INCUBATEUR PARIS BIOTECH;13500;0
PATHEON FRANCE;13500;0
PFIZER PGM;13500;0
PFIZER SANTE FAMILIALE;13500;0
LABORATOIRES PHARMA 2000;13500;0
PHARMA MAR SARL;13500;0
PHARMA OMNIUM INTERNATIONAL P O I;13500;0
LABORATOIRE PHARMASTRA;13500;0
PHARNEXT;13500;0
PHERECYDES PHARMA;13500;0
SARL PHYSIOSTIM;13500;0
PIERRE FABRE MEDICAMENT PRODUCTION;13500;0
LABORATOIRES PRED;13500;0
PROCTER & GAMBLE PHARMACEUTICALS FRANCE;13500;0
PRODUITS DENTAIRES PIERRE ROLLAND;13500;0
RECIPHARM FONTAINE;13500;0
RECIPHARM MONTS;13500;0
REDDY PHARMA SAS;13500;0
LABORATOIRE RENAUDIN;13500;0
REPSCO PROMOTION;13500;0
LABORATOIRES ROSA PHYTOPHARMA;13500;0
ROTTENDORF PHARMA;13500;0
SANOFI CLIR;13500;0
SANOFI PASTEUR;13500;0
SANOFI WINTHROP INDUSTRIE;13500;0
SCHERING-PLOUGH;13500;0
LABORATOIRE SCIENCEX;13500;0
SEPTODONT OU SEPTODONT SAS OU SPECIALITES SEPTODONT;13500;0
SERB;13500;0
SHIRE FRANCE;13500;0
SOFIBEL;13500;0
STERIENCE;13500;0
STRADIS;13500;0
STRAGEN-FRANCE;13500;0
SWEDISH ORPHAN BIOVITRUM;13500;0
TAKEDA FRANCE SAS;13500;0
TC LAND EXPRESSION;13500;0
THE MEDICINES COMPANY FRANCE;13500;0
LABORATOIRES THEA;13500;0
THERABEL LUCIEN PHARMA;13500;0
THERADIAL;13500;0
TONIPHARM;13500;0
TRANSGENE SA;13500;0
UCB PHARMA SA;13500;0
VALNEVA;13500;0
VERTEX PHARMACEUTICALS (FRANCE);13500;0
VIFOR FRANCE;13500;0
VIIV HEALTHCARE SAS;13500;0
WELEDA;13500;0
ZAMBON FRANCE S.A;13500;0
AMICUS THERAPEUTICS SAS;13500;0
AMRING;13500;0
BRACCO IMAGING FRANCE;13500;0
LABORATOIRE CCD;13500;0
LABORATOIRE CEVIDRA;13500;0
CHEPLAPHARM FRANCE;13500;0
DELPHARM INDUSTRIE;13500;0
LABO REALISATION THERAPEUTIQUE;13500;0
EUSA PHARMA (FRANCE) SAS;13500;0
SEM GENOPOLE;13500;0
GENOSAFE SAS;13500;0
LEADIANT BIOSCIENCES;13500;0
MEDDAY PHARMACEUTICALS;13500;0
NORGINE PHARMA;13500;0
PHARMA BLUE;13500;0
PROVEPHARM SOLUTIONS;13500;0
RECIPHARM PESSAC;13500;0
SANTEN;13500;0
SODIA;13500;0
SOPHAR;13500;0
STALLERGENES;13500;0
TECHNI PHARMA;13500;0
UNITHER PHARMACEUTICALS;13500;0
YPOSKESI;13500;0
SMB SA;13500;0
ASPEN FRANCE;13500;0
CLINTEC INTERNATIONAL;13500;0
PRECIPHAR;13500;0
ARROW GENERIQUES;13501;0
MYLAN;13501;0
SANDOZ;13501;0
TEVA SANTE;13501;0
VENIPHARM;13501;0
ALLERGAN FRANCE;13501;0
BECTON DICKINSON FRANCE;13501;0
INSTITUT DE RECHERCHE PIERRE FABRE;13501;0
SANOFI-AVENTIS FRANCE;13501;0
BRISTOL MYERS SQUIBB;13501;0
ETHICON;13501;0
SMITH ET NEPHEW SAS;13501;0
NOVARTIS PHARMA SAS;13501;0
PIERRE FABRE SA;13501;0
PIERRE FABRE MEDICAMENT;13501;0
AMGEN SAS;13501;0
ABBVIE;13501;0
MSD FRANCE;13501;0
SANOFI;13501;0
INTSEL CHIMOS;13501;0
ROCHE;13501;0
GUERBET;13501;0
PFIZER;13501;0
LABORATOIRES ALCON;13501;0
LILLY FRANCE;13501;0
BAXTER S.A.S;13501;0
FERRING SAS;13501;0
MERCK SANTE;13501;0
INTERCEPT PHARMA FRANCE SAS;13501;0
MERCK SERONO;13501;0
IPSEN PHARMA;13501;0
LABORATOIRES CHAIX ET DU MARAIS;13501;0
GILEAD SCIENCES;13501;0
SANOFI PASTEUR EUROPE;13501;0
GENZYME;13501;0
ALEXION PHARMA FRANCE;13501;0
MSD VACCINS;13501;0
ABL EUROPE S.A.S.;13501;0
ACTELION PHARMACEUTICALS FRANCE;13501;0
ADARE PHARMACEUTICALS SAS;13501;0
ADDMEDICA;13501;0
ADVICENNE;13501;0
LABORATOIRE AGUETTANT;13501;0
ALEXION EUROPE;13501;0
ALFASIGMA FRANCE;13501;0
SA ALK ABELLO;13501;0
ALLIANCE PHARMA FRANCE SAS;13501;0
ALLOGA FRANCE;13501;0
ALMIRALL SAS;13501;0
LABORATOIRES ALTER;13501;0
ANS BIOTECH - AUVERGNE NEUROSCIENCES;13501;0
ANTABIO;13501;0
LABORATOIRES ARKOPHARMA;13501;0
ASTELLAS PHARMA;13501;0
ASTRAZENECA;13501;0
ASTRAZENECA DUNKERQUE PRODUCTION;13501;0
ASTRAZENECA REIMS;13501;0
B.BRAUN MEDICAL;13501;0
B & O PHARM;13501;0
LABORATOIRES BAILLEUL;13501;0
BAUSCH ET LOMB FRANCE;13501;0
BAXALTA FRANCE S.A.S.;13501;0
BAYER HEALTHCARE SAS;13501;0
BEAUFOUR IPSEN INDUSTRIE;13501;0
BENAC;13501;0
LABORATOIRES BESINS INTERNATIONAL;13501;0
BIO-MODELING SYSTEMS OU BMSYSTEMS;13501;0
BIOCODEX;13501;0
BIODIM;13501;0
BIOGEN FRANCE;13501;0
BIOMARIN EUROPE LIMITED;13501;0
BIOPROJET PHARMA;13501;0
BIOSE;13501;0
BIOSE INDUSTRIE;13501;0
BOEHRINGER INGELHEIM FRANCE;13501;0
BOIRON;13501;0
LABORATOIRES BOUCHARA - RECORDATI;13501;0
LABORATOIRE BRIDE;13501;0
LES LABORATOIRES BROTHIER;13501;0
CARBOGEN AMCIS SAS;13501;0
CELGENE;13501;0
CENEXI;13501;0
LABORATOIRE CHAUVIN;13501;0
LABORATOIRES CHEMINEAU;13501;0
CHIESI SAS;13501;0
CHUGAI PHARMA FRANCE;13501;0
CIS BIO INTERNATIONAL;13501;0
CLEVEXEL PHARMA;13501;0
LABORATOIRES CRINEX;13501;0
CSL BEHRING S.A.;13501;0
LABORATOIRES C.T.R.S.;13501;0
LABORATOIRES CYCLOPHARMA;13501;0
DA VOLTERRA;13501;0
DAIICHI SANKYO FRANCE SAS;13501;0
DBV TECHNOLOGIES;13501;0
DENTSPLY SIRONA FRANCE;13501;0
EDEC;13501;0
EFFIK;13501;0
EISAI SAS;13501;0
ERYTECH PHARMA;13501;0
EXCELVISION;13501;0
FAMAR FRANCE;13501;0
FAMAR L'AIGLE;13501;0
FAMAR LYON;13501;0
FRESENIUS KABI FRANCE;13501;0
FRESENIUS MEDICAL CARE FRANCE;13501;0
GALDERMA INTERNATIONAL;13501;0
LABORATOIRES GALENIQUES VERNIN;13501;0
GE HEALTHCARE SAS;13501;0
GEDEON RICHTER FRANCE;13501;0
GENETHON;13501;0
LABORATOIRES GENEVRIER SAS;13501;0
GENZYME POLYCLONALS SAS;13501;0
SOC GIFRER BARBEZAT;13501;0
LABORATOIRES GILBERT;13501;0
LABORATOIRE GLAXOSMITHKLINE;13501;0
GLAXOSMITHKLINE SANTE GRAND PUBLIC;13501;0
GLAXOSMITHKLINE BIOLOGICALS;13501;0
LABORATOIRES GRIMBERG SA;13501;0
LABORATOIRES GRUNENTHAL;13501;0
LABORATOIRES GUIGOZ;13501;0
HAC PHARMA;13501;0
PHARMACIE DE L'HOMME DE FER;13501;0
HORIZON PHARMA FRANCE SAS;13501;0
HORUS PHARMA;13501;0
HOSPIRA FRANCE;13501;0
LABORATOIRE HRA-PHARMA;13501;0
IDENIX SARL;13501;0
INCYTE BIOSCIENCES FRANCE;13501;0
INDIVIOR FRANCE;13501;0
LABORATOIRE INNOTECH INTERNATIONAL;13501;0
LABORATOIRES INNOTHERA;13501;0
INNOTHERA CHOUZY;13501;0
INNOTHERA INDUSTRIES;13501;0
INNOTHERA NOMEXY;13501;0
INNOTHERA;13501;0
INNOTHERA SERVICES;13501;0
INNOTHERA TOPIC INTERNATIONAL;13501;0
LABORATOIRES IPHYM;13501;0
JANSSEN CILAG;13501;0
JAZZ PHARMACEUTICALS FRANCE;13501;0
LABORATOIRES JOLLY-JATEL;13501;0
LABORATOIRES JUVISE PHARMACEUTICALS;13501;0
KAYSERSBERG PHARMACEUTICALS;13501;0
KREUSSLER ET CO PRODUITS CHIMIQUES;13501;0
KYOWA KIRIN PHARMA;13501;0
LABCATAL SPECIAL PHARMACIE;13501;0
BIOLUZ;13501;0
LABORATOIRES ETHYPHARM;13501;0
LABORATOIRES EXPANSCIENCE;13501;0
LABORATOIRES MAJORELLE;13501;0
LABORATOIRES NEGMA;13501;0
LABORATOIRES LEHNING SA;13501;0
LABORATOIRES LEO;13501;0
LABORATOIRES LEURQUIN MEDIOLANUM;13501;0
LFB BIOMEDICAMENTS;13501;0
LUCANE PHARMA;13501;0
LUNDBECK SAS;13501;0
MALLINCKRODT FRANCE;13501;0
LABORATOIRES MAYOLY SPINDLER;13501;0
ROTTAPHARM;13501;0
MEDA MANUFACTURING;13501;0
MEDA PHARMA;13501;0
MEDAC SAS;13501;0
MELISANA PHARMA;13501;0
MENARINI FRANCE;13501;0
LABORATOIRES MERCK SHARP & DOHME-CHIBRET;13501;0
MERZ PHARMA FRANCE;13501;0
MUNDIPHARMA;13501;0
MYLAN MEDICAL SAS;13501;0
MYRIAD GENETICS SAS;13501;0
NESTLE HEALTH SCIENCE FRANCE;13501;0
NORDIC PHARMA;13501;0
NORGINE SAS;13501;0
LABORATOIRE NOVEX PHARMA;13501;0
NOVO NORDISK;13501;0
OCTAPHARMA FRANCE;13501;0
ONCOMEDICS;13501;0
ORPHAN EUROPE;13501;0
OTSUKA PHARMACEUTICAL FRANCE SAS;13501;0
PANMEDICA;13501;0
ASS INCUBATEUR PARIS BIOTECH;13501;0
PATHEON FRANCE;13501;0
PFIZER PGM;13501;0
PFIZER SANTE FAMILIALE;13501;0
LABORATOIRES PHARMA 2000;13501;0
PHARMA MAR SARL;13501;0
PHARMA OMNIUM INTERNATIONAL P O I;13501;0
LABORATOIRE PHARMASTRA;13501;0
PHARNEXT;13501;0
PHERECYDES PHARMA;13501;0
SARL PHYSIOSTIM;13501;0
PIERRE FABRE MEDICAMENT PRODUCTION;13501;0
LABORATOIRES PRED;13501;0
PROCTER & GAMBLE PHARMACEUTICALS FRANCE;13501;0
PRODUITS DENTAIRES PIERRE ROLLAND;13501;0
RECIPHARM FONTAINE;13501;0
RECIPHARM MONTS;13501;0
REDDY PHARMA SAS;13501;0
LABORATOIRE RENAUDIN;13501;0
REPSCO PROMOTION;13501;0
LABORATOIRES ROSA PHYTOPHARMA;13501;0
ROTTENDORF PHARMA;13501;0
SANOFI CLIR;13501;0
SANOFI PASTEUR;13501;0
SANOFI WINTHROP INDUSTRIE;13501;0
SCHERING-PLOUGH;13501;0
LABORATOIRE SCIENCEX;13501;0
SEPTODONT OU SEPTODONT SAS OU SPECIALITES SEPTODONT;13501;0
SERB;13501;0
SHIRE FRANCE;13501;0
SOFIBEL;13501;0
STERIENCE;13501;0
STRADIS;13501;0
STRAGEN-FRANCE;13501;0
SWEDISH ORPHAN BIOVITRUM;13501;0
TAKEDA FRANCE SAS;13501;0
TC LAND EXPRESSION;13501;0
THE MEDICINES COMPANY FRANCE;13501;0
LABORATOIRES THEA;13501;0
THERABEL LUCIEN PHARMA;13501;0
THERADIAL;13501;0
TONIPHARM;13501;0
TRANSGENE SA;13501;0
UCB PHARMA SA;13501;0
VALNEVA;13501;0
VERTEX PHARMACEUTICALS (FRANCE);13501;0
VIFOR FRANCE;13501;0
VIIV HEALTHCARE SAS;13501;0
WELEDA;13501;0
ZAMBON FRANCE S.A;13501;0
AMICUS THERAPEUTICS SAS;13501;0
AMRING;13501;0
BRACCO IMAGING FRANCE;13501;0
LABORATOIRE CCD;13501;0
LABORATOIRE CEVIDRA;13501;0
CHEPLAPHARM FRANCE;13501;0
DELPHARM INDUSTRIE;13501;0
LABO REALISATION THERAPEUTIQUE;13501;0
EUSA PHARMA (FRANCE) SAS;13501;0
SEM GENOPOLE;13501;0
GENOSAFE SAS;13501;0
LEADIANT BIOSCIENCES;13501;0
MEDDAY PHARMACEUTICALS;13501;0
NORGINE PHARMA;13501;0
PHARMA BLUE;13501;0
PROVEPHARM SOLUTIONS;13501;0
RECIPHARM PESSAC;13501;0
SANTEN;13501;0
SODIA;13501;0
SOPHAR;13501;0
STALLERGENES;13501;0
TECHNI PHARMA;13501;0
UNITHER PHARMACEUTICALS;13501;0
YPOSKESI;13501;0
SMB SA;13501;0
ASPEN FRANCE;13501;0
CLINTEC INTERNATIONAL;13501;0
PRECIPHAR;13501;0
ARROW GENERIQUES;13502;0
MYLAN;13502;0
SANDOZ;13502;0
TEVA SANTE;13502;0
VENIPHARM;13502;0
ALLERGAN FRANCE;13502;0
BECTON DICKINSON FRANCE;13502;0
INSTITUT DE RECHERCHE PIERRE FABRE;13502;0
SANOFI-AVENTIS FRANCE;13502;0
BRISTOL MYERS SQUIBB;13502;0
ETHICON;13502;0
SMITH ET NEPHEW SAS;13502;0
NOVARTIS PHARMA SAS;13502;0
PIERRE FABRE SA;13502;0
PIERRE FABRE MEDICAMENT;13502;0
AMGEN SAS;13502;0
ABBVIE;13502;0
MSD FRANCE;13502;0
SANOFI;13502;0
INTSEL CHIMOS;13502;0
ROCHE;13502;0
GUERBET;13502;0
PFIZER;13502;0
LABORATOIRES ALCON;13502;0
LILLY FRANCE;13502;0
BAXTER S.A.S;13502;0
FERRING SAS;13502;0
MERCK SANTE;13502;0
INTERCEPT PHARMA FRANCE SAS;13502;0
MERCK SERONO;13502;0
IPSEN PHARMA;13502;0
LABORATOIRES CHAIX ET DU MARAIS;13502;0
GILEAD SCIENCES;13502;0
SANOFI PASTEUR EUROPE;13502;0
GENZYME;13502;0
ALEXION PHARMA FRANCE;13502;0
MSD VACCINS;13502;0
ABL EUROPE S.A.S.;13502;0
ACTELION PHARMACEUTICALS FRANCE;13502;0
ADARE PHARMACEUTICALS SAS;13502;0
ADDMEDICA;13502;0
ADVICENNE;13502;0
LABORATOIRE AGUETTANT;13502;0
ALEXION EUROPE;13502;0
ALFASIGMA FRANCE;13502;0
SA ALK ABELLO;13502;0
ALLIANCE PHARMA FRANCE SAS;13502;0
ALLOGA FRANCE;13502;0
ALMIRALL SAS;13502;0
LABORATOIRES ALTER;13502;0
ANS BIOTECH - AUVERGNE NEUROSCIENCES;13502;0
ANTABIO;13502;0
LABORATOIRES ARKOPHARMA;13502;0
ASTELLAS PHARMA;13502;0
ASTRAZENECA;13502;0
ASTRAZENECA DUNKERQUE PRODUCTION;13502;0
ASTRAZENECA REIMS;13502;0
B.BRAUN MEDICAL;13502;0
B & O PHARM;13502;0
LABORATOIRES BAILLEUL;13502;0
BAUSCH ET LOMB FRANCE;13502;0
BAXALTA FRANCE S.A.S.;13502;0
BAYER HEALTHCARE SAS;13502;0
BEAUFOUR IPSEN INDUSTRIE;13502;0
BENAC;13502;0
LABORATOIRES BESINS INTERNATIONAL;13502;0
BIO-MODELING SYSTEMS OU BMSYSTEMS;13502;0
BIOCODEX;13502;0
BIODIM;13502;0
BIOGEN FRANCE;13502;0
BIOMARIN EUROPE LIMITED;13502;0
BIOPROJET PHARMA;13502;0
BIOSE;13502;0
BIOSE INDUSTRIE;13502;0
BOEHRINGER INGELHEIM FRANCE;13502;0
BOIRON;13502;0
LABORATOIRES BOUCHARA - RECORDATI;13502;0
LABORATOIRE BRIDE;13502;0
LES LABORATOIRES BROTHIER;13502;0
CARBOGEN AMCIS SAS;13502;0
CELGENE;13502;0
CENEXI;13502;0
LABORATOIRE CHAUVIN;13502;0
LABORATOIRES CHEMINEAU;13502;0
CHIESI SAS;13502;0
CHUGAI PHARMA FRANCE;13502;0
CIS BIO INTERNATIONAL;13502;0
CLEVEXEL PHARMA;13502;0
LABORATOIRES CRINEX;13502;0
CSL BEHRING S.A.;13502;0
LABORATOIRES C.T.R.S.;13502;0
LABORATOIRES CYCLOPHARMA;13502;0
DA VOLTERRA;13502;0
DAIICHI SANKYO FRANCE SAS;13502;0
DBV TECHNOLOGIES;13502;0
DENTSPLY SIRONA FRANCE;13502;0
EDEC;13502;0
EFFIK;13502;0
EISAI SAS;13502;0
ERYTECH PHARMA;13502;0
EXCELVISION;13502;0
FAMAR FRANCE;13502;0
FAMAR L'AIGLE;13502;0
FAMAR LYON;13502;0
FRESENIUS KABI FRANCE;13502;0
FRESENIUS MEDICAL CARE FRANCE;13502;0
GALDERMA INTERNATIONAL;13502;0
LABORATOIRES GALENIQUES VERNIN;13502;0
GE HEALTHCARE SAS;13502;0
GEDEON RICHTER FRANCE;13502;0
GENETHON;13502;0
LABORATOIRES GENEVRIER SAS;13502;0
GENZYME POLYCLONALS SAS;13502;0
SOC GIFRER BARBEZAT;13502;0
LABORATOIRES GILBERT;13502;0
LABORATOIRE GLAXOSMITHKLINE;13502;0
GLAXOSMITHKLINE SANTE GRAND PUBLIC;13502;0
GLAXOSMITHKLINE BIOLOGICALS;13502;0
LABORATOIRES GRIMBERG SA;13502;0
LABORATOIRES GRUNENTHAL;13502;0
LABORATOIRES GUIGOZ;13502;0
HAC PHARMA;13502;0
PHARMACIE DE L'HOMME DE FER;13502;0
HORIZON PHARMA FRANCE SAS;13502;0
HORUS PHARMA;13502;0
HOSPIRA FRANCE;13502;0
LABORATOIRE HRA-PHARMA;13502;0
IDENIX SARL;13502;0
INCYTE BIOSCIENCES FRANCE;13502;0
INDIVIOR FRANCE;13502;0
LABORATOIRE INNOTECH INTERNATIONAL;13502;0
LABORATOIRES INNOTHERA;13502;0
INNOTHERA CHOUZY;13502;0
INNOTHERA INDUSTRIES;13502;0
INNOTHERA NOMEXY;13502;0
INNOTHERA;13502;0
INNOTHERA SERVICES;13502;0
INNOTHERA TOPIC INTERNATIONAL;13502;0
LABORATOIRES IPHYM;13502;0
JANSSEN CILAG;13502;0
JAZZ PHARMACEUTICALS FRANCE;13502;0
LABORATOIRES JOLLY-JATEL;13502;0
LABORATOIRES JUVISE PHARMACEUTICALS;13502;0
KAYSERSBERG PHARMACEUTICALS;13502;0
KREUSSLER ET CO PRODUITS CHIMIQUES;13502;0
KYOWA KIRIN PHARMA;13502;0
LABCATAL SPECIAL PHARMACIE;13502;0
BIOLUZ;13502;0
LABORATOIRES ETHYPHARM;13502;0
LABORATOIRES EXPANSCIENCE;13502;0
LABORATOIRES MAJORELLE;13502;0
LABORATOIRES NEGMA;13502;0
LABORATOIRES LEHNING SA;13502;0
LABORATOIRES LEO;13502;0
LABORATOIRES LEURQUIN MEDIOLANUM;13502;0
LFB BIOMEDICAMENTS;13502;0
LUCANE PHARMA;13502;0
LUNDBECK SAS;13502;0
MALLINCKRODT FRANCE;13502;0
LABORATOIRES MAYOLY SPINDLER;13502;0
ROTTAPHARM;13502;0
MEDA MANUFACTURING;13502;0
MEDA PHARMA;13502;0
MEDAC SAS;13502;0
MELISANA PHARMA;13502;0
MENARINI FRANCE;13502;0
LABORATOIRES MERCK SHARP & DOHME-CHIBRET;13502;0
MERZ PHARMA FRANCE;13502;0
MUNDIPHARMA;13502;0
MYLAN MEDICAL SAS;13502;0
MYRIAD GENETICS SAS;13502;0
NESTLE HEALTH SCIENCE FRANCE;13502;0
NORDIC PHARMA;13502;0
NORGINE SAS;13502;0
LABORATOIRE NOVEX PHARMA;13502;0
NOVO NORDISK;13502;0
OCTAPHARMA FRANCE;13502;0
ONCOMEDICS;13502;0
ORPHAN EUROPE;13502;0
OTSUKA PHARMACEUTICAL FRANCE SAS;13502;0
PANMEDICA;13502;0
ASS INCUBATEUR PARIS BIOTECH;13502;0
PATHEON FRANCE;13502;0
PFIZER PGM;13502;0
PFIZER SANTE FAMILIALE;13502;0
LABORATOIRES PHARMA 2000;13502;0
PHARMA MAR SARL;13502;0
PHARMA OMNIUM INTERNATIONAL P O I;13502;0
LABORATOIRE PHARMASTRA;13502;0
PHARNEXT;13502;0
PHERECYDES PHARMA;13502;0
SARL PHYSIOSTIM;13502;0
PIERRE FABRE MEDICAMENT PRODUCTION;13502;0
LABORATOIRES PRED;13502;0
PROCTER & GAMBLE PHARMACEUTICALS FRANCE;13502;0
PRODUITS DENTAIRES PIERRE ROLLAND;13502;0
RECIPHARM FONTAINE;13502;0
RECIPHARM MONTS;13502;0
REDDY PHARMA SAS;13502;0
LABORATOIRE RENAUDIN;13502;0
REPSCO PROMOTION;13502;0
LABORATOIRES ROSA PHYTOPHARMA;13502;0
ROTTENDORF PHARMA;13502;0
SANOFI CLIR;13502;0
SANOFI PASTEUR;13502;0
SANOFI WINTHROP INDUSTRIE;13502;0
SCHERING-PLOUGH;13502;0
LABORATOIRE SCIENCEX;13502;0
SEPTODONT OU SEPTODONT SAS OU SPECIALITES SEPTODONT;13502;0
SERB;13502;0
SHIRE FRANCE;13502;0
SOFIBEL;13502;0
STERIENCE;13502;0
STRADIS;13502;0
STRAGEN-FRANCE;13502;0
SWEDISH ORPHAN BIOVITRUM;13502;0
TAKEDA FRANCE SAS;13502;0
TC LAND EXPRESSION;13502;0
THE MEDICINES COMPANY FRANCE;13502;0
LABORATOIRES THEA;13502;0
THERABEL LUCIEN PHARMA;13502;0
THERADIAL;13502;0
TONIPHARM;13502;0
TRANSGENE SA;13502;0
UCB PHARMA SA;13502;0
VALNEVA;13502;0
VERTEX PHARMACEUTICALS (FRANCE);13502;0
VIFOR FRANCE;13502;0
VIIV HEALTHCARE SAS;13502;0
WELEDA;13502;0
ZAMBON FRANCE S.A;13502;0
AMICUS THERAPEUTICS SAS;13502;0
AMRING;13502;0
BRACCO IMAGING FRANCE;13502;0
LABORATOIRE CCD;13502;0
LABORATOIRE CEVIDRA;13502;0
CHEPLAPHARM FRANCE;13502;0
DELPHARM INDUSTRIE;13502;0
