representants_id;adresse;code_postal;derniere_publication_activite;date_premiere_publication;declaration_organisation_appartenance;declaration_tiers;denomination;identifiant_national;activites_publiees;page_facebook;page_linkedin;page_twitter;site_web;nom_usage_HATVP;pays;sigle_HATVP;type_identifiant_national;ville;label_categorie_organisation
1628;"SOCIETE AIR FRANCE
45 RUE DE PARIS
";95747;27/03/2019 17:34:59;12/12/2017 16:02:39;True;False;SOCIETE AIR FRANCE;420495178;True;https://fr-fr.facebook.com/airfrance;https://www.linkedin.com/company/air-france;https://twitter.com/AirFrance;https://www.airfrance.fr;;FRANCE;;SIREN;ROISSY CHARLES DE GAULLE CEDEX;Société commerciale
1629;"GROUPE LACTALIS
12 RUE ADOLPHE BECK
CS 55389";53089;05/02/2019 09:32:17;27/04/2018 18:14:03;True;False;GROUPE LACTALIS;331142554;True;;https://www.linkedin.com/company/lactalis?trk=top_nav_home;https://twitter.com/groupe_lactalis;http://www.lactalis.fr/;;FRANCE;;SIREN;LAVAL CEDEX 9;Société commerciale
1630;;75009;28/03/2019 14:49:12;14/12/2017 14:23:03;True;False;RHODIA OPERATIONS;622037083;True;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
1631;"TAKEDA FRANCE SAS
IMMEUBLE PACIFIC 
11-13 COURS VALMY";92800;;08/03/2018 11:19:12;True;False;TAKEDA FRANCE SAS;785750266;False;;;;;;FRANCE;;SIREN;PUTEAUX;Société commerciale
1632;"UNION PROFESSIONNELLE ARTISANALE DE L
6 BOULEVARD DES PATUREAUX";44980;;06/09/2018 14:57:27;False;True;UNION PROFESSIONNELLE ARTISANALE DE L A;448564526;False;https://www.facebook.com/U2P44/;;;;UNION PROFESSIONNELLE ARTISANALE LOIRE ATLANTIQUE;FRANCE;U2P 44;SIREN;STE LUCE SUR LOIRE;Syndicat
1633;"CINOV INGENIERIE
4 AV RECTEUR POINCARE";75016;;22/01/2018 14:04:27;True;False;CINOV CONSTRUCTION;489772947;False;;;https://twitter.com/cinovconstructi;https://www.cinov.fr/syndicats/cinov-ingénierie-bâtiment-infrastructures-coordination;;France;;SIREN;PARIS;Syndicat
1634;;45921;23/04/2019 14:53:56;05/02/2018 11:18:09;True;False;ASA CENTRE REGIONAL JEUNES AGRICULTEURS;389241050;True;;;;;CENTRE RÉGIONAL JEUNES AGRICULTEURS RÉGION CENTRE;FRANCE;CRJA CENTRE;SIREN;ORLEANS CEDEX 9;Syndicat
1635;"FEDER REG BAT PROVE ALPES COTE D AZUR
344 BD MICHELET";13009;13/04/2018 11:02:27;13/04/2018 10:53:35;True;False;FEDER REG BAT PROVE ALPES COTE D AZUR;782814487;True;https://www.facebook.com/FRBPACA/;;;http://www.paca.ffbatiment.fr/;FEDERATION REGIONALE DU BATIMENT PROVENCE ALPES COTE D AZUR;FRANCE;FFB PROVENCE ALPES COTE D AZUR;SIREN;MARSEILLE 9;Organisation professionnelle
1636;"A F I S E
2 RUE DE SEZE";75009;01/04/2019 09:40:41;22/12/2017 15:03:51;True;True;A.F.I.S.E;784204539;True;;https://www.linkedin.com/in/afise/;https://twitter.com/AFISE_FR;http://www.afise.fr;ASSOCIATION FRANÇAISE DES INDUSTRIES DE LA DÉTERGENCE, DE L’ENTRETIEN ET DES PRODUITS D’HYGIÈNE INDUSTRIELLE;FRANCE;AFISE;SIREN;PARIS;Organisation professionnelle
1637;"ASS REG DES ORGANISMES HLM AQUITAINE
HANGAR BASSIN A FLOT
G2
1 QUAI ARMAND LALANDE";33300;27/03/2019 07:46:22;17/04/2018 14:26:22;True;False;ASS REG DES ORGANISMES HLM AQUITAINE;378251391;True;;;;;ASSOCIATION REGIONALE DES ORGANISMES HLM AQUITAINE;FRANCE;;SIREN;BORDEAUX;Association
1638;"CONFERE
5 rue Saussier-Leroy ";75017;25/11/2019 11:57:46;17/04/2018 19:16:24;False;True;CONFERE;752906719;True;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
1639;"CONFEDE GEN PLANTEURS BETTERAVES
43 45
RUE DE NAPLES";75008;29/11/2019 20:54:43;13/04/2018 17:39:22;True;True;CONFEDE GEN PLANTEURS BETTERAVES;784358343;True;;;;;CONFÉDÉRATION GÉNÉRALE DES PLANTEURS DE BETTERAVES;FRANCE;CGB;SIREN;PARIS;Organisation professionnelle
1640;"AMNESTY INTERNATIONAL SECTION FRANCAIS
PARIS 19
76 BOULEVARD DE LA VILLETTE";75940;29/03/2019 17:17:20;28/11/2017 17:08:33;True;False;AMNESTY INTERNATIONAL SECTION FRANCAISE;308238401;True;https://www.facebook.com/amnestyfr;;;https://www.amnesty.fr/;;FRANCE;;SIREN;PARIS CEDEX 19;Association
1641;"FED DEPT DU BATIMENT TRAVAUX PUBLICS
IMMEUBLE CONSULAIRE
RUE DU PINSON";19000;01/04/2019 09:33:50;18/12/2017 09:35:30;True;True;FED DEPT DU BATIMENT TRAVAUX PUBLICS;450989108;True;;;;https://btp19.ffbatiment.fr;FEDERATION DEPARTEMENTALE DU BATIMENT ET DES TRAVAUX PUBLICS DE CORREZE;France;FBTP CORREZE 19;SIREN;TULLE;Organisation professionnelle
1642;"FEDERATION FRANCAISE CARROSSERIE
IMMEUBLE LE CARDINET
8 RUE BERNARD BUFFET";75017;02/04/2019 15:10:13;05/10/2017 17:30:14;True;True;FEDERATION FRANCAISE CARROSSERIE;784717019;True;;;;http://www.ffc-carrosserie.org;FÉDÉRATION FRANÇAISE DE CARROSSERIE INDUSTRIES ET SERVICES;FRANCE;FFC;SIREN;PARIS;Association
1643;"AD VALOREM - ARNAUD DECKER CONSEIL
17 rue Margueritte";75017;31/03/2019 23:25:55;19/12/2017 09:30:51;False;True;ARNAUD DECKER CONSEIL;802333666;True;;;;http://advaloremaffairespubliques.fr;;FRANCE;;SIREN;PARIS;Cabinet de conseils
1644;"UNION PROFESSIONNELLE ARTISANALE
CHAMBRE DES METIERS
20 AVENUE DU MARECHAL JUIN
BP 136";11000;;13/12/2017 09:17:29;False;True;UNION PROFESSIONNELLE ARTISANALE;434685723;False;;;;;UNION DES ENTREPRISES DE PROXIMITÉ DE L'AUDE;FRANCE;U2P 11;SIREN;CARCASSONNE;Organisation professionnelle
1645;18 rue de Londres;75009;29/03/2019 12:12:27;20/02/2019 20:34:17;False;True;SPIN & STRATEGY;H644307711;True;;;https://twitter.com/SpinStrategy;;;FRANCE;;HATVP;PARIS;Cabinet de conseils
1646;"COMITE FRANCAIS DU BUTANE ET PROPANE
8 TERRASSE BELLINI";92800;20/03/2019 17:52:05;08/01/2018 17:36:05;True;True;COMITE FRANCAIS DU BUTANE ET PROPANE;784855033;True;;;;http://www.cfbp.fr/;;FRANCE;CFBP;SIREN;PUTEAUX;Organisation professionnelle
1647;;75012;11/02/2019 12:51:18;05/09/2018 11:45:46;False;True;MICHELON QUENTIN JULES;H367641253;True;;;;;;FRANCE;;HATVP;PARIS;Consultant indépendant
1648;"CHAMBRE COMMERCE & INDUSTRIE HTE SAVOI
5 RUE DU 27E BCA";74000;18/03/2019 17:30:39;14/12/2017 15:55:22;False;False;CHAMBRE COMMERCE & INDUSTRIE HTE SAVOIE;187430012;True;;;;http://www.haute-savoie.cci.fr;CCI DE HAUTE-SAVOIE;FRANCE;CCI 74;SIREN;ANNECY;Chambre consulaire
1649;"FÉDÉRATION NATIONALE DES OPTICIENS DE FRANCE
4 RUE DE L ÉVÊCHÉ
";40100;09/04/2019 16:44:30;19/07/2018 11:11:26;False;False;FEDER NATIONALE OPTICIENS INDEPEND FRANC;431288224;True;https://www.facebook.com/syndicat.fnof;;https://twitter.com/fnof_officiel;http://www.fnof.org/;FEDERATION NATIONALE DES OPTICIENS DE FRANCE;FRANCE;FNOF;SIREN;DAX;Organisation professionnelle
1650;;92210;;22/12/2017 08:42:16;False;True;AMBO CONSEIL;828779637;False;;;;;;FRANCE;;SIREN;ST CLOUD;Consultant indépendant
1651;"Rue de Namur 73A
";1050;29/03/2019 10:09:33;26/01/2018 15:38:56;False;True;European Magazine Media Association;H571107213;True;;;;http://www.magazinemedia.eu/emma/index.html;;Belgique;;HATVP;Bruxelles;Association
1652;"EXELTIUM
7 BOULEVARD MALESHERBES";75008;25/03/2019 14:14:31;25/03/2019 14:13:12;False;False;EXELTIUM;490299989;True;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
1653;"ENEDIS
COURBEVOIE
34 PLACE DES COROLLES
COURBEVOIE";92079;18/03/2019 09:43:39;04/12/2017 17:55:05;True;False;ENEDIS;444608442;True;;;;http://www.enedis.fr;;FRANCE;;SIREN;PARIS LA DEFENSE CEDEX;Société commerciale
1654;"FED FRANCAISE DU PRET A PORTER FEMININ
20 RUE DES BLANCS MANTEAUX";75004;01/04/2019 14:48:30;30/04/2018 09:20:12;True;False;FED FRANCAISE DU PRET A PORTER FEMININ;784204919;True;https://www.facebook.com/pretaporterfeminin/;https://www.linkedin.com/in/pretaporterfeminin/;https://twitter.com/FFPAPF;http://www.pretaporter.com/;FÉDÉRATION FRANÇAISE DU PRÊT À PORTER FÉMININ;FRANCE;;SIREN;PARIS;Organisation professionnelle
1655;"TOTAL RAFFINAGE CHIMIE
LA DEFENSE 6
2 PLACE JEAN MILLIER";92400;28/03/2019 12:06:47;04/12/2017 12:11:07;False;True;TOTAL RAFFINAGE CHIMIE;692004807;True;;;;https://www.total.com/fr;;FRANCE;;SIREN;COURBEVOIE;Société commerciale
1656;"COOP DE FRANCE
43 RUE SEDAINE
CS 91115";75538;01/04/2019 08:28:06;05/12/2017 16:41:27;True;False;COOP DE FRANCE;784179665;True;https://www.facebook.com/lacooperationagricole;https://www.linkedin.com/company/coop-de-france;https://twitter.com/CoopdeFrance;https://www.lacooperationagricole.coop;;FRANCE;;SIREN;PARIS CEDEX 11;Organisation professionnelle
1657;"FEDERATION BAT TRAVAUX PUBLICS VAR
BATIMENT A RESIDENCE VALESPACE
235 AVENUE PIERRE ET MARIE CURIE";83160;27/03/2019 13:43:25;20/04/2018 13:00:38;True;False;FEDERATION DU BATIMENT ET DES TRAVAUX PUBLICS DU VAR;783168867;True;;;;;FEDERATION FRANCAISE DU BATIMENT DU VAR 83;FRANCE;FFB VAR 83;SIREN;LA VALETTE DU VAR;Organisation professionnelle
1658;;75009;;27/09/2017 18:57:54;True;False;DIDAXIS;480643139;False;https://fr-fr.facebook.com/didaxis.fr/;https://fr.linkedin.com/company/didaxis;https://twitter.com/DidaxisFR;https://www.didaxis.fr/;;FRANCE;;SIREN;PARIS;Société commerciale
1659;"TOTAL MARKETING SERVICES
TOUR TOTAL
24 COURS MICHELET";92800;18/03/2019 11:33:40;29/11/2017 17:31:41;True;False;TOTAL MARKETING SERVICES;542034921;True;;;;http://www.total.com/fr;;FRANCE;;SIREN;PUTEAUX;Société commerciale
1660;"ASS FRANC POUR POMPES A CHALEUR
C/O CERTEX
31 RUE DU ROCHER";75008;02/04/2019 10:39:23;25/04/2018 11:54:52;True;False;ASS FRANC POUR  POMPES A CHALEUR;478397904;True;;https://www.linkedin.com/in/association-afpac-739a41152/;https://twitter.com/AfpacContact;https://www.afpac.org;ASSOCIATION FRANCAISE POUR LA PROMOTION DES POMPES A CHALEUR;FRANCE;;SIREN;PARIS;Organisation professionnelle
1661;"CREDIT AGRICOLE SA
12 PLACE DES ETATS UNIS";92127;29/03/2019 17:14:03;12/10/2017 15:30:29;True;False;CREDIT AGRICOLE SA;784608416;True;;;;;;FRANCE;;SIREN;MONTROUGE CEDEX;Société commerciale
1662;"EURALIA FRANCE
57 rue de l'Université";75007;28/03/2019 17:01:16;13/12/2017 11:30:19;True;True;EURALIA FRANCE;813024361;True;;;;http://www.euralia.eu/;;FRANCE;;SIREN;PARIS;Cabinet de conseils
1663;"MSD FRANCE
34 AV LEONARD DE VINCI";92400;28/03/2019 14:37:55;25/10/2017 09:54:59;True;False;MSD FRANCE;417890589;True;;;;;;FRANCE;;SIREN;COURBEVOIE;Société commerciale
1664;;35000;05/04/2019 17:33:16;05/01/2018 16:46:14;True;False;FDSEA ILLE ET VILAINE;777749045;True;;;https://twitter.com/FDSEA35;;FÉDÉRATION DÉPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES D'ILLE-ET-VILAINE;FRANCE;FDSEA 35;SIREN;RENNES;Syndicat
1665;"16, cours Albert 1er
75008 Paris ";75008;13/05/2019 16:01:31;16/08/2017 11:53:44;True;True;UNICORP;440889731;True;https://www.facebook.com/UNICORP.Paris/;https://www.linkedin.com/company-beta/15184516/;https://twitter.com/UNICORP_Paris;http://www.unicorp.fr;;FRANCE;;SIREN;PARIS;Cabinet de conseils
1666;"UNION PROF ARTISANALE DEP DE VAUCLUSE
CITE DE L'ARTISANAT
1 A CHEMIN DE LA ROLLANDE
";84140;;12/12/2017 16:32:02;True;True;UNION PROFESSIONNELLE ARTISANALE DEPARTEMENTALE DE VAUCLUSE;538227836;False;https://www.facebook.com/upa.vaucluse/;;https://twitter.com/upa_84;http://upa84.org/;;FRANCE;U2P 84;SIREN;MONTFAVET;Syndicat
1667;"OSTRUM ASSET MANAGEMENT 
43 AVENUE PIERRE MENDES FRANCE 
75013 PARIS 
FRANCE";75013;;14/02/2018 17:31:22;False;False;NATIXIS INVESTMENT MANAGERS INTERNATIONAL;329450738;False;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
1668;"CITYSCOOT
8 RUE BAYERN";75017;29/03/2019 12:01:56;29/03/2019 11:53:04;True;False;CITYSCOOT;800862021;True;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
1669;"UNION DES IMPORTATEURS INDEP PETROLIER
TOUR CIT
3 RUE DE L ARRIVEE";75015;25/03/2019 16:46:36;27/12/2017 16:12:37;True;True;UNION DES IMPORTATEURS INDEP PETROLIERS;414989103;True;;;;http://www.uip-importateurs-independants-petroliers.com/;UNION DES IMPORTATEURS INDÉPENDANTS PÉTROLIERS;FRANCE;UIP;SIREN;PARIS;Organisation professionnelle
1670;"UNION ROUTIERE DE FRANCE
9 RUE DE BERRI";75008;29/03/2019 18:49:50;24/04/2018 16:31:11;True;True;UNION ROUTIERE DE FRANCE;784361701;True;https://www.facebook.com/Union-Routi%C3%A8re-de-France-URF-1826836940902690/;https://www.linkedin.com/company/3339317/admin/updates/;https://twitter.com/unionroutiere;http://www.unionroutiere.fr/;;FRANCE;;SIREN;PARIS;Association
1671;"BLUESTORAGE
ODET";29500;25/03/2019 16:42:24;30/04/2018 13:07:09;False;True;BLUESTORAGE;443918818;True;;;;https://blue-storage.com/;;FRANCE;;SIREN;ERGUE GABERIC;Société commerciale
1672;"VERMILION REP SAS
ROUTE DE PONTENX";40160;24/05/2018 10:56:54;08/03/2018 09:54:47;True;False;VERMILION REP SAS;410964837;True;;;;https://www.vermilionenergy.fr/;;FRANCE;;SIREN;PARENTIS EN BORN;Société commerciale
1673;"ASS INTERPROFESSIONNELLE DE LA BANANE
BATIMENT B3 FRUILEG
3 AVENUE DU VIADUC";94550;;14/12/2017 14:45:58;False;False;ASSOCIATION INTERPROFESSIONNELLE DE LA BANANE;790971329;False;https://www.facebook.com/LaBananeBienDansSaPeau/;;https://twitter.com/BananeInfo/media;http://www.banane.info;;FRANCE;AIB;SIREN;CHEVILLY LARUE;Organisation professionnelle
1674;"ASS INTERPROF FRUITS & LEGUMES FRAIS
19 RUE DE LA PEPINIERE";75008;28/03/2019 11:44:32;05/04/2018 15:44:55;True;False;ASS INTERPROF DES FRUITS & LEGUMES FRAIS;308647395;True;https://www.facebook.com/lesfruitsetlegumesfrais/;;;https://www.interfel.com/;ASSOCIATION INTERPROFESSIONNELLE DES FRUITS ET LÉGUMES FRAIS;FRANCE;INTERFEL;SIREN;PARIS;Organisation professionnelle
1675;Box 116, MIN FLEURS 6;06296;29/03/2019 12:51:50;05/03/2018 16:26:35;True;False;FEDERATION DEPARTEMENTALE OVINE DES ALPES-MARITIMES;H978906948;True;;;;;FEDERATION DEPARTEMENTALE OVINE DES ALPES MARITIMES 06;FRANCE;FDO ALPES MARITIMES 06;HATVP;NICE;Syndicat
1676;"GIE ALLIANCE DU COMMERCE
13 RUE LA FAYETTE";75009;27/03/2019 19:47:19;12/01/2018 15:06:47;False;True;GIE ALLIANCE DU COMMERCE;811252089;True;;;;http://alliancecommerce.org/;;FRANCE;;SIREN;PARIS;Organisation professionnelle
1677;"FRANCE CHIMIE ILE DE FRANCE
14 RUE DE LA REPUBLIQUE";92800;18/01/2019 16:10:17;22/12/2017 15:32:01;True;False;UNION SYNDIC ENTREP DE CHIMIE ILE FRANCE;784357923;True;;;;;;FRANCE;;SIREN;PUTEAUX;Organisation professionnelle
1678;;49100;20/12/2018 22:16:13;08/01/2018 15:44:37;True;False;CENTRE DEPART JEUNES AGRICULT;786096164;True;;;;;JEUNES AGRICULTEURS MAINE ET LOIRE 49;FRANCE;;SIREN;ANGERS;Syndicat
1679;"MALAKOFF MEDERIC MUTUELLE
21 RUE LAFFITTE";75009;;07/08/2019 17:54:50;True;False;MALAKOFF MEDERIC MUTUELLE;784718256;False;https://www.facebook.com/malakoffmederic/;https://www.linkedin.com/company/mmhumanis/;https://twitter.com/MalakoffMH;https://malakoffmederic-humanis.com;;FRANCE;;SIREN;PARIS;Autres organisations
1680;"CHAMBRE SYNDICALE DE L ALUMINIUM
AFA
PARIS 16
17 RUE DE L AMIRAL HAMELIN";75783;28/03/2019 16:41:24;20/11/2017 15:00:40;True;True;ALUMINIUM FRANCE;502934029;True;;;;http://www.aluminium.fr;;FRANCE;;SIREN;PARIS CEDEX 16;Organisation professionnelle
1681;"VOLVO COMPACT EQUIPMENT SA
RUE PIERRE PINGON";01300;;19/12/2017 13:59:45;False;False;VOLVO COMPACT EQUIPMENT SA;330263955;False;;;;;;FRANCE;;SIREN;BELLEY;Société commerciale
1682;"FEDER DEPAR BATIM TRAVA PUBLI HTE LOIR
17 COURS VICTOR HUGO";43000;08/04/2019 15:13:49;14/04/2018 12:29:44;True;False;FEDER DEPAR BATIM TRAVA PUBLI HTE-LOIRE;779145366;True;https://fr-fr.facebook.com/btphauteloire;;;http://www.d43.ffbatiment.fr/;FÉDÉRATION DU BÂTIMENT ET DES TRAVAUX PUBLICS DE HAUTE-LOIRE;FRANCE;FFB HAUTE-LOIRE 43;SIREN;LE PUY EN VELAY;Organisation professionnelle
1683;"UNION NATION SYND DIFFUSE PRESSE EDITI
16 PLACE DE LA REPUBLIQUE";75010;18/04/2019 15:43:27;29/06/2018 17:05:01;True;False;UNION NATION SYND DIFFUSE PRESSE EDITION;309541084;True;;;https://twitter.com/Culture_Presse;https://culturepresse.fr/;;FRANCE;;SIREN;PARIS;Organisation professionnelle
1684;"FEDERATION FR DES INDUSTRIES DE SANTE
Tour Montparnasse 33 avenue du Maine
";75015;26/03/2019 17:54:24;01/12/2017 15:01:57;True;False;FEDERATION FR DES INDUSTRIES DE SANTE;481770725;True;;;https://twitter.com/fefis_officiel;http://www.fefis.fr/;FEDERATION FRANCAISE DES INDUSTRIES DE SANTE;FRANCE;FEFIS;SIREN;Paris;Organisation professionnelle
1685;"SYND NATION INDUST TECHNOL MEDICALES
039 041
39 RUE LOUIS BLANC";92400;22/03/2019 17:35:14;23/04/2018 14:10:19;True;False;SYND NATION INDUST TECHNOL MEDICALES;307330845;True;;;;http://snitem.fr;SYNDICAT NATIONAL DE L'INDUSTRIE DES TECHNOLOGIES MEDICALES;FRANCE;SNITEM;SIREN;COURBEVOIE;Organisation professionnelle
1686;"RPP France
66 rue La Boétie";75008;23/04/2018 15:39:11;18/08/2017 10:18:29;True;True;ROHDE PUBLIC POLICY;752026054;True;;https://www.linkedin.com/company-beta/1979196/;;http://rpp-group.com/;;FRANCE;RPP GROUP;SIREN;PARIS;Cabinet de conseils
1687;"FEDERATION NAT AVIATION MARCHANDE
FNAM
28 RUE DE CHATEAUDUN";75009;28/03/2019 14:48:16;23/04/2018 15:37:11;False;False;FEDERATION NAT AVIATION MARCHANDE;394382089;True;;;;http://www.fnam.fr;FÉDÉRATION NATIONALE DE L'AVIATION MARCHANDE;FRANCE;FNAM;SIREN;PARIS;Organisation professionnelle
1688;"FEDERATION  REGIONALE DES SYNDICATS  D'EXPLOITANTS AGRICOLES DE BOURGOGNE  FRANCHE-COMTE
ESPACE VALENTIN EST  12 Route de Franche-Comté 
25480  ECOLE  VALENTIN ";25480;24/04/2019 15:15:20;17/04/2018 12:57:03;True;False;FRSEA BOURGOGNE FRANCHE COMTE;442375820;True;https://www.facebook.com/frsea.franchecomte;;https://twitter.com/frseafc;;FEDERATION REGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES BOURGOGNE FRANCHE COMTE;;FRSEA BOURGOGNE FRANCHE COMTE;SIREN;ECOLE  VALENTIN;Syndicat
1689;"FEDERATION SYNDICAT EXPLOITANT AGRICOL
2 ALLEE SAINT GUENOLE";29000;31/03/2019 22:50:48;10/04/2018 11:47:14;True;False;FEDERATION SYNDICAT EXPLOITANT AGRICOLES;777621418;True;;;;http://www.fdsea29.fr;FEDERATION DES SYNDICATS D'EXPLOITANTS AGRICOLES DU FINISTERE 29;FRANCE;FDSEA FINISTERE 29;SIREN;QUIMPER;Syndicat
1690;;75116;30/04/2018 11:10:28;11/04/2018 15:27:30;True;False;ALLIANCE FRANCAISE DES INDUSTRIES DU NUMERIQUE;438608630;True;;;;http://www.afnum.fr/;;FRANCE;AFNUM;SIREN;PARIS;Syndicat
1691;"UNION NATIONALE DES ASSOCIATIONS AGRE
36 RUE DE PICPUS";75012;;05/04/2018 15:35:42;False;False;UNION NATIONALE DES  ASSOCIATIONS AGREES;340882919;False;;;;http://www.unasa.fr;;FRANCE;;SIREN;PARIS;Association
1692;"NEXT RADIO TV
2 rue du Général Alain de Boissieu";75015;29/03/2019 22:50:40;29/03/2019 16:36:18;False;False;NEXT RADIO TV;433671054;True;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
1693;"CHAMBRE DE METIERS ET DE L ARTISANAT
904 AVENUE DU MARECHAL JUIN
CS 83012";30908;05/04/2018 14:33:16;14/03/2018 11:01:14;False;False;CHAMBRE DE METIERS ET DE L'ARTISANAT;183000017;True;;;;;CHAMBRE DE MÉTIERS ET DE L'ARTISANAT DU GARD;FRANCE;CMA 30;SIREN;NIMES CEDEX 2;Chambre consulaire
1694;"FTI CONSULTING STRATEGIC COMMUNIC
5 RUE SCRIBE";75009;26/03/2019 16:54:17;29/12/2017 09:26:12;True;True;FTI CONSULTING (STRATEGIC COMMUNICATIONS);404191025;True;;;https://twitter.com/FTIStratComFR;http://www.fticonsulting-emea.com/about/locations/regions/france;;FRANCE;;SIREN;PARIS;Société commerciale
1695;"SYND PROF FAB FILS CABL ELEC
17 RUE DE L AMIRAL HAMELIN";75116;;13/04/2018 18:25:06;True;False;SYND PROF FAB FILS CABL ELEC;784668782;False;;;;https://www.sycabel.com/;SYNDICAT PROFESSIONNEL DES FABRICANTS DE FILS ET DE CABLES ELECTRIQUES ET DE COMMUNICATION;FRANCE;SYCABEL;SIREN;PARIS;Syndicat
1696;"CHBRE SYND FRANCAISE LEVURE
9 BOULEVARD MALESHERBES";75008;27/09/2019 10:45:30;26/01/2018 11:19:18;True;False;CHBRE SYND FRANCAISE LEVURE;784668733;True;;;;http://www.chambresyndicalelevure.com;CHAMBRE SYNDICALE FRANCAISE DE LA LEVURE;FRANCE;CSFL;SIREN;PARIS;Organisation professionnelle
1697;"ELIPSO ENTREPR L EMBALL PLASTI SOUPLE
13 RUE LA FAYETTE";75009;29/03/2019 16:57:39;15/12/2017 17:29:03;True;False;ELIPSO LES ENTREPRISES DE L EMBALLAGE PLASTIQUE ET SOUPLE;302452768;True;;;;http://www.elipso.org/;;FRANCE;;SIREN;PARIS;Organisation professionnelle
1698;"FLIXBUS FRANCE SARL
50 QUAI CHARLES PASQUA";92300;28/03/2019 17:06:56;24/11/2017 14:59:14;True;False;FLIXBUS FRANCE SARL;812167005;True;;;;https://www.flixbus.fr;;FRANCE;;SIREN;LEVALLOIS PERRET;Société commerciale
1699;"FEDERATION DEP ENTREP ARTISANS DU BAT
MAISON DU BTP
2 COURS EMILE ZOLA";05000;28/03/2019 15:37:52;19/07/2018 10:27:17;True;False;FEDERATION DEP ENTREP. ARTISANS DU BAT;782437412;True;;;;;FEDERATION DEPARTEMENTALE DES ENTREPRENEURS ET ARTISANS DU BATIMENT ET DES TRAVAUX PUBLICS DES HAUTES ALPES;FRANCE;FFB HAUTES ALPES 05;SIREN;GAP;Organisation professionnelle
1700;"CASCADIA
37 B RUE GRENETA";75002;;04/12/2017 17:35:37;True;True;CASCADIA;538263948;False;;;;;;FRANCE;;SIREN;PARIS;Société commerciale
1701;;75014;;12/04/2018 15:41:42;True;False;UCPA SPORT VACANCES;775682040;False;;;;;;FRANCE;;SIREN;PARIS;Association
1702;"AGENCE NATIONALE CHEQUES VACANCES
36 BOULEVARD HENRI BERGSON";95201;26/12/2018 14:45:51;17/01/2018 14:28:09;False;False;AGENCE NATIONALE CHEQUES VACANCES;326817442;True;;;;;AGENCE NATIONALE POUR LES CHÈQUES-VACANCES;FRANCE;ANCV;SIREN;SARCELLES CEDEX;Etablissement public exerçant une activité industrielle et commerciale
1703;; 1150;;21/03/2019 16:05:03;False;False;Influences & Réputation;H827092950;False;;;;http://www.influences-reputation.com;;Belgique;;HATVP;Bruxelles;Consultant indépendant
1704;"LABORATOIRE GLAXOSMITHKLINE
23 RUE FRANCOIS JACOB
";92500;28/03/2019 18:23:57;29/11/2017 17:00:15;True;False;LABORATOIRE GLAXOSMITHKLINE;642041362;True;;;;https://fr.gsk.com/;;FRANCE;;SIREN;RUEIL-MALMAISON;Société commerciale
1705;"UNION DE LA PRESSE EN REGIONS
69 rue du Chevaleret ";75013;04/06/2019 10:53:42;05/10/2017 11:26:45;True;True;UNION DE LA PRESSE EN REGIONS;803108893;True;;;;http://www.upreg.fr/;;FRANCE;UPREG;SIREN;PARIS;Organisation professionnelle
1706;"ASTRAZENECA
CARPE DIEM
TOUR
31 PLACE DES COROLLES
CS 30074 COURBEVOIE";92098;29/03/2019 18:44:57;09/04/2018 16:13:44;True;False;ASTRAZENECA;558201075;True;;;;;;FRANCE;;SIREN;PARIS LA DEFENSE CEDEX;Société commerciale
1707;"AXEMA
19 RUE JACQUES BINGEN";75017;01/04/2019 11:21:20;28/12/2017 12:05:54;True;False;AXEMA;784717274;True;;;;http://www.axema.fr/;;FRANCE;;SIREN;PARIS;Association
1708;"JEUNES AGRICULTEURS REG ILE DE FRANCE
BUREAU FRNBP
7 RUE DU LOUVRE";75001;;07/05/2019 15:45:38;True;True;JEUNES AGRICULTEURS REGION ILE DE FRANCE;798273819;False;;;;;;FRANCE;;SIREN;PARIS;Syndicat
1709;;75001;18/03/2019 11:20:38;24/10/2017 13:56:01;True;False;GROUP NAT INTERPRO SEMEN PLANT;775657398;True;https://www.facebook.com/cultivonslabiodiversite;https://fr.linkedin.com/company/gnis;https://twitter.com/gnis;http://www.gnis.fr/;GROUPEMENT NATIONAL INTERPROFESSIONNEL DES SEMENCES ET PLANTS;FRANCE;GNIS;SIREN;PARIS;Organisation professionnelle
1710;"ERASTEEL
ERASTEEL COMMENTRY
TOUR MONTPARNASSE PARIS 15
33 AVENUE DU MAINE";75755;;10/04/2018 14:16:16;False;False;ERASTEEL;352849137;False;;https://www.linkedin.com/company/erasteel/;https://twitter.com/erasteel?lang=fr;http://www.erasteel.com/fr;ERASTEEL COMMENTRY;FRANCE;;SIREN;PARIS CEDEX 15;Société commerciale
1711;"BOUYGUES IMMOBILIER
3 BOULEVARD GALLIENI
CS 80020";92445;29/03/2019 16:24:45;11/04/2018 15:03:16;True;False;BOUYGUES IMMOBILIER;562091546;True;;;;;;FRANCE;;SIREN;ISSY LES MOULINEAUX CEDEX;Société commerciale
