domaines_intervention_actions_menees;activite_id
Système de santé et médico-social;11452
Système de santé et médico-social;11453
Système de santé et médico-social;11454
Sports;11455
Système de santé et médico-social;11456
Système de santé et médico-social;11457
Handicap;11458
Système de santé et médico-social;11459
Taxes;11460
Médicaments;11461
Médicaments;11462
Système de santé et médico-social;11462
Médicaments;11463
Système de santé et médico-social;11463
Taxes;11464
PME/TPE;11465
Taxes;11466
Taxes;11467
Taxes;11468
Impôts;11468
Taxes;11469
Impôts;11470
Taxes;11471
Impôts;11471
Marché du numérique;11472
Accès à l’Internet;11473
Marché du numérique;11473
Transports alternatifs;11474
Marché du numérique;11474
Marché du numérique;11475
Marché du numérique;11476
Marché du numérique;11477
Marché du numérique;11478
Marché du numérique;11479
Marché du numérique;11480
Marché du numérique;11481
Taxes;11482
Impôts;11482
Marché du numérique;11482
Budget;11482
Marché du numérique;11483
Taxes;11484
Assurance chômage;11485
Formation professionnelle;11485
Education;11486
Prévention;11486
Industrie agroalimentaire;11487
Education;11488
Industrie agroalimentaire;11488
Industrie agroalimentaire;11489
Droit de la concurrence;11490
PME/TPE;11490
Aides aux entreprises;11490
Partenariats public/privé;11490
Budget;11490
Collectivités territoriales;11491
Accords internationaux;11491
Collectivités territoriales;11492
Recherche et innovation;11492
Fonction publique;11493
Fonction publique;11494
Budget;11494
Aides aux entreprises;11495
Formation professionnelle;11495
Politique industrielle;11495
Collectivités territoriales;11495
Recherche et innovation;11495
Aides aux entreprises;11496
Formation professionnelle;11496
Politique industrielle;11496
Collectivités territoriales;11496
Recherche et innovation;11496
Formation professionnelle;11497
Agriculture;11498
Agriculture;11499
Partenariats public/privé;11500
Accords internationaux;11500
Partenariats public/privé;11501
Accords internationaux;11501
Accords internationaux;11502
Liberté d’expression et d’information;11503
Education;11503
Audiovisuel;11503
Audiovisuel;11504
Marché du numérique;11504
Audiovisuel;11505
Musique;11505
Droit d'auteur;11506
Audiovisuel;11506
Musique;11506
Marché du numérique;11506
Publicité;11507
Audiovisuel;11507
Publicité;11508
Education;11508
Audiovisuel;11508
Industrie agroalimentaire;11508
Agriculture;11508
Liberté d’expression et d’information;11509
Audiovisuel;11509
Publicité;11510
Audiovisuel;11510
Droit d'auteur;11511
Audiovisuel;11511
Musique;11511
Marché du numérique;11511
Audiovisuel;11512
Musique;11512
Recherche et innovation;11513
Marché du numérique;11514
Recherche et innovation;11515
Protection des données;11516
Marché du numérique;11516
Protection des données;11517
Marché du numérique;11517
Politique industrielle;11518
Recherche et innovation;11518
Patrimoine;11519
Marché du numérique;11519
Education;11520
Accords internationaux;11521
Protection des données;11522
Marché du numérique;11523
Système de santé et médico-social;11524
Système de santé et médico-social;11525
Médicaments;11526
Budget;11526
Soins et maladies;11527
Prévention;11528
Médicaments;11528
Soins et maladies;11528
Médicaments;11529
Système de santé et médico-social;11530
Médicaments;11531
Système de santé et médico-social;11531
Budget;11531
Système de santé et médico-social;11532
Soins et maladies;11533
Système de santé et médico-social;11533
Tourisme/hôtellerie;11534
Logement;11534
Tourisme/hôtellerie;11535
Logement;11535
Développement des territoires;11535
Industrie agroalimentaire;11536
Industrie agroalimentaire;11537
Industrie agroalimentaire;11538
Déchets;11539
Développement des territoires;11539
Finances;11540
Eaux;11540
Développement des territoires;11540
Qualité de l'eau;11541
Eaux;11541
Développement des territoires;11541
Qualité de l'eau;11542
Eaux;11542
Qualité de l'eau;11543
Eaux;11543
Développement des territoires;11543
Qualité de l'eau;11544
Impact de l'activité industrielle;11544
Développement des territoires;11544
Agriculture;11544
Finances;11545
Eaux;11545
Déchets;11546
Impact de l'activité industrielle;11546
Développement des territoires;11546
Qualité de l'eau;11547
Eaux;11547
Droits et libertés fondamentales;11547
Développement des territoires;11547
Egalité des chances;11547
Qualité de l'eau;11548
Développement des territoires;11548
Qualité de l'eau;11549
Développement des territoires;11549
Agriculture;11549
Développement des territoires;11550
Agriculture;11550
Développement des territoires;11551
Agriculture;11551
Développement des territoires;11552
Agriculture;11552
Qualité de l'eau;11553
Eaux;11553
Développement des territoires;11553
Déchets;11554
Développement des territoires;11554
Agriculture;11554
Qualité de l'eau;11555
Eaux;11555
Développement des territoires;11555
Qualité de l'eau;11556
Accidents et catastrophes naturelles;11556
Eaux;11556
Développement des territoires;11556
Qualité de l'eau;11557
Accidents et catastrophes naturelles;11557
Eaux;11557
Développement des territoires;11557
Qualité de l'eau;11558
Eaux;11558
Développement des territoires;11558
Qualité de l'eau;11559
Collectivités territoriales;11559
Eaux;11559
Développement des territoires;11559
Budget;11559
Produits chimiques;11560
Dépollution;11560
Qualité de l'eau;11560
Eaux;11560
Institutions européennes;11561
Qualité de l'eau;11561
Eaux;11561
Sécurité et normes alimentaires;11561
Qualité de l'eau;11562
Eaux;11562
Développement des territoires;11562
Qualité de l'eau;11563
Eaux;11563
Recherche et innovation;11563
Développement des territoires;11563
Qualité de l'eau;11564
Eaux;11564
Développement des territoires;11564
Dépollution;11565
Qualité de l'eau;11565
Recherche et innovation;11565
Développement des territoires;11565
Dépollution;11566
Qualité de l'eau;11566
Eaux;11566
Développement des territoires;11566
Dépollution;11567
Qualité de l'eau;11567
Accidents et catastrophes naturelles;11567
Développement des territoires;11567
Qualité de l'eau;11568
Eaux;11568
Recherche et innovation;11568
Développement des territoires;11568
Qualité de l'eau;11569
Eaux;11569
Recherche et innovation;11569
Développement des territoires;11569
Qualité de l'eau;11570
Accidents et catastrophes naturelles;11570
Eaux;11570
Recherche et innovation;11570
Développement des territoires;11570
Qualité de l'eau;11571
Eaux;11571
Développement des territoires;11571
Famille;11572
Famille;11573
Famille;11574
Famille;11575
Famille;11576
Famille;11577
Famille;11578
Finances;11579
Impôts;11579
Famille;11579
Budget;11579
Occupation des sols;11580
Bâtiments et travaux publics;11580
Logement;11580
Construction;11580
Bâtiments et travaux publics;11581
Logement;11581
Construction;11581
Formation professionnelle;11582
Bâtiments et travaux publics;11582
Bâtiments et travaux publics;11583
Logement;11583
Construction;11583
Industrie aéronautique;11584
Marchés réglementés;11584
Politique industrielle;11584
Défense;11584
Développement des territoires;11584
Industrie aéronautique;11585
Taxes;11585
Droit du travail;11585
Formation professionnelle;11585
Accords internationaux;11585
Audiovisuel;11586
Audiovisuel;11587
Industrie agroalimentaire;11588
Industrie agroalimentaire;11589
Industrie agroalimentaire;11590
Industrie agroalimentaire;11591
Industrie agroalimentaire;11592
Industrie agroalimentaire;11593
Industrie agroalimentaire;11594
Industrie agroalimentaire;11595
Industrie agroalimentaire;11596
Industrie agroalimentaire;11597
Industrie agroalimentaire;11598
Industrie agroalimentaire;11599
Industrie agroalimentaire;11600
Industrie agroalimentaire;11601
Industrie agroalimentaire;11602
Industrie agroalimentaire;11603
Industrie agroalimentaire;11604
Industrie agroalimentaire;11605
Industrie agroalimentaire;11606
Industrie agroalimentaire;11607
Industrie agroalimentaire;11608
Industrie agroalimentaire;11609
Industrie agroalimentaire;11610
Industrie agroalimentaire;11611
Industrie agroalimentaire;11612
Industrie agroalimentaire;11613
Industrie agroalimentaire;11614
Industrie agroalimentaire;11615
Industrie agroalimentaire;11616
Industrie agroalimentaire;11617
Industrie agroalimentaire;11618
Industrie agroalimentaire;11619
Industrie agroalimentaire;11620
Déchets;11621
Politique industrielle;11621
Déchets;11622
Déchets;11623
Politique industrielle;11623
Impact de l'activité industrielle;11623
Taxes;11624
Politique industrielle;11624
Budget;11624
Déchets;11625
Energies renouvelables;11625
Déchets;11626
Energies renouvelables;11626
Déchets;11627
Taxes;11628
Déchets;11628
Budget;11628
Déchets;11629
Déchets;11630
Politique industrielle;11630
Droit de la concurrence;11631
Déchets;11631
Déchets;11632
Déchets;11633
Politique industrielle;11633
Impact de l'activité industrielle;11633
Déchets;11634
Politique industrielle;11634
Impact de l'activité industrielle;11634
Déchets;11635
Politique industrielle;11635
Impact de l'activité industrielle;11635
Déchets;11636
Politique industrielle;11636
Impact de l'activité industrielle;11636
Déchets;11637
Politique industrielle;11637
Impact de l'activité industrielle;11637
Déchets;11638
Politique industrielle;11638
Impact de l'activité industrielle;11638
Déchets;11639
Politique industrielle;11639
Impact de l'activité industrielle;11639
Asile;11640
Immigration;11640
Education;11641
Ordre administratif;11641
Droits et libertés fondamentales;11641
Discriminations;11641
Egalité des chances;11641
Education;11642
Droits et libertés fondamentales;11642
Humanitaire;11642
Aide au développement;11642
Egalité des chances;11642
Asile;11643
Ordre administratif;11643
Droits et libertés fondamentales;11643
Justice civile;11643
Discriminations;11643
Asile;11644
Droits et libertés fondamentales;11644
Immigration;11644
Education;11645
Droits et libertés fondamentales;11646
Humanitaire;11646
Droits et libertés fondamentales;11647
Discriminations;11647
Egalité des chances;11647
Asile;11648
Droits et libertés fondamentales;11648
Humanitaire;11648
Immigration;11648
Droits et libertés fondamentales;11649
Droits et libertés fondamentales;11650
Discriminations;11650
Egalité des chances;11650
Aide au développement;11651
Asile;11652
Droits et libertés fondamentales;11652
Immigration;11652
Aide au développement;11653
Audiovisuel;11654
Droits et libertés fondamentales;11654
Protection des données;11654
Professions réglementées;11655
Patrimoine;11655
Dialogue social;11656
Droit du travail;11656
Assurance chômage;11657
Dialogue social;11657
Droit du travail;11657
Transport de fret;11658
Dialogue social;11658
Droit du travail;11658
Assurance chômage;11659
Droit du travail;11659
Energies renouvelables;11660
Energies renouvelables;11661
Energies renouvelables;11662
Energies renouvelables;11663
Energies renouvelables;11664
Energies renouvelables;11665
Energies renouvelables;11666
Energies renouvelables;11667
Energies renouvelables;11668
Energies renouvelables;11669
Energies renouvelables;11670
Energies renouvelables;11671
Energies renouvelables;11672
Energies renouvelables;11673
Energies renouvelables;11674
Energies renouvelables;11675
Energies renouvelables;11676
Finances;11677
Assurances;11677
Banques;11677
Finances;11678
Assurances;11678
Banques;11678
Finances;11679
Assurances;11679
Banques;11679
Finances;11680
Assurances;11680
Banques;11680
Finances;11681
Assurances;11681
Banques;11681
Finances;11682
Assurances;11682
Banques;11682
Finances;11683
Assurances;11683
Banques;11683
Finances;11684
Assurances;11684
Banques;11684
Finances;11685
Assurances;11685
Banques;11685
Finances;11686
Assurances;11686
Banques;11686
Finances;11687
Assurances;11687
Banques;11687
Finances;11688
Assurances;11688
Banques;11688
Finances;11689
Assurances;11689
Banques;11689
Finances;11690
Assurances;11690
Banques;11690
Finances;11691
Assurances;11691
Banques;11691
Finances;11692
Assurances;11692
Banques;11692
Finances;11693
Assurances;11693
Banques;11693
Finances;11694
Assurances;11694
Banques;11694
Finances;11695
Assurances;11695
Banques;11695
Finances;11696
Assurances;11696
Banques;11696
Finances;11697
Assurances;11697
Banques;11697
Finances;11698
Taxes;11698
Assurances;11698
Banques;11698
Finances;11699
Taxes;11699
Assurances;11699
Banques;11699
Accords internationaux;11699
Finances;11700
Assurances;11700
Banques;11700
Finances;11701
Assurances;11701
Banques;11701
Finances;11702
Taxes;11702
Assurances;11702
Banques;11702
Accords internationaux;11702
Finances;11703
Assurances;11703
Banques;11703
Finances;11704
Assurances;11704
Banques;11704
Finances;11705
Assurances;11705
Banques;11705
Finances;11706
Taxes;11706
Assurances;11706
Banques;11706
Finances;11707
Partenariats public/privé;11707
Impact de l'activité industrielle;11707
Energies renouvelables;11707
Transport de voyageurs;11708
Collectivités territoriales;11708
Transports alternatifs;11708
Energies renouvelables;11708
Infrastructures;11708
Politique industrielle;11709
Collectivités territoriales;11709
Transports alternatifs;11709
Energies renouvelables;11709
Transports alternatifs;11710
Infrastructures;11710
Politique industrielle;11711
Collectivités territoriales;11711
Recherche et innovation;11711
Energies renouvelables;11711
Infrastructures;11711
Politique industrielle;11712
Collectivités territoriales;11712
Recherche et innovation;11712
Energies renouvelables;11712
Infrastructures;11712
Politique industrielle;11713
Collectivités territoriales;11713
Recherche et innovation;11713
Energies renouvelables;11713
Infrastructures;11713
Finances;11714
Transports alternatifs;11714
Budget;11714
Politique industrielle;11715
Transports alternatifs;11715
Energies renouvelables;11715
Infrastructures;11715
Politique industrielle;11716
Recherche et innovation;11716
Energies renouvelables;11716
Partenariats public/privé;11717
Collectivités territoriales;11717
Transports alternatifs;11717
Développement des territoires;11717
Energies renouvelables;11717
Politique industrielle;11718
Transports alternatifs;11718
Energies renouvelables;11718
Infrastructures;11718
Politique industrielle;11719
Recherche et innovation;11719
Développement des territoires;11719
Energies renouvelables;11719
Infrastructures;11719
Transport de fret;11720
Transport de voyageurs;11720
Transports alternatifs;11720
Infrastructures;11720
Impact de l'activité industrielle;11721
Transport de fret;11722
Impact des transports individuels;11722
Impact des transports marchands et collectifs;11722
Transports alternatifs;11722
Politique industrielle;11723
Développement des territoires;11723
Energies renouvelables;11723
Politique industrielle;11724
Energies renouvelables;11724
Transports alternatifs;11725
Infrastructures;11725
Transport de fret;11726
Transport de voyageurs;11726
Collectivités territoriales;11726
Transports alternatifs;11726
Infrastructures;11726
Politique industrielle;11727
Transports alternatifs;11727
Energies renouvelables;11727
Infrastructures;11727
Taxes;11728
Energies renouvelables;11728
PME/TPE;11729
Impact de l'activité industrielle;11729
Recherche et innovation;11729
Energies renouvelables;11729
Infrastructures;11729
Politique industrielle;11730
Impact des transports individuels;11730
Collectivités territoriales;11730
Développement des territoires;11730
Energies renouvelables;11730
PME/TPE;11731
Partenariats public/privé;11731
Politique industrielle;11731
Recherche et innovation;11731
Energies renouvelables;11731
Politique industrielle;11732
Impact des transports individuels;11732
Transports alternatifs;11732
Energies renouvelables;11732
Infrastructures;11732
Politique industrielle;11733
Impact de l'activité industrielle;11733
Recherche et innovation;11733
Développement des territoires;11733
Energies renouvelables;11733
Transports alternatifs;11734
Energies renouvelables;11734
Logement;11735
Taxes;11736
Transport de voyageurs;11736
Impact des transports marchands et collectifs;11736
Taxes;11737
Droit de la concurrence;11737
Transport de voyageurs;11737
Impact des transports marchands et collectifs;11737
Taxes;11738
Transport de voyageurs;11738
Droit du travail;11738
Transport de voyageurs;11739
Dialogue social;11739
Droit du travail;11739
Taxes;11740
Droit de la concurrence;11740
Transport de voyageurs;11740
Infrastructures;11740
Taxes;11741
Droit de la concurrence;11741
Transport de voyageurs;11741
Droit du travail;11741
Impact des transports marchands et collectifs;11741
Taxes;11742
Droit de la concurrence;11742
Transport de voyageurs;11742
Impact des transports marchands et collectifs;11742
Formation professionnelle;11743
Politique industrielle;11743
Enseignement supérieur;11743
Développement des territoires;11743
Taxes;11744
Formation professionnelle;11744
Politique industrielle;11744
Enseignement supérieur;11744
Développement des territoires;11744
Taxes;11745
Formation professionnelle;11745
Politique industrielle;11745
Enseignement supérieur;11745
Développement des territoires;11745
Spectacle vivant;11746
Spectacle vivant;11747
Musique;11747
Spectacle vivant;11748
Remboursements;11749
Médicaments;11749
Système de santé et médico-social;11749
Remboursements;11750
Médicaments;11750
Système de santé et médico-social;11750
Remboursements;11751
Soins et maladies;11751
Système de santé et médico-social;11751
Remboursements;11752
Soins et maladies;11752
Système de santé et médico-social;11752
Remboursements;11753
Soins et maladies;11753
Système de santé et médico-social;11753
Remboursements;11754
Système de santé et médico-social;11754
Agriculture;11755
Agriculture;11756
Agriculture;11757
Agriculture;11758
Agriculture;11759
Agriculture;11760
Agriculture;11761
Agriculture;11762
Agriculture;11763
Agriculture;11764
Industrie aéronautique;11765
Agriculture;11765
Agriculture;11766
Agriculture;11767
Agriculture;11768
Agriculture;11769
Agriculture;11770
Agriculture;11771
Agriculture;11772
Agriculture;11773
Agriculture;11774
Agriculture;11775
Agriculture;11776
Agriculture;11777
Agriculture;11778
Agriculture;11779
Agriculture;11780
Agriculture;11781
Agriculture;11782
Agriculture;11783
Agriculture;11784
Agriculture;11785
Agriculture;11786
Agriculture;11787
Agriculture;11788
Agriculture;11789
Agriculture;11790
Industrie agroalimentaire;11791
Agriculture;11791
Agriculture;11792
Agriculture;11793
Agriculture;11794
Agriculture;11795
Agriculture;11796
Agriculture;11797
Agriculture;11798
Agriculture;11799
Soins et maladies;11800
Système de santé et médico-social;11801
Enseignement supérieur;11801
Remboursements;11802
Soins et maladies;11802
Budget;11803
Normes de production;11804
Dépollution;11804
Marchés réglementés;11804
Bâtiments et travaux publics;11804
Politique industrielle;11804
Bâtiments et travaux publics;11805
Budget;11805
Recherche et innovation;11806
Recherche et innovation;11807
Recherche et innovation;11808
Recherche et innovation;11809
Recherche et innovation;11810
Recherche et innovation;11811
Recherche et innovation;11812
Recherche et innovation;11813
Impact de l'activité industrielle;11814
Normes de production;11815
Politique industrielle;11815
Qualité de l'eau;11815
Eaux;11815
Qualité de l'eau;11816
Eaux;11816
Impact de l'activité industrielle;11816
Qualité de l'eau;11817
Eaux;11817
Impact de l'activité industrielle;11817
Qualité de l'eau;11818
Eaux;11818
Impact de l'activité industrielle;11818
Institutions européennes;11819
Qualité de l'eau;11819
Eaux;11819
Impact de l'activité industrielle;11819
Qualité de l'eau;11820
Eaux;11820
Impact de l'activité industrielle;11820
Qualité de l'eau;11821
Eaux;11821
Energies renouvelables;11821
Agriculture;11821
Politique industrielle;11822
Qualité de l'eau;11822
Eaux;11822
Impact de l'activité industrielle;11822
Qualité de l'eau;11823
Eaux;11823
Energies renouvelables;11823
Qualité de l'eau;11824
Energies renouvelables;11824
Qualité de l'eau;11825
Eaux;11825
Impact de l'activité industrielle;11825
Qualité de l'eau;11826
Eaux;11826
Qualité de l'eau;11827
Eaux;11827
Impact de l'activité industrielle;11827
Qualité de l'eau;11828
Eaux;11828
Impact de l'activité industrielle;11828
Budget;11828
PME/TPE;11829
Aides aux entreprises;11829
Bâtiments et travaux publics;11829
Politique industrielle;11829
Eaux;11829
Marchés réglementés;11830
Bâtiments et travaux publics;11830
Qualité de l'eau;11830
Eaux;11830
Impact de l'activité industrielle;11830
Qualité de l'eau;11831
Eaux;11831
Impact de l'activité industrielle;11831
Infrastructures;11831
Qualité de l'eau;11832
Eaux;11832
Budget;11832
Industrie agroalimentaire;11833
Agriculture;11833
Industrie agroalimentaire;11834
Agriculture;11834
Industrie agroalimentaire;11835
Agriculture;11835
Industrie agroalimentaire;11836
Agriculture;11836
Energies renouvelables;11837
Dialogue social;11838
Déchets;11839
Eaux;11839
Egalité des chances;11840
Déchets;11841
Qualité de l'eau;11841
Eaux;11841
Déchets;11842
Eaux;11843
Budget;11843
Politique industrielle;11844
Eaux;11845
Politique industrielle;11846
Collectivités territoriales;11846
Eaux;11846
Accidents et catastrophes naturelles;11847
Dépollution;11848
Politique industrielle;11848
Qualité de l'eau;11848
Déchets;11849
Dialogue social;11850
Droit d'auteur;11851
Aides aux entreprises;11851
Brevet;11851
Politique industrielle;11851
Recherche et innovation;11851
Politique industrielle;11852
Recherche et innovation;11852
Politique industrielle;11853
Taxes;11854
PME/TPE;11854
Aides aux entreprises;11854
Politique industrielle;11854
Droit d'auteur;11855
Aides aux entreprises;11855
Politique industrielle;11855
Recherche et innovation;11855
Prévention;11856
Collectivités territoriales;11856
Système de santé et médico-social;11856
Fonction publique;11856
Impôts;11857
Collectivités territoriales;11857
Système de santé et médico-social;11857
Fonction publique;11857
Assurances;11858
Prévention;11858
Collectivités territoriales;11858
Système de santé et médico-social;11858
Fonction publique;11858
Collectivités territoriales;11859
Fonction publique;11859
Collectivités territoriales;11860
Fonction publique;11860
Budget;11860
Médicaments;11861
Soins et maladies;11861
Recherche et innovation;11861
Enseignement supérieur;11861
Remboursements;11862
Système de santé et médico-social;11862
Handicap;11862
Egalité des chances;11862
Partenariats public/privé;11863
Médicaments;11863
Politique industrielle;11863
Système de santé et médico-social;11863
Recherche et innovation;11863
Prévention;11864
Médicaments;11864
Soins et maladies;11864
Système de santé et médico-social;11864
Marchés réglementés;11865
Médicaments;11865
Soins et maladies;11865
Système de santé et médico-social;11865
Recherche et innovation;11865
Médicaments;11866
Recherche et innovation;11866
Politique industrielle;11867
Soins et maladies;11867
Recherche et innovation;11867
Remboursements;11868
Système de santé et médico-social;11868
Handicap;11868
Egalité des chances;11868
Médicaments;11869
Politique industrielle;11869
Soins et maladies;11869
Système de santé et médico-social;11869
Recherche et innovation;11869
Logement;11870
Budget;11871
Banques;11872
Justice civile;11873
Logement;11874
Sécurité et normes alimentaires;11875
Finances;11876
Banques;11876
Sécurité et normes alimentaires;11877
Energies fossiles;11878
Energie nucléaire;11878
Assurances;11879
Sécurité et normes alimentaires;11880
Energie nucléaire;11881
Sécurité et normes alimentaires;11882
Agriculture;11882
Energies fossiles;11883
Energie nucléaire;11883
Logement;11884
Assurances;11885
Collectivités territoriales;11885
Assurances;11886
Collectivités territoriales;11887
Fonction publique;11887
Marchés réglementés;11888
Assurances;11889
Marchés réglementés;11889
Collectivités territoriales;11889
Assurances;11890
Marchés réglementés;11890
Collectivités territoriales;11890
Assurances;11891
Collectivités territoriales;11891
Assurances;11892
Collectivités territoriales;11892
Assurances;11893
Collectivités territoriales;11893
Déchets;11894
Impact de l'activité industrielle;11894
Impact de l'activité industrielle;11895
Taxes;11896
Impact de l'activité industrielle;11896
Impact de l'activité industrielle;11897
Impact de l'activité industrielle;11898
Impact de l'activité industrielle;11899
Formation professionnelle;11900
Impact de l'activité industrielle;11901
Taxes;11902
Impact de l'activité industrielle;11902
Impact de l'activité industrielle;11903
PME/TPE;11904
Impact de l'activité industrielle;11904
Education;11905
Formation professionnelle;11905
PME/TPE;11906
Impact de l'activité industrielle;11906
Moralisation/Transparence;11907
Droits des victimes;11907
Droits et libertés fondamentales;11907
Impôts;11908
Moralisation/Transparence;11908
Justice pénale;11908
Institutions judiciaires;11908
Moralisation/Transparence;11909
Moralisation/Transparence;11910
Impôts;11911
Moralisation/Transparence;11911
Institutions judiciaires;11911
Moralisation/Transparence;11912
Moralisation/Transparence;11913
Droits des victimes;11913
Justice pénale;11913
Aide au développement;11913
Budget;11913
Moralisation/Transparence;11914
Droits des victimes;11914
Droits et libertés fondamentales;11914
Moralisation/Transparence;11915
Moralisation/Transparence;11916
Moralisation/Transparence;11917
Moralisation/Transparence;11918
Institutions judiciaires;11919
Moralisation/Transparence;11920
Sports;11921
Moralisation/Transparence;11921
Moralisation/Transparence;11922
Institutions judiciaires;11923
Budget;11923
Taxes;11924
Impôts;11924
Institutions européennes;11924
Moralisation/Transparence;11924
Moralisation/Transparence;11925
Impôts;11926
Institutions européennes;11926
Moralisation/Transparence;11926
Moralisation/Transparence;11927
Institutions judiciaires;11928
Sports;11929
Moralisation/Transparence;11929
Moralisation/Transparence;11930
Moralisation/Transparence;11931
Justice pénale;11932
Moralisation/Transparence;11933
Moralisation/Transparence;11934
Moralisation/Transparence;11935
Institutions judiciaires;11936
Justice pénale;11937
Collectivités territoriales;11938
Sports;11939
Moralisation/Transparence;11939
Moralisation/Transparence;11940
Moralisation/Transparence;11941
Moralisation/Transparence;11942
Moralisation/Transparence;11943
Moralisation/Transparence;11944
Agriculture;11945
Agriculture;11946
Agriculture;11947
Agriculture;11948
Agriculture;11949
Agriculture;11950
Sécurité et normes alimentaires;11951
Agriculture;11951
Sécurité et normes alimentaires;11952
Agriculture;11952
Sécurité et normes alimentaires;11953
Agriculture;11953
Sécurité et normes alimentaires;11954
Agriculture;11954
Sécurité et normes alimentaires;11955
Agriculture;11955
Sécurité et normes alimentaires;11956
Agriculture;11956
Sécurité et normes alimentaires;11957
Agriculture;11957
Sécurité et normes alimentaires;11958
Agriculture;11958
Sécurité et normes alimentaires;11959
Agriculture;11959
Sécurité et normes alimentaires;11960
Agriculture;11960
Déchets;11961
Déchets;11962
Déchets;11963
Déchets;11964
Dépollution;11965
Déchets;11965
Déchets;11966
Qualité de l'eau;11966
Logement;11967
Logement;11968
Taxes;11969
Bâtiments et travaux publics;11969
Logement;11970
Construction;11971
Construction;11972
Construction;11973
Construction;11974
Système de santé et médico-social;11975
Système de santé et médico-social;11976
Système de santé et médico-social;11977
Enseignement supérieur;11978
Finances;11979
Assurances;11979
Banques;11979
Finances;11980
Impact de l'activité industrielle;11980
Energies fossiles;11980
Budget;11980
Eaux;11981
Impact de l'activité industrielle;11981
Forêt;11981
Chasse;11981
Pêche;11981
Finances;11982
Bâtiments et travaux publics;11982
Logement;11982
Construction;11982
Bâtiments et travaux publics;11983
Logement;11983
Construction;11983
Accès à l’Internet;11984
Infrastructures de télécommunications;11984
Recherche et innovation;11984
Marché du numérique;11984
Transport de voyageurs;11985
Impact des transports individuels;11985
Impact des transports marchands et collectifs;11985
Transports alternatifs;11985
Impact des transports individuels;11986
Impact des transports marchands et collectifs;11986
Impact de l'activité industrielle;11986
Energies fossiles;11986
Infrastructures;11986
Taxes;11987
Impôts;11987
Impact de l'activité industrielle;11987
Energies fossiles;11987
Budget;11987
Infrastructures;11988
Accès à l’Internet;11989
Education;11990
Sécurité nationale;11990
Logement;11991
Construction;11991
Formation professionnelle;11992
Formation professionnelle;11993
Formation professionnelle;11994
Taxes;11995
Energies renouvelables;11995
Budget;11995
Formation professionnelle;11996
Formation professionnelle;11997
Energies renouvelables;11998
Energies fossiles;11998
Formation professionnelle;11999
Formation professionnelle;12000
Formation professionnelle;12001
Energies renouvelables;12002
Budget;12002
Energies renouvelables;12003
Budget;12004
Budget;12005
Energies renouvelables;12006
Energies renouvelables;12007
Prévention;12008
Système de santé et médico-social;12008
Prévention;12009
Système de santé et médico-social;12009
Prévention;12010
Médicaments;12010
Système de santé et médico-social;12010
Taxes;12011
Impôts;12011
Sports;12011
Budget;12011
Budget;12012
Budget;12013
Budget;12014
Infrastructures;12015
Déchets;12016
Médicaments;12017
Soins et maladies;12017
Recherche et innovation;12017
Remboursements;12018
Médicaments;12018
Soins et maladies;12018
Recherche et innovation;12018
Taxes;12019
Remboursements;12019
Médicaments;12019
Recherche et innovation;12019
Taxes;12020
Remboursements;12020
Médicaments;12020
Recherche et innovation;12020
Budget;12020
Taxes;12021
Remboursements;12021
Médicaments;12021
Recherche et innovation;12021
Budget;12021
Taxes;12022
Médicaments;12022
Politique industrielle;12022
Recherche et innovation;12022
Taxation;12022
Remboursements;12023
Médicaments;12023
Taxes;12024
Remboursements;12025
Médicaments;12025
Remboursements;12026
Médicaments;12026
Taxes;12027
Médicaments;12027
Taxes;12028
Médicaments;12029
Médicaments;12030
Système de santé et médico-social;12030
Recherche et innovation;12030
Médicaments;12031
Système de santé et médico-social;12031
Recherche et innovation;12031
Médicaments;12032
Système de santé et médico-social;12032
Recherche et innovation;12032
Energie nucléaire;12033
Energies fossiles;12034
Energies fossiles;12035
Energies fossiles;12036
Energies fossiles;12037
Energies fossiles;12038
Energies fossiles;12039
Taxes;12040
Energies renouvelables;12041
Energies fossiles;12041
Energies fossiles;12042
Energies fossiles;12043
Energies fossiles;12044
Energies renouvelables;12045
Energies fossiles;12045
Energies renouvelables;12046
Energies fossiles;12046
Energie nucléaire;12046
Energies fossiles;12047
Industrie agroalimentaire;12048
Industrie agroalimentaire;12049
Industrie agroalimentaire;12050
Industrie agroalimentaire;12051
Industrie agroalimentaire;12052
Droit du travail;12053
Marchés réglementés;12053
Droit du travail;12054
Marchés réglementés;12054
Droit du travail;12055
Marchés réglementés;12055
Formation professionnelle;12056
Déchets;12057
Industrie agroalimentaire;12057
Sécurité et normes alimentaires;12058
Industrie agroalimentaire;12058
Bâtiments et travaux publics;12059
Logement;12059
Construction;12059
Politique industrielle;12060
Collectivités territoriales;12060
Energies renouvelables;12060
Remboursements;12061
Prévention;12061
Soins et maladies;12061
Collectivités territoriales;12061
Système de santé et médico-social;12061
Droit du travail;12062
Formation professionnelle;12062
Budget;12062
Education;12063
Handicap;12063
Egalité femmes/hommes;12063
Patrimoine;12064
Tourisme/hôtellerie;12065
Tourisme/hôtellerie;12066
Construction;12066
Développement des territoires;12066
Sécurité et normes alimentaires;12067
Agriculture;12067
Sécurité et normes alimentaires;12068
Industrie agroalimentaire;12068
Agriculture;12068
PME/TPE;12069
Industrie agroalimentaire;12069
Agriculture;12069
Transport de voyageurs;12070
