action_menee;action_representation_interet_id;action_menee_autre
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10402;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10403;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10404;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10405;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10405;
Organiser des discussions informelles ou des réunions en tête-à-tête;10406;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10407;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10408;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10409;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10410;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10411;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10412;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10413;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10414;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10415;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10416;
Organiser des discussions informelles ou des réunions en tête-à-tête;10417;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10418;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10419;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10420;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10421;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10422;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10423;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10424;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10425;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10426;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10427;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10428;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10429;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10430;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10431;
Etablir une correspondance régulière (par courriel, par courrier…);10432;
Organiser des discussions informelles ou des réunions en tête-à-tête;10433;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10434;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10435;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10436;Réunion téléphonique
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10437;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10438;
Etablir une correspondance régulière (par courriel, par courrier…);10438;
Organiser des discussions informelles ou des réunions en tête-à-tête;10439;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10439;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10439;
Organiser des discussions informelles ou des réunions en tête-à-tête;10440;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10440;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10440;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10441;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10441;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10441;
Organiser des discussions informelles ou des réunions en tête-à-tête;10442;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10442;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10442;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10442;
Etablir une correspondance régulière (par courriel, par courrier…);10442;
Organiser des discussions informelles ou des réunions en tête-à-tête;10443;Les activités menées avaient pour but d'échanger avec des parlementaires sur la réforme fiscale en cours au Niger, les mouvements de protestations de la société civile & les libertés fondamentales
Autres : à préciser;10443;Les activités menées avaient pour but d'échanger avec des parlementaires sur la réforme fiscale en cours au Niger, les mouvements de protestations de la société civile & les libertés fondamentales
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10443;Les activités menées avaient pour but d'échanger avec des parlementaires sur la réforme fiscale en cours au Niger, les mouvements de protestations de la société civile & les libertés fondamentales
Envoyer des pétitions, lettres ouvertes, tracts;10443;Les activités menées avaient pour but d'échanger avec des parlementaires sur la réforme fiscale en cours au Niger, les mouvements de protestations de la société civile & les libertés fondamentales
Organiser des discussions informelles ou des réunions en tête-à-tête;10444;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10444;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10444;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10444;
Envoyer des pétitions, lettres ouvertes, tracts;10444;
Etablir une correspondance régulière (par courriel, par courrier…);10444;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10444;
Organiser des discussions informelles ou des réunions en tête-à-tête;10445;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10445;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10445;
Etablir une correspondance régulière (par courriel, par courrier…);10445;
Organiser des discussions informelles ou des réunions en tête-à-tête;10446;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10446;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10446;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10446;
Envoyer des pétitions, lettres ouvertes, tracts;10446;
Etablir une correspondance régulière (par courriel, par courrier…);10446;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10446;
Organiser des discussions informelles ou des réunions en tête-à-tête;10447;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10447;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10447;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10447;
Envoyer des pétitions, lettres ouvertes, tracts;10447;
Etablir une correspondance régulière (par courriel, par courrier…);10447;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;10447;
Organiser des discussions informelles ou des réunions en tête-à-tête;10448;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10448;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10448;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10448;
Etablir une correspondance régulière (par courriel, par courrier…);10448;
Organiser des discussions informelles ou des réunions en tête-à-tête;10449;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10449;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10449;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10449;
Etablir une correspondance régulière (par courriel, par courrier…);10449;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10449;
Organiser des discussions informelles ou des réunions en tête-à-tête;10450;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10450;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10450;
Etablir une correspondance régulière (par courriel, par courrier…);10450;
Organiser des discussions informelles ou des réunions en tête-à-tête;10451;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10451;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10451;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10451;
Envoyer des pétitions, lettres ouvertes, tracts;10451;
Etablir une correspondance régulière (par courriel, par courrier…);10451;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;10451;
Organiser des discussions informelles ou des réunions en tête-à-tête;10452;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10452;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10452;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10452;
Etablir une correspondance régulière (par courriel, par courrier…);10452;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10452;
Organiser des discussions informelles ou des réunions en tête-à-tête;10453;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10453;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10453;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10453;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10453;
Envoyer des pétitions, lettres ouvertes, tracts;10453;
Etablir une correspondance régulière (par courriel, par courrier…);10453;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10453;
Organiser des discussions informelles ou des réunions en tête-à-tête;10454;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10454;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10454;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10454;
Etablir une correspondance régulière (par courriel, par courrier…);10454;
Organiser des discussions informelles ou des réunions en tête-à-tête;10455;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10455;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10455;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10455;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10455;
Envoyer des pétitions, lettres ouvertes, tracts;10455;
Etablir une correspondance régulière (par courriel, par courrier…);10455;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10455;
Organiser des discussions informelles ou des réunions en tête-à-tête;10456;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10456;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10456;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10456;
Envoyer des pétitions, lettres ouvertes, tracts;10456;
Etablir une correspondance régulière (par courriel, par courrier…);10456;
Organiser des discussions informelles ou des réunions en tête-à-tête;10457;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10457;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10457;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10457;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10457;
Etablir une correspondance régulière (par courriel, par courrier…);10457;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10458;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10458;
Etablir une correspondance régulière (par courriel, par courrier…);10458;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10459;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10460;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10461;
Organiser des discussions informelles ou des réunions en tête-à-tête;10462;"appel téléphonique ; déjeuner"
Autres : à préciser;10462;"appel téléphonique ; déjeuner"
Autres : à préciser;10463;rendez-vous physique
Organiser des discussions informelles ou des réunions en tête-à-tête;10464;"négociations ; rendez-vous téléphonique ; demande d'avis"
Autres : à préciser;10464;"négociations ; rendez-vous téléphonique ; demande d'avis"
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10464;"négociations ; rendez-vous téléphonique ; demande d'avis"
Organiser des discussions informelles ou des réunions en tête-à-tête;10465;"appels téléphoniques ; visites des aménagements"
Autres : à préciser;10465;"appels téléphoniques ; visites des aménagements"
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10465;"appels téléphoniques ; visites des aménagements"
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10466;
Organiser des discussions informelles ou des réunions en tête-à-tête;10467;
Organiser des discussions informelles ou des réunions en tête-à-tête;10468;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10469;
Organiser des discussions informelles ou des réunions en tête-à-tête;10470;
Organiser des discussions informelles ou des réunions en tête-à-tête;10471;
Organiser des discussions informelles ou des réunions en tête-à-tête;10472;
Organiser des discussions informelles ou des réunions en tête-à-tête;10473;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10474;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10475;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10475;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10476;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10476;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10477;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10477;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10478;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10478;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10479;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10479;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10480;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10480;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10481;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10481;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10482;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10483;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10484;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10485;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10486;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10487;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10488;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10489;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10489;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10490;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10490;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10491;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10491;
Organiser des discussions informelles ou des réunions en tête-à-tête;10492;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10492;
Etablir une correspondance régulière (par courriel, par courrier…);10492;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10492;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10493;
Etablir une correspondance régulière (par courriel, par courrier…);10493;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10493;
Organiser des discussions informelles ou des réunions en tête-à-tête;10494;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10494;
Etablir une correspondance régulière (par courriel, par courrier…);10494;
Organiser des discussions informelles ou des réunions en tête-à-tête;10495;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10495;
Etablir une correspondance régulière (par courriel, par courrier…);10495;
Organiser des discussions informelles ou des réunions en tête-à-tête;10496;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10496;
Etablir une correspondance régulière (par courriel, par courrier…);10496;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10496;
Organiser des discussions informelles ou des réunions en tête-à-tête;10497;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10497;
Etablir une correspondance régulière (par courriel, par courrier…);10497;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10497;
Organiser des discussions informelles ou des réunions en tête-à-tête;10498;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10498;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10499;
Organiser des discussions informelles ou des réunions en tête-à-tête;10500;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10500;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10500;
Etablir une correspondance régulière (par courriel, par courrier…);10500;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10501;
Organiser des discussions informelles ou des réunions en tête-à-tête;10502;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10502;
Etablir une correspondance régulière (par courriel, par courrier…);10502;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10503;
Etablir une correspondance régulière (par courriel, par courrier…);10503;
Etablir une correspondance régulière (par courriel, par courrier…);10504;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10505;
Etablir une correspondance régulière (par courriel, par courrier…);10505;
Organiser des discussions informelles ou des réunions en tête-à-tête;10506;
Etablir une correspondance régulière (par courriel, par courrier…);10506;
Organiser des discussions informelles ou des réunions en tête-à-tête;10507;
Etablir une correspondance régulière (par courriel, par courrier…);10507;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10508;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10509;
Organiser des discussions informelles ou des réunions en tête-à-tête;10510;
Etablir une correspondance régulière (par courriel, par courrier…);10510;
Organiser des discussions informelles ou des réunions en tête-à-tête;10511;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10511;
Etablir une correspondance régulière (par courriel, par courrier…);10511;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10511;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10512;
Organiser des discussions informelles ou des réunions en tête-à-tête;10513;
Organiser des discussions informelles ou des réunions en tête-à-tête;10514;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10515;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10516;
Etablir une correspondance régulière (par courriel, par courrier…);10517;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10518;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10519;
Etablir une correspondance régulière (par courriel, par courrier…);10520;
Organiser des discussions informelles ou des réunions en tête-à-tête;10521;
Organiser des discussions informelles ou des réunions en tête-à-tête;10522;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10523;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10524;
Organiser des discussions informelles ou des réunions en tête-à-tête;10525;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10526;
Etablir une correspondance régulière (par courriel, par courrier…);10527;
Etablir une correspondance régulière (par courriel, par courrier…);10528;
Etablir une correspondance régulière (par courriel, par courrier…);10529;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10530;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10531;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10532;
Etablir une correspondance régulière (par courriel, par courrier…);10533;
Etablir une correspondance régulière (par courriel, par courrier…);10534;
Etablir une correspondance régulière (par courriel, par courrier…);10535;
Organiser des discussions informelles ou des réunions en tête-à-tête;10536;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10536;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10536;
Organiser des discussions informelles ou des réunions en tête-à-tête;10537;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10537;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10538;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10538;
Organiser des discussions informelles ou des réunions en tête-à-tête;10539;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10539;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10539;
Organiser des discussions informelles ou des réunions en tête-à-tête;10540;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10540;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10540;
Organiser des discussions informelles ou des réunions en tête-à-tête;10541;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10541;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10541;
Organiser des discussions informelles ou des réunions en tête-à-tête;10542;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10542;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10542;
Etablir une correspondance régulière (par courriel, par courrier…);10542;
Organiser des discussions informelles ou des réunions en tête-à-tête;10543;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10543;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10543;
Organiser des discussions informelles ou des réunions en tête-à-tête;10544;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10544;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10544;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10545;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10546;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10547;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10547;
Etablir une correspondance régulière (par courriel, par courrier…);10547;
Organiser des discussions informelles ou des réunions en tête-à-tête;10548;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10549;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10549;
Etablir une correspondance régulière (par courriel, par courrier…);10549;
Organiser des discussions informelles ou des réunions en tête-à-tête;10550;
Organiser des discussions informelles ou des réunions en tête-à-tête;10551;
Organiser des discussions informelles ou des réunions en tête-à-tête;10552;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10553;organiser des déjeuners avec 
Organiser des discussions informelles ou des réunions en tête-à-tête;10554;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10554;
Organiser des discussions informelles ou des réunions en tête-à-tête;10555;
Organiser des discussions informelles ou des réunions en tête-à-tête;10556;
Organiser des discussions informelles ou des réunions en tête-à-tête;10557;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10557;
Organiser des discussions informelles ou des réunions en tête-à-tête;10558;
Organiser des discussions informelles ou des réunions en tête-à-tête;10559;
Organiser des discussions informelles ou des réunions en tête-à-tête;10560;
Organiser des discussions informelles ou des réunions en tête-à-tête;10561;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10561;
Organiser des discussions informelles ou des réunions en tête-à-tête;10562;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10562;
Organiser des discussions informelles ou des réunions en tête-à-tête;10563;
Organiser des discussions informelles ou des réunions en tête-à-tête;10564;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10564;
Organiser des discussions informelles ou des réunions en tête-à-tête;10565;
Organiser des discussions informelles ou des réunions en tête-à-tête;10566;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10566;
Organiser des discussions informelles ou des réunions en tête-à-tête;10567;
Organiser des discussions informelles ou des réunions en tête-à-tête;10568;
Organiser des discussions informelles ou des réunions en tête-à-tête;10569;Organiser des réunions de travail
Autres : à préciser;10569;Organiser des réunions de travail
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10569;Organiser des réunions de travail
Organiser des discussions informelles ou des réunions en tête-à-tête;10570;Organiser des réunions de travail
Autres : à préciser;10570;Organiser des réunions de travail
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10570;Organiser des réunions de travail
Organiser des discussions informelles ou des réunions en tête-à-tête;10571;Organiser des réunions de travail
Autres : à préciser;10571;Organiser des réunions de travail
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10571;Organiser des réunions de travail
Organiser des discussions informelles ou des réunions en tête-à-tête;10572;Organiser des réunions de travail
Autres : à préciser;10572;Organiser des réunions de travail
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10572;Organiser des réunions de travail
Organiser des discussions informelles ou des réunions en tête-à-tête;10573;Organiser des réunions de travail
Autres : à préciser;10573;Organiser des réunions de travail
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10573;Organiser des réunions de travail
Organiser des discussions informelles ou des réunions en tête-à-tête;10574;Organiser des réunions de travail
Autres : à préciser;10574;Organiser des réunions de travail
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10574;Organiser des réunions de travail
Organiser des discussions informelles ou des réunions en tête-à-tête;10575;Organiser des réunions de travail
Autres : à préciser;10575;Organiser des réunions de travail
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10575;Organiser des réunions de travail
Organiser des discussions informelles ou des réunions en tête-à-tête;10576;Organiser des réunions de travail
Autres : à préciser;10576;Organiser des réunions de travail
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10576;Organiser des réunions de travail
Organiser des discussions informelles ou des réunions en tête-à-tête;10577;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10577;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10577;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10577;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10577;
Etablir une correspondance régulière (par courriel, par courrier…);10577;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10577;
Organiser des discussions informelles ou des réunions en tête-à-tête;10578;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10578;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10578;
Etablir une correspondance régulière (par courriel, par courrier…);10578;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10578;
Organiser des discussions informelles ou des réunions en tête-à-tête;10579;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10579;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10579;
Etablir une correspondance régulière (par courriel, par courrier…);10579;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10579;
Organiser des discussions informelles ou des réunions en tête-à-tête;10580;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10580;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10580;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;10580;
Organiser des débats publics, des marches, des stratégies d'influence sur internet;10580;
Etablir une correspondance régulière (par courriel, par courrier…);10580;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10580;
Organiser des discussions informelles ou des réunions en tête-à-tête;10581;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10581;
Etablir une correspondance régulière (par courriel, par courrier…);10581;
Organiser des discussions informelles ou des réunions en tête-à-tête;10582;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10582;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10582;
Etablir une correspondance régulière (par courriel, par courrier…);10582;
Organiser des discussions informelles ou des réunions en tête-à-tête;10583;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10583;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10583;
Etablir une correspondance régulière (par courriel, par courrier…);10583;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10583;
Organiser des discussions informelles ou des réunions en tête-à-tête;10584;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10584;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10584;
Etablir une correspondance régulière (par courriel, par courrier…);10584;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10584;
Etablir une correspondance régulière (par courriel, par courrier…);10585;
Organiser des discussions informelles ou des réunions en tête-à-tête;10586;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10586;
Etablir une correspondance régulière (par courriel, par courrier…);10586;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10587;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10587;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;10588;
Organiser des discussions informelles ou des réunions en tête-à-tête;10589;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10589;
Etablir une correspondance régulière (par courriel, par courrier…);10590;
Organiser des discussions informelles ou des réunions en tête-à-tête;10591;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10591;
Etablir une correspondance régulière (par courriel, par courrier…);10591;
Organiser des discussions informelles ou des réunions en tête-à-tête;10592;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10592;
Organiser des discussions informelles ou des réunions en tête-à-tête;10593;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;10593;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;10593;
Etablir une correspondance régulière (par courriel, par courrier…);10593;
Organiser des discussions informelles ou des réunions en tête-à-tête;10594;
