representants_id;denomination_client;identifiant_national_client;type_identifiant_national_client
1267;TRANSITION MANAGEMENT ASSOCIATES;538954033;SIREN
1267;EPICTETUS;751847872;SIREN
1267;HEXAGONE FINANCE;793932138;SIREN
1267;COUPET & CO;521917229;SIREN
1267;YEARLING ADVISORS;501204218;SIREN
1267;SPONSOR FINANCE;794866749;SIREN
1267;ROUX PIERRE AIME JEAN;340673904;SIREN
1267;ALTHEO;451864003;SIREN
1267;EVALTEAM;751899980;SIREN
1267;APREDIA;401151386;SIREN
1267;PRETIUM PARTNERS;801633223;SIREN
1267;ALCOGNIS;801134651;SIREN
1267;FINANCIERE DE LA JOIGNE;804874048;SIREN
1267;F C X;399659796;SIREN
1267;SOCIETE DE CONSEIL ROSETTA;493566632;SIREN
1267;TAYLOR DEJONGH;539235572;SIREN
1267;FDR FINANCE CONSEIL;802777656;SIREN
1267;OXIGEN;494227473;SIREN
1267;HELIA CONSEIL;817608268;SIREN
1267;CROSS CONTINENTAL;811589928;SIREN
1267;PEARCAP;793439340;SIREN
1267;COMPAGNIE FINANCIERE DU BUIS;392431284;SIREN
1267;LLOYD EDWARDS JONES;482326436;SIREN
1267;O2 CAPITAL;828241216;SIREN
1267;HAXO FINANCE;827517665;SIREN
1269;SOCIETE NORMANDE DE CARTON ONDULE;572090793;SIREN
1269;EMBALLAGES LAURENT SAS;725620736;SIREN
1269;SA PAPETERIES D'ESPALY;585950298;SIREN
1269;SOCIETE GUADELOUPEENNE DE CARTON ONDULE;308428663;SIREN
1269;SAICA PACK TRANSFORMATEURS;652820523;SIREN
1269;SEYFERT CHAMPAGNE SAS;808490080;SIREN
1269;SEYFERT FOREZ;808489694;SIREN
1269;SMURFIT KAPPA FRANCE;493254908;SIREN
1269;DS SMITH PACKAGING SUD OUEST;611820564;SIREN
1269;DS SMITH PACKAGING VELIN;305750580;SIREN
1269;DS SMITH PACKAGING CONSUMER;766500011;SIREN
1269;EUROPAC CARTONNERIE ATLANTIQUE;444636674;SIREN
1269;EUROPAC CARTONNERIE DE ROUEN;450680947;SIREN
1269;EUROPAC CARTONNERIE SAVOIE;444636658;SIREN
1269;DS SMITH PACKAGING ATLANTIQUE;352398796;SIREN
1269;DS SMITH PACKAGING BRETAGNE;317216950;SIREN
1269;DS SMITH PACKAGING CONTOIRE-HAMEL;621720424;SIREN
1269;DS SMITH PACKAGING NORD-EST;508031523;SIREN
1269;DS SMITH PACKAGING NORMANDIE;317238004;SIREN
1269;DS SMITH PACKAGING SUD-EST;377514609;SIREN
1269;SOCIETE MEDITERRANEENNE D'EMBALLAGES;642049936;SIREN
1269;PAPETERIES CARTONNERIES LACAUX;757500863;SIREN
1269;SAICA PACK FRANCE;632039988;SIREN
1269;SEYFERT PROVENCE SAS;808490155;SIREN
1269;SMURFIT KAPPA AGRIPACK;391615127;SIREN
1270;CONFEDERATION DE L'ARTISANAT ET DES PETITES ENTREPRISES DU BATIMENT BOURGOGNE FRANCHE COMTE;822112611;SIREN
1284;FEDERATION FRANCAISE DE KARATE ET DISCIPLINES ASSOCIEES;304951858;SIREN
1284;COMMUNAUTE D'UNIVERSITES ET ETABLISSEMENTS UNIVERSITE DE RECHERCHE PARIS SCIENCES ET LETTRES - PSL RESEARCH UNIVERSITY;130021488;SIREN
1284;DSO GROUP;435198627;SIREN
1284;ELKIOS;834400277;SIREN
1284;MCCORMICK FRANCE;622980027;SIREN
1284;ASSOCIATION NAT CABINETS RECOUVREMENTS;329220677;SIREN
1284;SYNDICAT VIGNERONS;420905192;SIREN
1289;ARNOLD ANDRE;488435686;SIREN
1289;BURGER SOHNE TRADING AG;510595630;SIREN
1289;SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES;331355263;SIREN
1289;J.CORTES FRANCE;418705000;SIREN
1289;SCANDINAVIAN TOBACCO  GROUP FRANCE;305792079;SIREN
1289;LANDEWYCK FRANCE;512610478;SIREN
1289;AGIO SIGAREN FABRIEKEN NV;517639662;SIREN
1289;DAVIDOFF OF GENEVA FRANCE;476350186;SIREN
1289;COPROVA;780074803;SIREN
1289;FLOR DE SELVA;397981812;SIREN
1289;VILLIGER FRANCE;488297490;SIREN
1291;IG MARKETS LIMITED;500540174;SIREN
1291;FOREX CAPITAL MARKETS LIMITED;509690905;SIREN
1291;X-TRADE BROKERS DOM MAKLERSKI;522758689;SIREN
1291;CMC MARKETS UK PLC;525225918;SIREN
1291;WH SELFINVEST;505299891;SIREN
1296;VANDELAY;811736461;SIREN
1296;SYLINK TECHNOLOGIE;829104595;SIREN
1296;ELNO;384894978;SIREN
1296;SUNERIS SOLUTION;811818848;SIREN
1296;GEOFLEX;789449659;SIREN
1296;SURVITEC SAS;507978369;SIREN
1296;GWAGENN;814614376;SIREN
1296;TECHNO BAM;802951467;SIREN
1296;SYNERESE;509129151;SIREN
1296;CERBAIR;812179760;SIREN
1296;ALEPH-NETWORKS;749906525;SIREN
1296;FORS-ENGINEERING;821091626;SIREN
1296;INVISIO COMMUNICATIONS A S;801013491;SIREN
1296;SARL PGM PRECISION;381521095;SIREN
1296;IXBLUE;433185121;SIREN
1296;SYSNAV;508594009;SIREN
1296;SEAIR;819778838;SIREN
1296;ELIKA TEAM;813259553;SIREN
1296;SOFRATECH;833924350;SIREN
1296;PROSHOCK;832779631;SIREN
1296;MIM TECH;834814659;SIREN
1296;M2M FACTORY;487824054;SIREN
1296;PRESAGIS EUROPE;378982409;SIREN
1296;UFAST;450746789;SIREN
1296;EARTHCUBE;818503146;SIREN
1296;OLEA INNOVATION;794221689;SIREN
1296;DEVPRIV;833146947;SIREN
1296;BLACKLEAF;841909781;SIREN
1296;CTRE NAT DE LA RECHERCHE SCIENTIFIQUE;180089013;SIREN
1296;PHOSPHORESCENCE;823765896;SIREN
1296;UNITIVE;824223689;SIREN
1296;LACTIPS;801500018;SIREN
1296;ACTIVMOTION;845003490;SIREN
1296;PIXMINDS;752076208;SIREN
1296;MOS NUTRITION;852239029;SIREN
1296;AIRBUS DS SAS;345076087;SIREN
1296;NEXTER ELECTRONICS;439568700;SIREN
1296;WILDSTEER;480160688;SIREN
1296;ZODIAC MILPRO INTERNATIONAL;534317011;SIREN
1296;BREN-TRONICS INTERNATIONAL SOLUTIONS SARL;752602268;SIREN
1296;NIKON FRANCE SAS;337554968;SIREN
1296;IMPACT;752383075;SIREN
1296;AIR ATTACK TECHNOLOGIES;448050450;SIREN
1296;SAFRAN ELECTRONICS & DEFENSE;480107911;SIREN
1296;L.F.E.;484460340;SIREN
1296;ATMOSPH AIR KATADYN FRANCE;388629503;SIREN
1296;COUTRIS CONSEIL INTERNATIONAL;532820347;SIREN
1296;ALPEX;432941623;SIREN
1296;MATERIELS INDUSTRIELS DE SECURITE;788377810;SIREN
1296;SATT ILE-DE-FRANCE INNOV;539868224;SIREN
1296;SATT OUEST VALORISATION;753000611;SIREN
1296;GROUPE D 'ETUDE ET DE RECHERCHE APPLIQUEE A LA COMPTABILITE;331968990;SIREN
1296;SERA INGENIERIE;498258490;SIREN
1296;MUSTHANE;350753612;SIREN
1296;SCROME;343162822;SIREN
1296;HAMARD TACTICAL TECHNOLOGIES - H.T.T;814576617;SIREN
1296;SYT TECHNOLOGIES;487601049;SIREN
1296;EUROPEAN DEFENSE ECONOMIC NETWORKS;510881741;SIREN
1296;MBDA;381737618;SIREN
1296;PHOTONIS INTERNATIONAL;534190913;SIREN
1296;CENTIGON FRANCE SAS;347994196;SIREN
1296;INCUBALLIANCE;432077444;SIREN
1296;MAGALI JONARD;812401875;SIREN
1296;LUCIAD;523227965;SIREN
1296;TR EQUIPEMENT;411152424;SIREN
1296;ALSEAMAR;340161595;SIREN
1296;PHOTOSPACE;492382197;SIREN
1296;SOCIETE DE CONFECTION BALSAN;712030402;SIREN
1296;ECOLE EUROPEENNE D INTELLIGENCE ECONOMIQUE;492038930;SIREN
1296;FGH SECURITY;438337560;SIREN
1296;UNION PROFESSIONNELLE DES OPERATEURS SPECIALISES DU COMMERCE INTERNATIONAL OSCI;W751176363;RNA
1296;SIMEON TECHNOLOGIES;810334706;SIREN
1296;BEWEIS;501664296;SIREN
1296;ECA ROBOTICS;509232591;SIREN
1296;SEMA S A;562089797;SIREN
1296;OUVRY;442929386;SIREN
1296;ATOS INTERNATIONAL;412190977;SIREN
1296;RENAULT TRUCKS DEFENSE;662043405;SIREN
1296;SCOPEX;449981570;SIREN
1296;THALES;552059024;SIREN
1296;STERNE;319379111;SIREN
1296;3M FRANCE;542078555;SIREN
1296;ESRI FRANCE SA;348499740;SIREN
1296;BERTIN TECHNOLOGIES;422511204;SIREN
1296;RIVOLIER PERE ET FS ARMURERIE;544500812;SIREN
1296;SOCIETE DE FABRICATION ET DISTRIBUTION DE MATERIELS NAUTIQUES;322895095;SIREN
1296;SILLINGER;431546233;SIREN
1296;ECLIPSE;407844588;SIREN
1296;CORDON ELECTRONICS;432371342;SIREN
1296;OTHELLO;810972992;SIREN
1296;AQUALUNG INTERNATIONAL;552134744;SIREN
1296;BG MENAGERS;592017743;SIREN
1296;ARDANTI &;435021951;SIREN
1296;WILCO INTERNATIONAL;399491612;SIREN
1296;FEDE NALE FAB FOURNITURES ADM CIVIL MILI;784178196;SIREN
1296;LABORATOIRE COTRAL;402960637;SIREN
1296;PROCOMM MMC;328178751;SIREN
1296;C-A-E- AVIATION;415059054;SIREN
1296;MI2LTON;829208396;SIREN
1296;MICROWAVE CHARACTERIZATION CENTER;452386121;SIREN
1296;AERACCESS;807453972;SIREN
1305;01DB-METRAVIB;409869708;SIREN
1305;NUTRISENS;491129813;SIREN
1305;SYNDICAT DES EQUIPEMENTS DE LA ROUTE;348302514;SIREN
1305;FEDER GEN ASS DEP PUPILLE ENS PUBLIC;784453318;SIREN
1305;CONTINENTAL FRANCE;380110304;SIREN
1306;MUTUELLE DU MINISTERE DE LA JUSTICE;775657521;SIREN
1306;MUTUELLE NATIONALE DES SAPEURS POMPIERS DE FRANCE;776949760;SIREN
1306;TERRITORIA MUTUELLE;483041307;SIREN
1306;MUTUELLE DES HOPITAUX DE LA VIENNE;314685835;SIREN
1306;MUTUELLE VIASANTE;777927120;SIREN
1306;AMELLIS MUTUELLES;775597768;SIREN
1306;MUTUELLE INTEGRANCE;340359900;SIREN
1306;OCIANE;434243085;SIREN
1306;SOC MUTUALISTE INTERPROFESSIONNELLE;784669954;SIREN
1306;MUTUELLE GENERALE DES AFFAIRES SOCIALES;784301475;SIREN
1306;MUTUELLE DU GROUPE RATP;775671969;SIREN
1306;LA MUTUELLE DES ETUDIANTS;431791672;SIREN
1306;CAISSE PREVOYANCE MULHOUSIENNE;775642598;SIREN
1306;LA MUTUELLE VERTE;309104099;SIREN
1306;GROUPE FRANCE MUTUELLE;784492084;SIREN
1306;MUTUELLE MIEUX ETRE;775659907;SIREN
1306;MUTUELLE BLEUE;775671993;SIREN
1306;MUTUELLE COMPLEMENTAIRE D'ALSACE;778900027;SIREN
1306;REUNICA MUTUELLE;432836849;SIREN
1306;MUTUELLE FAMIL CHEMINOTS DE FRANCE;784394413;SIREN
1306;SOLID MUTUA ASS TRAVA INDEP SALAR FRANCE;781166293;SIREN
1306;CCMO MUTUELLE;780508073;SIREN
1306;MUTUELLE INTERGROUP D'ENTRAIDE;784275885;SIREN
1306;SOC MUTUALISTE PERNOD;444269187;SIREN
1306;MUT UNION NATIONALE DES COMBATTANTS;784360661;SIREN
1306;MUTUELLE GOODYEAR DUNLOP FRANCE;391416591;SIREN
1306;MUT ACCIDENTS CONFED GEN OEUVRES LAIQUES;331903757;SIREN
1306;MUTUELLE INTERP LES MENAGES PREVOYANTS;785151689;SIREN
1306;CENTRE MUTUALISTE INTERPROFESSIONNEL;339420226;SIREN
1306;MUT'EST;775641681;SIREN
1306;MUT ASSUR PERSON EXTERIEUR SAL GPT AXA;333574390;SIREN
1306;LES MUTUELLES ENSEMBLE;443756770;SIREN
1306;AVENIR SANTE MUTUELLE;775671951;SIREN
1306;GROUPE DES MUTUELLES INDEPENDANTES;783376270;SIREN
1306;MUTUELLE GENERALE INTERPROFESSIONNELLE;437994205;SIREN
1306;MUTUELLES DU SOLEIL LIVRE II;782395511;SIREN
1306;MUTUELLE UNION DU COMMERCE ET DES SCOP;788108546;SIREN
1306;MUTUELLE SERVIR;311426811;SIREN
1306;MUTUELLE PERSONNELS CPAMIF ORGAN SOCIAUX;784394363;SIREN
1306;CHORUM;784621419;SIREN
1306;MUTUELLE GENERALE DE LA DISTRIBUTION;429211469;SIREN
1306;MUTUELLE 403;781166210;SIREN
1306;M.B.A MUTUELLE;777749409;SIREN
1306;PREVOYANCE MUTUALISTE D'ILE DE FRANCE;785873852;SIREN
1306;SOCIETE MUTUALISTE LA CHOLETAISE;315519231;SIREN
1306;MUTUELLE MMH;784608754;SIREN
1306;MUTUELLE GENERALE DES ETUDIANTS DE L EST;783332448;SIREN
1306;SOC MUT PERSONNEL DES MMA & SES FILIALES;352003180;SIREN
1306;SOLIDARITE RUR ET URBAINE ALSACE;778847301;SIREN
1306;MUTUELLE DU PAYS HAUT;783303209;SIREN
1306;MUTUELLE LE LIBRE CHOIX;783747793;SIREN
1306;MUTUELLE DE PREVOYANCE ET DE SANTE;432683787;SIREN
1306;MUTUELLE PREVOYANCE INTERPROFESSIONNELLE;775659378;SIREN
1306;SUD-OUEST MUTUALITE;777169079;SIREN
1306;MUTUELLE SOLIDARITE AERONAUTIQUE;419542063;SIREN
1306;MUTUELLE DE L'OISE AGENTS TERRITORIAUX;780508081;SIREN
1306;LA PREVOYANCE ARTISANALE COM SALARIALE;778868513;SIREN
1306;MICILS;302927553;SIREN
1306;MUTUELLE SAINT AUBANNAISE;390998466;SIREN
1306;MUTAG;382556900;SIREN
1306;MUTUELLE LA VENDARGUOISE;443821624;SIREN
1306;MUTUELLE INTERENTREPRISES DES CAVES;776744690;SIREN
1306;BANQUE POPULAIRE MUTUALITE;429873706;SIREN
1306;MUTUELLE LA FRATERNITE;443815196;SIREN
1306;MUTUELLE GENERALE PREVOYANCE SOCIALE;320377906;SIREN
1306;MUTUELLE AERONAUTIQUE BOUGUENAIS;342826575;SIREN
1306;MUTUELLE LOU CLAPAS L'AVEYRONNAISE;443911342;SIREN
1306;MUTUELLE LA FRATERNELLE;776011330;SIREN
1306;MUTUELLE INTERPROFESSIONNELLE;776042327;SIREN
1306;MUTUELLE FAMILIALE REGION DE FOURMIES;783623655;SIREN
1306;GROUPE AESIO;821965241;SIREN
1306;ADREA MUTUELLE;311799878;SIREN
1306;EOVI MCD MUTUELLE;317442176;SIREN
1306;AVENIR MUTUELLE;302976592;SIREN
1306;MUTUELLE APREVA;775627391;SIREN
1306;MUTUELLE DES ELUS LOCAUX;388887259;SIREN
1306;VITTAVI;775584980;SIREN
1306;MUTUELLE GENERALE EDUCATION NATIONALE;775685399;SIREN
1306;MUTUELLE NATIONALE TERRITORIALE MNT;775678584;SIREN
1306;MUTUELLE GENERALE DE L'ECONOMIE DES FINANCES ET DE L INDUSTRIE;499982098;SIREN
1306;MGEN FILIA;440363588;SIREN
1306;MUTAME TERRITOIRE DE BELFORT;344710991;SIREN
1306;MUTACITE;444042303;SIREN
1306;MUTUELLE CENTRALE FINANCES;302976568;SIREN
1306;MUTUELLE DES AFFAIRES ETRANGERES;775666332;SIREN
1306;CDC MUTUELLE;784301434;SIREN
1306;CAISSE MUT PREV PERS COL TER HTE SAVOIE;776525610;SIREN
1306;MUT AGENTS TERRITO MEMBRES EXTER NORMAND;780915898;SIREN
1306;HARMONIE MUTUELLES;479834012;SIREN
1306;HARMONIE MUTUELLE;538518473;SIREN
1306;HARMONIE FONCTION PUBLIQUE;790314017;SIREN
1306;MUTUELLE DU GROUPE BNP PARIBAS;784410847;SIREN
1306;MUTUELLE DU CHU HOPITAUX DU PUY DE DOME;347391948;SIREN
1306;UNION NATIONALE MUTUELLES D' ENTREPRISES;414111930;SIREN
1306;MUTUELLE DES ORGANISMES SOCIAUX;778213678;SIREN
1306;MUTUELLE BTP SUD EST ET REGIONS FRANCE;390917953;SIREN
1306;MUTUELLE ENTREPRISE UGINE GUEUGNON N°341;778588111;SIREN
1306;BPCE MUTUELLE;776466963;SIREN
1306;MUTUELLE EPC;391399326;SIREN
1306;MUTUELLE NATIONALE PERSO ETS MICHELIN;382046464;SIREN
1306;MUTUELLE METIERS ELECTRONIQUE INFORMATI;391399052;SIREN
1306;MUTUELLE ENTREPRISES SCHNEIDER ELECTRIC;390820058;SIREN
1306;SOC MUTUALISTE CHIRURGIEN COMPLEMENT BDF;775657125;SIREN
1306;MUTUELLE SANTE EIFFAGE ENERGIE;391526225;SIREN
1306;MUTUELLE DU PERSONNEL DES AGF;442882411;SIREN
1306;MFTSV;330929845;SIREN
1306;MUTUELLE FAMILIALE  ALSTHOM RATEAU;341020667;SIREN
1306;LA FRATERNELLE MUTUELLE INTERENTREPRISES;302999115;SIREN
1306;MUTAERO;776950610;SIREN
1306;MUTUELLE ENTRAIDE MUTUALITE FRANCAISE;438804312;SIREN
1306;MUTUELLE LA FRANCE MARITIME;413423005;SIREN
1306;MUTUELLE INDUS AERONAUT SPATIAL CONNEXES;785280884;SIREN
1306;MUTUELLE SOCIETE MARSEILLAISE CREDIT;344756358;SIREN
1306;MUT EST;442907127;SIREN
1306;MUTUELLE PROVENCE ENTREPRISES;348099789;SIREN
1306;MUTUELLE D'OUEST FRANCE;390730893;SIREN
1306;SOCIETE MUTUALISTE INTER ENTREPRISES;407879709;SIREN
1306;MUT PERSO ORGAN SOCIA SIMIL REG TOULOUSE;776950602;SIREN
1306;MUTUELLE UNEO;503380081;SIREN
1306;MUTUELLE GENERALE DE LA POLICE;775671894;SIREN
1306;MUTUELLE NAT HOSPIT PROF SANTE SOCIAL;775606361;SIREN
1306;LA MUTUELLE GENERALE;775685340;SIREN
1306;MATMUT MUTUALITE;775701485;SIREN
1306;GRAND EST MUTUELLE DITE RADIANCE GROUPE HUMANIS GRAND EST;483747333;SIREN
1306;MUTUELLE HUMANIS NATIONALE;339358681;SIREN
1306;MUTUELLE DE L'INDUSTRIE DU PETROLE;775671902;SIREN
1306;MUTUELLE RENAULT;775722655;SIREN
1306;FEDERAT MUTUALISTE INTERDEP REG PARISIEN;775662869;SIREN
1306;MUTUELLE UMC;529168007;SIREN
1306;MUTUELLE KLESIA SAINT GERMAIN;344033360;SIREN
1306;MUTUELLE DES CLERCS ET EMPLOYES NOTAIRE;784338618;SIREN
1306;MUTUELLE CIVILE DE LA DEFENSE;784621476;SIREN
1306;MUTUELLE DES CHAMBRES COMMERCE INDUSTRIE;784718355;SIREN
1306;MUTUELLE DU PERSONNEL GPE SOC GEN;784410805;SIREN
1306;MUTUELLE VALEO;784718397;SIREN
1306;CAISSE NATIONALE MUTUALISTE PREVOYANCE SANTE;784492100;SIREN
1306;MUTUELLE GENERALE SANTE;785476003;SIREN
1306;MUTUELLE CYBELE SOLIDARITE;443885355;SIREN
1306;MUTUELLE FACOM;444060099;SIREN
1306;MUTUELLE DE NATIXIS;784312860;SIREN
1306;SOC MUT AUTEURS COMPOS EDITEURS MUSIQUE;784410771;SIREN
1306;MUTUELLE DE PONTOISE;333212561;SIREN
1306;SOC MUTUAL INTERPROF REGION SUD EST PARI;785721671;SIREN
1306;MUTUELLE DU PERSONNEL DE LA MUTUALITE FRANCILIENNE;442763595;SIREN
1306;FEDERATION DES MUTUELLES DE FRANCE;784411068;SIREN
1306;MACIF-MUTUALITE;779558501;SIREN
1306;APIVIA MUTUELLE;775709710;SIREN
1306;MUTUELLE NATIONALE PERSONNELS AIR FRANCE;379718653;SIREN
1306;MUTUEL NATION FONCT COLLECT TERRITORIALE;784442899;SIREN
1306;MUTUELLE DU PERSONNEL IBM;391346236;SIREN
1306;MUTUELLE DE PREVOYANCE DU PERSONNEL DU GROUPE MACIF;443172507;SIREN
1306;MALAKOFF MEDERIC MUTUELLE;784718256;SIREN
1306;MUTUELLE FAMILIALE;784442915;SIREN
1306;MUTUELLE GENERALE DES CHEMINOTS;775678550;SIREN
1306;IDENTITES MUTUELLE;379655541;SIREN
1306;LA MUTUELLE AUDIENS DE LA PRESSE, DU SPECTACLE ET DE LA COMMUNICATION;775659923;SIREN
1306;LA MUTUELLE DE BAGNEAUX;444205769;SIREN
1306;ACORIS MUTUELLES;780004099;SIREN
1306;MUTUELLE INTERIALE;775685365;SIREN
1306;LA MUTUELLE INTERIALE ENTREPRISES ET EXPATRIES;784647323;SIREN
1306;MUTUELLE JURASSIENNE   MUTI;778396507;SIREN
1306;MUTUELLE GEODIS;442930939;SIREN
1310;AUSTRAL FOOD INTERNATIONAL;433187234;SIREN
1310;COFREMAR;350229753;SIREN
1310;COMPTOIR DES 3 CAPS;451435754;SIREN
1310;INTERPRAL - ULYSSE;622059343;SIREN
1310;KERMAD;385296702;SIREN
1310;A.S.C. CONSULTING;493193429;SIREN
1310;CHALLENGE INTERNATIONAL;347585069;SIREN
1310;KRUSTAFISH;443815022;SIREN
1310;CONHEXA;302238605;SIREN
1310;KRUZ SEAFOOD;395153653;SIREN
1310;CORNIC;343405189;SIREN
1310;COSMOS FOODS;432113371;SIREN
1310;EUROCONTACT S.A.;950391235;SIREN
1310;EURO WILD;381206374;SIREN
1310;LPO SOGENA;440678712;SIREN
1310;NATIONAL 1;350558128;SIREN
1310;NAUTILUS-FOOD SA;399406156;SIREN
1310;DAMIEN DE JONG;668501521;SIREN
1310;FIRST ATLANTIQUE;401494703;SIREN
1310;SYND FEDERATION PROFESS PISCINE FPP;070805668;SIREN
1310;ELAFOOD;438869406;SIREN
1310;FRESHPACK;421297243;SIREN
1310;NORDIC SEAFOOD FRANCE;439562786;SIREN
1310;PRESTATION LOGISTIQUE TRANSPORT ET TRANS IT;492007901;SIREN
1310;DAVIGEL;632750139;SIREN
1310;FJORD IMPORT;333314532;SIREN
1310;GELAZUR;960802619;SIREN
1310;LEON VINCENT;561750845;SIREN
1310;LICAAL;434665568;SIREN
1310;LMG FINANCE;438983645;SIREN
1310;L.V.M.E;522862689;SIREN
1310;NATURAL FISH;519032643;SIREN
1310;EUROCHILE;402455547;SIREN
1310;GELFISH EXPLOITATION;515352169;SIREN
1310;GENERALE D IMPORTATION NORD;511674160;SIREN
1310;GREENLAND SEAFOOD EUROPE S.A.S;329438170;SIREN
1310;ICELAND SEAFOOD FRANCE;431738160;SIREN
1310;INTERFOOD;399138601;SIREN
1310;POMONA;552044992;SIREN
1310;GROUPE BARBA;311492250;SIREN
1310;SOCIETE DE GERANCE DU LIBRE SERVICE AH CHOU;315984161;SIREN
1310;ALIZE INTERNATIONAL;404526683;SIREN
1310;ALPHA BAY;400044418;SIREN
1310;ARGIS-GALAC'SEA;402810717;SIREN
1310;ARMEMENT DES MASCAREIGNES DISTRIBUTION;414890996;SIREN
1310;PRIMEX INTERNATIONAL;328667944;SIREN
1310;PROMOTION & DISTRIBUTION RESSOURCES MER;351933411;SIREN
1310;RELAIS D'OR CENTRALE;315983569;SIREN
1310;ROYAL GREENLAND VERTRIEBS GMBH;798900494;SIREN
1310;SAPMER;350434494;SIREN
1310;SEABLUE;432083558;SIREN
1310;SEAFRIGO LOGISTIQUE;509425914;SIREN
1310;STE NOUVELLE DES PECHES DE MIQUELON;402769764;SIREN
1310;SOMEGEL INTERNATIONAL;414624932;SIREN
1310;SOC DE TRANSFORMATION ALIMENTAIRE;950381418;SIREN
1310;SOVINTEX;301637203;SIREN
1310;TRANSIT MARITIME ENTREPOSAGE AFFRETEMENT LOGISTIQUE;438052227;SIREN
1310;TIPIAK PLATS CUISINES SURGELES;304992043;SIREN
1310;VESTEY FOODS FRANCE;582059507;SIREN
1310;WANLY;350351763;SIREN
1310;DEMARNE;552060519;SIREN
1320;RTE RESEAU DE TRANSPORT D'ELECTRICITE;444619258;SIREN
1320;ELECTRICITE DE FRANCE;552081317;SIREN
1320;UNION NATIONALE DES ENTREPRISES LOCALES D'ELECTRICITE ET DE GAZ;499055911;SIREN
1320;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1320;ENEDIS;444608442;SIREN
1320;INEO;552108797;SIREN
1320;FRANCE HYDRO ELECTRICITE GPAE ECOWATT;420030967;SIREN
1320;ENGIE;542107651;SIREN
1320;GAZEL ENERGIE SOLUTIONS;501706170;SIREN
1320;TOTAL DIRECT ENERGIE;442395448;SIREN
1320;DALKIA;456500537;SIREN
1320;ENGIE ENERGIE SERVICES;552046955;SIREN
1320;IDEX ENERGIES;315871640;SIREN
1320;EDF ENERGIES NOUVELLES;379677636;SIREN
1320;ENERGY POOL DEVELOPPEMENT;511797904;SIREN
1320;TOTAL ENERGIE GAZ;429909351;SIREN
1320;COMPAGNIE NATIONALE DU RHONE;957520901;SIREN
1320;GAZEL ENERGIE GENERATION;399361468;SIREN
1321;PRODUCTIONS ALLELUIA;652057605;SIREN
1321;ROYAL RIVER;380578781;SIREN
1321;ROY MUSIC;480570399;SIREN
1321;MYSTIC RUMBA;518675228;SIREN
1321;INSTITUT NATIONAL DE L'AUDIOVISUEL;302421193;SIREN
1321;LA CILE;342060944;SIREN
1321;MALLIGATOR PRODUCTIONS;398728790;SIREN
1321;MPO INTERNATIONAL;775613656;SIREN
1321;PLANET WOO;414153023;SIREN
1321;PSCHENT MUSIC;399660695;SIREN
1321;RICORDU DIFFUSION;440470037;SIREN
1321;DESSOUS DE SCENE PRODUCTIONS;488611732;SIREN
1321;EAST 47TH MUSIC;829044080;SIREN
1321;ABACABA;418526372;SIREN
1321;ADF BAYARD MUSIQUE;552021990;SIREN
1321;SOBER & GENTLE;448997254;SIREN
1321;SILENE EDITIONS;487548935;SIREN
1321;SONY MUSIC ENTERTAINMENT FRANCE SAS;542055603;SIREN
1321;KOS AND CO;389455486;SIREN
1321;UNIMUSIC;791866304;SIREN
1321;UNIVERSAL MUSIC FRANCE;414945188;SIREN
1321;VITAL SONG PRODUCTION;482856978;SIREN
1321;THE WALT DISNEY COMPANY (FRANCE);401253463;SIREN
1321;THE HOURS FRANCE;501865976;SIREN
1321;MISTER IBE;808940944;SIREN
1321;PREMIERE PARTIE;484597703;SIREN
1321;LES NOUVELLES EDITIONS FRANCAISES;313166621;SIREN
1321;SIP ANIMATION;312161516;SIREN
1321;C.PROD;482372802;SIREN
1321;BONSAI MUSIC;384001590;SIREN
1321;ARB;308907708;SIREN
1321;SCORPIO MUSIC;306292384;SIREN
1321;VINTESS INNOVATION ENTERTAINMENT;750285660;SIREN
1321;ARION SA;622034734;SIREN
1321;AUSTERLITZ;448166397;SIREN
1321;CORELIA L'ALGARADE;499449866;SIREN
1321;DE PLEIN VENT SARL;308428127;SIREN
1321;TRICATEL;421620089;SIREN
1321;EUROPEENNE DU SON;397717042;SIREN
1321;GAUMONT MUSIQUES;494535255;SIREN
1321;HERCULMUSIC PUBLISHING;316500347;SIREN
1321;IRFAN (LE LABEL);437530694;SIREN
1321;LE CHANT DU MONDE;324521921;SIREN
1321;VERYCORDS;538417148;SIREN
1321;WARNER MUSIC FRANCE;712029370;SIREN
1321;ZYX MUSIC PARIS;388335671;SIREN
1321;RISING BIRD MUSIC;814773396;SIREN
1321;SOUND EFFECT KILLER-KAYCI IMAGE;499836922;SIREN
1321;SOULBEATS RECORDS;528872187;SIREN
1329;DRAGAGE TRANSPORTS ET TRAVAUX MARITIMES;304516420;SIREN
1329;GAZOCEAN;682014071;SIREN
1329;GROUPEMENT POUR LA GESTION DE NAVIRES DE RECHERCHE GENAVIR;306986647;SIREN
1329;SOCIETE DE TRANSPORTS FLUVIO MARITIMES DE L'OUEST;318992690;SIREN
1329;THOMAS SERVICES MARITIMES;442176749;SIREN
1329;V SHIPS FRANCE SAS;437893159;SIREN
1329;DFDS SEAWAYS;494064355;SIREN
