civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
M;Président;SABOURAUD;Michel;1451;SABOURAUD Michel
M;SG;PARROT;Laurent;1451;PARROT Laurent
M;Président Directeur Général;TCHENG;Philippe;1452;TCHENG Philippe
MME;Directeur;DUROC;Céline;1453;DUROC Céline
M;Président;PEYRAUBE;Daniel;1453;PEYRAUBE Daniel
M;PRESIDENT;DRUILHE;Michel;1454;DRUILHE Michel
M;Directeur Général;HERMES;Jean-Emmanuel;1454;HERMES Jean-Emmanuel
M;président;BLANDIN;Clément;1455;BLANDIN Clément
M;Président;DELCAMBRE;Bertrand;1456;DELCAMBRE Bertrand
M;Directeur Qualitel et Président de Cerqual Qualitel Certification;DESBARRIERES;Antoine;1456;DESBARRIERES Antoine
M;Directeur Général CERQUAL Qualitel Certification;JULLIEN;Pierre-Henri;1456;JULLIEN Pierre-Henri
M;Président;SCHAUS;Philippe;1457;SCHAUS Philippe
M;Président;DELEPAU;Jean-François;1458;DELEPAU Jean-François
M;Président;FUSCO;Jean-François;1459;FUSCO Jean-François
M;Président;OUDEA;Frédéric;1460;OUDEA Frédéric
M;Directeur général par intérim;DE LA CHAPELLE BIZOT;Benoît;1460;DE LA CHAPELLE BIZOT Benoît
M;Président;HOSPITAL;Joël;1461;HOSPITAL Joël
M;Vice Président;LAUNOY;Eric;1461;LAUNOY Eric
M;Secrétaire Général;LEVEQUE;Benoit;1461;LEVEQUE Benoit
M;Vice Président;PROT;Hubert;1461;PROT Hubert
M;Trésorier;PRON;Christophe;1461;PRON Christophe
M;Président de la société Galimmo Services France, Gérante de Galimmo SCA;AOUSTIN;Maël;1462;AOUSTIN Maël
M;Président;DELEPAU;Jean-François;1463;DELEPAU Jean-François
M;Directeur Général;THOMAS;Frédéric;1464;THOMAS Frédéric
M;Directeur Général Délégué;LANGRENEY;Thierry;1464;LANGRENEY Thierry
M;Directeur Général Délégué;LE BIHAN;Henri;1464;LE BIHAN Henri
M;MEMBRE DU BUREAU;LOISEAU;Philippe;1465;LOISEAU Philippe
M;MEMBRE DU BUREAU;CAMPECH;Jean-Pierre;1465;CAMPECH Jean-Pierre
M;MEMBRE DU BUREAU;CLEDEL;Jean-François;1465;CLEDEL Jean-François
M;MEMBRE DU BUREAU;PRIKAZSKY;Marc;1465;PRIKAZSKY Marc
MME;MEMBRE DU BUREAU;GRANGE;Agnès;1465;GRANGE Agnès
M;MEMBRE DU BUREAU;CALES;Jean-Paul;1465;CALES Jean-Paul
M;MEMBRE DU BUREAU;MOLLAT;Denis;1465;MOLLAT Denis
M;MEMBRE DU BUREAU;MARCILLAUD;Serge;1465;MARCILLAUD Serge
M;DIRECTEUR GENERAL;FAUGERE;Pascal;1465;FAUGERE Pascal
M;PRESIDENT;SEGUIN;Patrick;1465;SEGUIN Patrick
M;Secrétaire Général Membre du Directoire;MAHE;Vincent;1466;MAHE Vincent
M;Directeur Général Membre du Directoire;CHAZELLE;Yves;1466;CHAZELLE Yves
M;Président du Directoire;YCHE;André;1466;YCHE André
M;Directeur Général Membre du Directoire;FLAM;Manuel;1466;FLAM Manuel
M;Président Directeur Général;DININ;Alain;1467;DININ Alain
M;Directeur Général Délégué;RUGGIERI;Jean-Philippe;1467;RUGGIERI Jean-Philippe
M;Directeur Général Délégué;CARMONA;Julien;1467;CARMONA Julien
M;Directeur Général Délégué;VERDAVAINE;Frédéric;1467;VERDAVAINE Frédéric
MME;Directeur Général Adjoint;BEDAGUE;Véronique;1467;BEDAGUE Véronique
M;Président;WEBER;Dominique;1468;WEBER Dominique
M;Président;ROUSSAT;Olivier;1469;ROUSSAT Olivier
M;Directeur Général;VIEL;Richard;1469;VIEL Richard
M;président;REPELIN;Laurent;1470;REPELIN Laurent
M;Gérant;JESTIN;Jean-Marc;1471;JESTIN Jean-Marc
M;Président;GARRETA;André;1472;GARRETA André
M;Directeur Général;LAVIEILLE;Frank;1472;LAVIEILLE Frank
M;Président;POMMAT;Dominique;1473;POMMAT Dominique
M;Vice-président;PRIOUZEAU;Antoine;1473;PRIOUZEAU Antoine
M;President;DEMIOT;Philippe;1474;DEMIOT Philippe
M;Président;BERTHILIER;Roland;1475;BERTHILIER Roland
MME;Directrice générale;HÉBERT;Isabelle;1475;HÉBERT Isabelle
M;Président;BAJOT;Nestor;1476;BAJOT Nestor
M;PRESIDENT;TOURNOIS;Philippe;1477;TOURNOIS Philippe
MME;SECRETAIRE GENERALE;BOUTILLOT;Therese;1477;BOUTILLOT Therese
M;Président;BAL;Jean-Louis;1478;BAL Jean-Louis
M;Directeur Général;BLANDINIERES;Thierry;1479;BLANDINIERES Thierry
M;Directeur Général Bioline by InVivo;MARTEL;Laurent;1479;MARTEL Laurent
M;Directeur Général InVivo Retail;DARRASSE;Guillaume;1479;DARRASSE Guillaume
M;Directeur Général InVivo Wine;NOYERE;Frédéric;1479;NOYERE Frédéric
M;PRESIDENT;MANGIN;Philippe;1479;MANGIN Philippe
M;Président du SNPAR;DREMAUX;André;1480;DREMAUX André
M;Gérant;SNEDDON;David;1481;SNEDDON David
M;Gérant;YI;Kenneth;1481;YI Kenneth
M;Président;FOUILHOUX;Gaëtan;1482;FOUILHOUX Gaëtan
M;Directeur Général;BOLLORE;Thierry;1483;BOLLORE Thierry
M;Président;GUILLEMARD;Davy;1484;GUILLEMARD Davy
M;Président;LOHNHERR;Alexander;1485;LOHNHERR Alexander
MME;Déléguée générale;BEURDELEY;Camille;1485;BEURDELEY Camille
M;Président;LE BAILLIF;Pierre;1486;LE BAILLIF Pierre
M;Président;DUMOULIN;Philippe;1487;DUMOULIN Philippe
MME;Vice-Présidente;CHARONNAT;Mireille;1487;CHARONNAT Mireille
MME;Déléguée Régionale;THIROLLE;Tiffany;1487;THIROLLE Tiffany
M;Président;DE POTON D'AMÉCOURT;Antoine;1488;DE POTON D'AMÉCOURT Antoine
M;trésorier;SERVOIS;Bertrand;1488;SERVOIS Bertrand
MME;1ière Vice-Présidente;COISNE;Sylvie;1488;COISNE Sylvie
M;1er vice-président;DE JERPHANION;Bruno;1488;DE JERPHANION Bruno
M;administrateur membre du bureau;DE RODELLEC;Benoit;1488;DE RODELLEC Benoit
M;administrateur membre du bureau;RIME;Jean Etienne;1488;RIME Jean Etienne
M;administrateur membre du bureau;BERTRAND;Olivier;1488;BERTRAND Olivier
M;Président;CEVASCO;Christophe;1489;CEVASCO Christophe
M;Directeur Général;GILSON;Jean-Marc;1490;GILSON Jean-Marc
M;PRESIDENT;THORAL;Christophe;1491;THORAL Christophe
MME;Directrice Générale;BINST;Marianne;1492;BINST Marianne
M;Président;YOU;Pierre;1493;YOU Pierre
M;Directeur Tesla France;DEMONT;Jacques;1494;DEMONT Jacques
M;Président;GUEGAN;Thomas;1495;GUEGAN Thomas
M;Président;MEON;Philippe;1496;MEON Philippe
MME;Présidente;RUFFIN;Laurence;1497;RUFFIN Laurence
M;Président;LANNES;Bernard;1498;LANNES Bernard
M;Directeur général;COMBRES;Alain;1498;COMBRES Alain
MME;Déléguée Générale;BADAT KARAM;Samia;1499;BADAT KARAM Samia
M;Président;PHILIBERT;Jean Pierre;1499;PHILIBERT Jean Pierre
M;Président;FISCHER;Daniel;1500;FISCHER Daniel
M;Président;FANTUZ;Stéphane;1501;FANTUZ Stéphane
MME;Directrice générale;FERRY-FALL;Marie-Anne;1502;FERRY-FALL Marie-Anne
M;Directeur juridique;MAILLARD;Thierry;1502;MAILLARD Thierry
M;Directeur administratif et financier;LEROUX;Yann;1502;LEROUX Yann
M;Président du Directoire;DUVAL;Alexis;1503;DUVAL Alexis
M;Président;CHALVON DEMERSAY;Pascal;1504;CHALVON DEMERSAY Pascal
M;Président;HOREL;Pierrick;1505;HOREL Pierrick
M;Co-président;AILHAUD;David;1505;AILHAUD David
MME;Directrice Générale;BOISSARD;Sophie;1506;BOISSARD Sophie
M;Président;GENDRON;Jean-François;1507;GENDRON Jean-François
M;Directeur général;SCHLESSER;Alain;1507;SCHLESSER Alain
M;Président;JOLY;Michel;1508;JOLY Michel
M;VICE-PRESIDENT;MONIN;Jean;1508;MONIN Jean
M;TRESORIER;GINESTET;Michel;1508;GINESTET Michel
MME;SECRETAIRE;QUILES;Emmanuelle;1508;QUILES Emmanuelle
M;Président;FLOREN;Patrick;1509;FLOREN Patrick
M;Directeur Général depuis le 25/072019;VAILHEN;Philippe;1510;VAILHEN Philippe
M;Directeur Général depuis le 25/07/2019;BENANT;Lionel;1510;BENANT Lionel
M;Président;FOUREL;Eric;1510;FOUREL Eric
M;Co-Président;MAZELLA;Frédéric;1511;MAZELLA Frédéric
MME;Vice-Présidente;ROUYRÈS;Lara;1511;ROUYRÈS Lara
MME;Vice-Présidente;ECK;Sarah-Diane;1511;ECK Sarah-Diane
M;Co-Président;CHAMBOREDON;Jean-David;1511;CHAMBOREDON Jean-David
MME;Vice-Présidente;HOURY;Claire;1511;HOURY Claire
M;Vice-Président;MATHIOT;Olivier;1511;MATHIOT Olivier
MME;Directeur des Opérations;CALLES;Brigitte;1512;CALLES Brigitte
M;président;VASSENEIX;Emmanuel;1513;VASSENEIX Emmanuel
M;Secrétaire du Bureau;CLAUDE;Bernard;1514;CLAUDE Bernard
M;Vice-Président;CLAUDEL;Gérard;1514;CLAUDEL Gérard
M;Premier Vice-Président;GENTER;Fabrice;1514;GENTER Fabrice
M;Vice-Président;HASSELER;Jean-Paul;1514;HASSELER Jean-Paul
M;Vice-Président;HEIMBURGER;Jean-Luc;1514;HEIMBURGER Jean-Luc
M;Assesseur au Bureau;KOCH;Jérôme;1514;KOCH Jérôme
M;Trésorier;LEMELLE;Dominique;1514;LEMELLE Dominique
MME;Secrétaire du Bureau;MULLER-BECKER;Nicole;1514;MULLER-BECKER Nicole
M;Vice-Président;PAGEAU;Jean-Paul;1514;PAGEAU Jean-Paul
M;Vice-Président;PELISSIER;François;1514;PELISSIER François
MME;Trésorier adjoint;ROTH;Christiane;1514;ROTH Christiane
M;Président;STIMPFLIN;Gilbert;1514;STIMPFLIN Gilbert
M;Assesseur au Bureau;COGET;Henri;1514;COGET Henri
M;Vice-Président;CONVERS;Sylvain;1514;CONVERS Sylvain
M;Vice-Président;SPIRE;Géraud;1514;SPIRE Géraud
M;Directeur Général depuis le 1/01/2019;BOUCHARD;François;1514;BOUCHARD François
MME;Avocat Associé;BOUVIALA;Amélie;1515;BOUVIALA Amélie
M;Président;VAUCHEZ;Etienne;1516;VAUCHEZ Etienne
M;Vice-président;COULIN;François;1516;COULIN François
M;Directeur Général;GUIMIER;Laurent;1517;GUIMIER Laurent
M;Président;LAGARDERE;Arnaud;1517;LAGARDERE Arnaud
M;Président;SEKKAKI;Nicolas;1518;SEKKAKI Nicolas
M;Président Directeur Général;LEROY;Guillaume;1519;LEROY Guillaume
M;Président;MARGERIDON;Pierre;1520;MARGERIDON Pierre
MME;Déléguée Générale;JALLET;Pascale;1520;JALLET Pascale
M;PRESIDENT;FLAMAND;Eric;1521;FLAMAND Eric
M;Président;TENHAEF;Stephan;1522;TENHAEF Stephan
M;Président de la FP2E;VAN HEEMS;Frédéric;1523;VAN HEEMS Frédéric
M;Délégué général;MATHIEU;Tristan;1523;MATHIEU Tristan
M;Président;FORESTIER;Sylvain;1524;FORESTIER Sylvain
M;PRESIDENT;TIQUET;Andre;1525;TIQUET Andre
M;Managing Director;PEREE;Jean-Louis;1526;PEREE Jean-Louis
M;Président;BRETON;Pascal;1527;BRETON Pascal
M;Président;SANTOUL;Jean-Baptiste;1528;SANTOUL Jean-Baptiste
M;Président;CARPENTIER;Jean-Philippe;1529;CARPENTIER Jean-Philippe
M;Directeur Général;BURNAND;Manuel;1529;BURNAND Manuel
M;Président;DRU;Jean-Marie;1530;DRU Jean-Marie
M;Directeur général;LYON;Sébastien;1530;LYON Sébastien
M;Président;OSENAT;Jean-Pierre;1531;OSENAT Jean-Pierre
M;secrétaire général;DE MOUSTIER;Nicolas;1531;DE MOUSTIER Nicolas
M;secrétaire général adjoint;KAHN;David;1531;KAHN David
M;membre du Bureau;PESTEL-DEBORD;Vincent;1531;PESTEL-DEBORD Vincent
M;vice-président;MIRABAUD;Fabien;1531;MIRABAUD Fabien
M;vice-président;SARROU;Vincent;1531;SARROU Vincent
M;trésorier;PILLON;Eric;1531;PILLON Eric
M;membre du Bureau;DELCAMP;Jérôme;1531;DELCAMP Jérôme
M;Gérant;DE FROMENT;Charles;1532;DE FROMENT Charles
M;PDG;SCHNEIDER MAUNOURY;Laurent;1533;SCHNEIDER MAUNOURY Laurent
M;Président;DE ROMANET;Augustin;1534;DE ROMANET Augustin
M;Délégué général;DE BRESSON;Arnaud;1534;DE BRESSON Arnaud
M;Secrétaire général;PITHON;Alain;1534;PITHON Alain
MME;Directrice générale, Pôle FINANCE INNOVATION;DURIEUX;Joëlle;1534;DURIEUX Joëlle
MME;PRESIDENT;ROBERT-GUERARD;Eleonore;1535;ROBERT-GUERARD Eleonore
MME;VICE-PRESIDENT DIRECTEUR GENERAL;ROBERT-GUERARD;Adeline;1535;ROBERT-GUERARD Adeline
MME;DIRECTEUR GENERAL;BARTHELEMY;Biche;1535;BARTHELEMY Biche
M;DIRECTEUR GENERAL;ROBERT-GUERARD;Michel;1535;ROBERT-GUERARD Michel
M;DIRECTEUR GENERAL;BELTRANDO;Jauffray;1535;BELTRANDO Jauffray
MME;Déléguée générale;WERQUIN;Christelle;1536;WERQUIN Christelle
M;Avocat associé, gérant;ORTEGA;Olivier;1537;ORTEGA Olivier
M;Directeur Général;SMITH;Benjamin;1538;SMITH Benjamin
MME;Présidente non exécutive;COUDERC;Anne-Marie;1538;COUDERC Anne-Marie
M;Directeur Général;VALENTINI;Anthony;1539;VALENTINI Anthony
MME;Présidente;SZWARCENSZTEIN;Karine;1540;SZWARCENSZTEIN Karine
MME;Vice-Présidente;BIRON;Noëlle;1540;BIRON Noëlle
M;Vice-Président;FOREST;Jérémie;1540;FOREST Jérémie
M;Président;FÉLIX;François;1541;FÉLIX François
M;Directeur;LEGRIX;Julien;1541;LEGRIX Julien
MME;Directrice générale;SÉGUINEAU;Malika;1542;SÉGUINEAU Malika
M;Président;GAURICHON;Luc;1542;GAURICHON Luc
M;PHARMACIEN RESPONSABLE;BASSI;Frederic;1543;BASSI Frederic
M;General Manager BMS France;DURAND;Christophe;1543;DURAND Christophe
M;PRESIDENT;PIVIDORI;Emeric;1544;PIVIDORI Emeric
M;Délégué général;MARTINEZ;Jonathan;1544;MARTINEZ Jonathan
M;PRESIDENT;GIRIN;Pascal;1545;GIRIN Pascal
M;Président;BOUVIER;Dominique;1546;BOUVIER Dominique
M;DIRECTEUR GENERAL;CABROL;Cyril;1547;CABROL Cyril
M;PRESIDENT;MOULARD;Fabrice;1547;MOULARD Fabrice
M;Président;THELLIER;Vincent;1548;THELLIER Vincent
M;Vice Président Industrie;LEBRET;Alain;1549;LEBRET Alain
MME;Vice Présidente Economie de proximité;LAURENTJOYE POUEY;Dominique;1549;LAURENTJOYE POUEY Dominique
MME;Vice Présidente Formation;FRANGEUL;Anne;1549;FRANGEUL Anne
M;Vice Président Commerce;POURAGEAUD;Jean-Marie;1549;POURAGEAUD Jean-Marie
M;Directeur Général;FAILLET;Marc;1549;FAILLET Marc
M;1er Vice président - Président délégation Cognac;MAUMONT;Claude;1549;MAUMONT Claude
M;PRESIDENT;BRAUD;Daniel;1549;BRAUD Daniel
M;Associé - Gérant;GONTARD;Jean-Henri;1550;GONTARD Jean-Henri
M;Président;JUERY;Pascal;1551;JUERY Pascal
M;Directeur général délégué;KEHREN;Philippe;1551;KEHREN Philippe
M;Directeur général délégué;MARTINELLI;Marco;1551;MARTINELLI Marco
M;Président;VENTURA;Jean-Luc;1552;VENTURA Jean-Luc
M;Délégué;OUILLON;Bertrand;1553;OUILLON Bertrand
M;PRESIDENT DU CONSEIL D'ADMINISTRATION ET DIRECTEUR GENERAL;CHARTON;Michel;1554;CHARTON Michel
M;Président-directeur général;FRÉROT;Antoine;1555;FRÉROT Antoine
M;Président;BERNARD;Constant;1556;BERNARD Constant
M;Délégué général;DARIO;Olivier;1556;DARIO Olivier
M;Président général;GIANAZZA;Alain;1557;GIANAZZA Alain
M;Directeur général;ADOUARD;Laurent;1557;ADOUARD Laurent
MME;Présidente;TIENNOT-HERMENT;Laurence;1558;TIENNOT-HERMENT Laurence
M;Président;MANO;Jean-Yves;1559;MANO Jean-Yves
M;Président;DAZEAS;Jean-Luc;1560;DAZEAS Jean-Luc
M;Président du Conseil d'administration;DE BOISSIEU;Jean-Luc;1561;DE BOISSIEU Jean-Luc
MME;Directrice générale déléguée;THOMAS;Véronique;1561;THOMAS Véronique
M;Directeur général;COSTARD;Frédéric;1561;COSTARD Frédéric
M;Président du SNEFCCA;CARRE;Jean-Luc;1562;CARRE Jean-Luc
M;Secrétaire Général du SNEFCCA;ROY;Philippe;1562;ROY Philippe
M;Président;FEFFER;Marc-André;1563;FEFFER Marc-André
MME;Déléguée générale;BOUNAUD;Laurène;1563;BOUNAUD Laurène
M;Président;DUFAYET;Bruno;1564;DUFAYET Bruno
M;directeur général;BRABANT;Christian;1565;BRABANT Christian
M;PRESIDENT;BOMBRUN;Christian;1566;BOMBRUN Christian
M;VICE-PRESIDENT;D'HUEPPE;Nicolas;1566;D'HUEPPE Nicolas
M;VICE-PRESIDENT;DOLINER;Michael;1566;DOLINER Michael
M;VICE-PRESIDENT;HALLOPEAU;Philippe;1566;HALLOPEAU Philippe
M;Président;DE PONTBRIAND;Hubert;1567;DE PONTBRIAND Hubert
M;président;BLANCHECOTTE;François;1568;BLANCHECOTTE François
M;Président;JANCOVICI;Jean-Marc;1569;JANCOVICI Jean-Marc
M;Directeur;AUZANNEAU;Matthieu;1569;AUZANNEAU Matthieu
MME;Déléguée Générale;DOUDOU;Sabah;1570;DOUDOU Sabah
MME;Présidente;BRETON;Sophie;1570;BRETON Sophie
M;Président;BERTONCINI;Yves;1571;BERTONCINI Yves
M;1er Vice-Président;GUILLAUME;Pascal;1572;GUILLAUME Pascal
M;Président;ROGER;Pascal;1572;ROGER Pascal
M;Trésorier;PLANCHOT;Alain;1572;PLANCHOT Alain
M;Vice -Président;FRANCK DE PREAUMONT;Thierry;1572;FRANCK DE PREAUMONT Thierry
M;Vice-Président;SALVAT;Olivier;1572;SALVAT Olivier
M;Vice-Président;CARRE;Patrick;1572;CARRE Patrick
M;Vice-Président;ROLAND;Jean;1572;ROLAND Jean
M;Vice-Président;BOMEL;Guillaume;1572;BOMEL Guillaume
M;Vice-Président;PLOUX;Christophe;1572;PLOUX Christophe
M;Président;SCHIEVER;Cyril;1573;SCHIEVER Cyril
MME;Déléguée générale;TEZENAS DU MONTCEL;Magali;1574;TEZENAS DU MONTCEL Magali
M;Président;DULAC;Olivier;1574;DULAC Olivier
M;Directeur Général;GUEYDON;Stéphane;1575;GUEYDON Stéphane
M;Président;BIANCHI;Jacques;1575;BIANCHI Jacques
M;Président Alexion Pharma France;DURAND;Christophe;1576;DURAND Christophe
MME;Président Alexion Pharma France;ZIMMERMANN;Martine;1576;ZIMMERMANN Martine
MME;Country Manager Alexion Pharma France;KHALIFE;Céline;1576;KHALIFE Céline
M;President;ROMIEU;Michel;1577;ROMIEU Michel
M;secrétaire général;RAOUX;Alain;1577;RAOUX Alain
M;Président;GRANDAY;Patrick;1578;GRANDAY Patrick
M;PRESIDENT - DIRECTEUR GENERAL;TRUELLE;Philippe;1579;TRUELLE Philippe
M;secrétaire Général;COLLET;Thierry;1580;COLLET Thierry
M;Président;DELHAYE;François;1580;DELHAYE François
M;Président;SERVIERES;Jérôme;1581;SERVIERES Jérôme
MME;Déléguée Générale;FABIEN-SOULÉ;Véronique;1581;FABIEN-SOULÉ Véronique
M;Directeur général;TEYSSIER D'ORFEUIL;Marc;1582;TEYSSIER D'ORFEUIL Marc
MME;Déléguée générale;FAUDON;Valérie;1583;FAUDON Valérie
M;Président;RIESCHER;Xavier;1584;RIESCHER Xavier
M;Président;FLAGEL;Francis;1585;FLAGEL Francis
M;Secrétaire général;BOUDOU;Denis;1585;BOUDOU Denis
M;Président;LOCQUET;Charles;1586;LOCQUET Charles
M;Directeur général;COSTE;Thierry;1587;COSTE Thierry
M;PRESIDENT;GROS;Jean-Pierre;1588;GROS Jean-Pierre
M;SECRETAIRE GENERAL;BOUVET;Dominique;1588;BOUVET Dominique
M;Président;HOUSSIN;Didier;1589;HOUSSIN Didier
M;Président;PEBET;Iban;1590;PEBET Iban
M;Président;MARCEAU;Jacques;1591;MARCEAU Jacques
M;;PORTIER;Philippe;1592;PORTIER Philippe
M;Président;DURAND;Jacques;1593;DURAND Jacques
MME;Directrice Générale;CARAYON;Anne;1593;CARAYON Anne
M;PRESIDENT;NIVAULT;Olivier;1594;NIVAULT Olivier
M;delegue general;DELIGNE;Henri;1594;DELIGNE Henri
M;Directeur général délégué;BRIEU;Antoine;1595;BRIEU Antoine
M;PRESIDENT DIRECTEUR GENERAL;SCHELCHER;Dominique;1595;SCHELCHER Dominique
M;Président;BREUZARD;Sylvain;1596;BREUZARD Sylvain
M;Directeur executif;JULLIARD;Jean-François;1596;JULLIARD Jean-François
M;Président;FRISQUET;François;1597;FRISQUET François
M;Président;LACOUR;Bernard;1598;LACOUR Bernard
M;Directeur général;IGONNET;Thierry;1598;IGONNET Thierry
M;Président;HOT;Bruno;1599;HOT Bruno
M;Président;PERIN;Thomas;1600;PERIN Thomas
M;Président;BOULANGER;Jean-Christophe;1601;BOULANGER Jean-Christophe
M;Président;JOUGLA;Philippe;1602;JOUGLA Philippe
M;Président;CIBOIS;Michel;1603;CIBOIS Michel
MME;Directrice Générale ASPAS;REYNAUD - RUBIN;Madline;1604;REYNAUD - RUBIN Madline
M;Directeur associé;HADDAD;Raphaël;1605;HADDAD Raphaël
M;Directeur Général;OUDÉA;Frédéric;1606;OUDÉA Frédéric
M;Directeur Général délégué;CABANNES;Séverin;1606;CABANNES Séverin
MME;Directrice Générale déléguée;LEBOT;Diony;1606;LEBOT Diony
M;Directeur Général délégué;AYMERICH;Philippe;1606;AYMERICH Philippe
M;Directeur Général délégué;HEIM;Philippe;1606;HEIM Philippe
M;Président;RAOUL;Alain;1607;RAOUL Alain
M;Directeur général;RACZ;Stéphane;1607;RACZ Stéphane
M;PRESIDENT;ALESSANDRI;Philippe;1608;ALESSANDRI Philippe
M;DELEGUE GENERAL;LE BARS;Stephane;1608;LE BARS Stephane
M;président;GARGANI;Alain;1609;GARGANI Alain
M;Président;RAGON;Luc;1610;RAGON Luc
M;Vice-Président;JACQUIER;Maxime;1610;JACQUIER Maxime
M;Vice-Président;GENET;Vincent;1610;GENET Vincent
MME;Vice-Présidente;CERVEAU-REYNAUD;Olivia;1610;CERVEAU-REYNAUD Olivia
M;Secrétaire général;GROSS;Thomas;1610;GROSS Thomas
M;Trésorier;GREVAUD;Frédéric;1610;GREVAUD Frédéric
M;Président;LARRAMENDY;Jean-Philippe;1611;LARRAMENDY Jean-Philippe
M;Président;GUYOT;Jean-Daniel;1612;GUYOT Jean-Daniel
M;Directeur général;BEUTLER;Daniel;1612;BEUTLER Daniel
MME;Administrateur;BRICCA;Anne-Sophie;1613;BRICCA Anne-Sophie
M;Administrateur délégué;BEERNAERT;Koen;1613;BEERNAERT Koen
M;Président;PORTIER;Philippe;1614;PORTIER Philippe
M;Président d'honneur;CUSINBERCHE;Régis;1614;CUSINBERCHE Régis
MME;Secrétaire;ZYLBERBOGEN;Chloé;1614;ZYLBERBOGEN Chloé
M;Vice-Président;VOGEL;Joseph;1614;VOGEL Joseph
MME;Vice-Président;SAMMAN;Thaima;1614;SAMMAN Thaima
MME;membre du Conseil d'Administration;COHEN;Odile;1614;COHEN Odile
M;membre du Conseil d'Administration;BAYON;Laurent;1614;BAYON Laurent
M;membre du Conseil d'Administration;BOULIN;Franck;1614;BOULIN Franck
M;Directeur général;PFEIFFER;Pascal;1615;PFEIFFER Pascal
M;Chef de Cabinet;DUPEYRON;Eric;1615;DUPEYRON Eric
M;DIRECTEUR GENERAL BU ENGIE AFRIQUE;MOOROOVEN;Devarajen;1616;MOOROOVEN Devarajen
MME;DIRECTEUR GENERAL BU FRANCE RESEAUX;LE GALL;Carole;1616;LE GALL Carole
M;PRESIDENT DU CONSEIL D'ADMINISTRATION;MONGIN;Pierre;1616;MONGIN Pierre
M;DIRECTEUR GENERAL;BRUEL;Franck;1616;BRUEL Franck
M;DIRECTEUR GENERAL BU NORTH SOUTH AND EASTERN EUROPE;JACOLIN;Etienne;1616;JACOLIN Etienne
M;DIRECTEUR GENERAL ENGIE COFELY;MONEGER;Jean-Pierre;1616;MONEGER Jean-Pierre
M;Président du Directoire;DE TAVERNOST;Nicolas;1617;DE TAVERNOST Nicolas
M;Président;CHANEVAS;Franck;1618;CHANEVAS Franck
M;Président;MOREAU;Florent;1619;MOREAU Florent
M;Directeur;CONRIÉ;Jean-Christophe;1619;CONRIÉ Jean-Christophe
M;Président;BOUDIER;Marc;1620;BOUDIER Marc
M;Président;LAGIER;Alexandre;1621;LAGIER Alexandre
M;president;ATHENOUR;Gilles;1621;ATHENOUR Gilles
M;Président;NIBOUREL;Christian;1622;NIBOUREL Christian
M;Président;GULAREK;Valentin;1623;GULAREK Valentin
M;Délégué général;COSNEFROY;Jacques;1624;COSNEFROY Jacques
M;Président du Conseil d'administration;BOURDON;Alexis;1625;BOURDON Alexis
M;Délégué général;BÉNÉZET;Dominique;1625;BÉNÉZET Dominique
M;Président administrateur pour l'association AIDES;LERT;Frédéric;1626;LERT Frédéric
M;Secrétaire général administrateur pour l'association AMADYS;BASSI;Emmanuel;1626;BASSI Emmanuel
M;Trésorier administrateur pour l'association France Rein;LABAT;Gerard;1626;LABAT Gerard
M;membre du bureau administrateur pour l'association française des hémophiles;SANNIÉ;Thomas;1626;SANNIÉ Thomas
M;vice président administrateur pour l'association française des scléroses en plaques;MALAIZÉ;Jean-Claude;1626;MALAIZÉ Jean-Claude
MME;membre du bureau administratrice pour l'association DINGDINGDONG;HERMANT;Emilie;1626;HERMANT Emilie
MME;coordinatrice;LONDRES;Muriel;1626;LONDRES Muriel
M;GERANT;ESCHWEGE;Nicolas;1627;ESCHWEGE Nicolas
MME;Directrice Générale;RIGAIL;Anne;1628;RIGAIL Anne
M;Président du Directoire;JAOUEN;Daniel;1629;JAOUEN Daniel
M;Président;JUERY;Pascal;1630;JUERY Pascal
MME;Directeur général délégué;NUYTTENS;An;1630;NUYTTENS An
M;Directeur général délégué;KAMEL;Vincent;1630;KAMEL Vincent
M;Directeur général délégué;CHALVON DEMERSAY;Pascal;1630;CHALVON DEMERSAY Pascal
M;Directeur général délégué;CUDRE-MAUROUX;Nicolas;1630;CUDRE-MAUROUX Nicolas
M;Directeur général délégué;CARENCOTTE;Frédéric;1630;CARENCOTTE Frédéric
M;Directeur général délégué;CATTLE;Jonathan;1630;CATTLE Jonathan
M;Président;HENAUX;Laurent;1631;HENAUX Laurent
MME;Pharmacien Responsable/Directeur Général;KAUV;Céline;1631;KAUV Céline
M;PRESIDENT;HOUSIAUX;Joel;1632;HOUSIAUX Joel
M;1 er Vice-Président;BOURDEAU;Stéphane;1632;BOURDEAU Stéphane
MME;2 Snd Vice-Présidence;LE FUSTEC;Muriel;1632;LE FUSTEC Muriel
M;3 Eme Vice-Présidence;BRIODEAU;Pierre;1632;BRIODEAU Pierre
MME;4 Eme Vice-Présidence;MARTINEAU;Sophie;1632;MARTINEAU Sophie
M;Président;GALLET DE SAINT-AURIN;Jean-Marc;1633;GALLET DE SAINT-AURIN Jean-Marc
M;Président;GONET;Guillaume;1634;GONET Guillaume
M;Président;PIANTONI;Philippe;1635;PIANTONI Philippe
M;Président;BOSSARD;Sebastien;1636;BOSSARD Sebastien
